VisitNum,FieldNum,StationNum,VisitType,VisitDate,VisitYear,StationLength,DataSource,Project,SampleType,GPSFileName,LatLongNum,CollDate,CollTime,CollTimeDup,Spacing,ChanCon,SampleID,Comments,VisitResult,VisitResultReason,AssessmentStatus,AssessmentStatusReason,Flow,QHEI,FHR,MSHA,FishSampleCrew,HabitatCrew,DateEntered,VisitNumOld,Source,TapeDown
20040014,04LM139,1088618876,fish,6/30/2004,2004,223,MPCA,biocriteria,,,2815,,1/0/1900,,16,OC,,YSI = 8.48. Voucher photos taken of brassy minnow (2).  Transect 12 was skipped - no data was taken.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,32,,,6/30/2004,-1268894710,,
20040015,04LM096,1108164499,fish,6/24/2004,2004,142,MPCA,biocriteria,,,2773,,1/0/1900,,11.5,NA,,"YSI = 11.3. 13th transect is at EOR, put in exclusion table on 1/12/09 by JP",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,85,,,8/4/2004,-1243604462,,
20040016,04LM055,1093855379,fish,8/30/2004,2004,500,MPCA,EMAP,,,2739,,1/0/1900,,,NA,,"YSI = 11.2,  Above normal flows but fish sampling efficiency was good.  Pictures taken of freshwater drum and channel catfish.",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,69.40000153,,,8/30/2004,-1197018152,,
20040017,04LM086,1088695075,fish,7/1/2004,2004,294,MPCA,biocriteria,,,2763,,1/0/1900,,32.5,NA,,YSI = 9.63; Only 9 habitat transects were measured in the site: the wrong transect spacing was used (should have been 21.5).,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,68.5,,,7/1/2004,-1063450840,,
20040018,04CD004,3703,fish,7/12/2004,2004,155,MPCA,EMAP,,,2645,,1/0/1900,,11.5,OC,,YSI = 7.21,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,37.5,,,7/12/2004,-935285987,,
20040020,04LM071,1092868196,fish,8/18/2004,2004,213,MPCA,EMAP,,,2750,,1/0/1900,,16,NA,,YSI = 6.5,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,66.69999695,,,8/18/2004,-860429931,,
20040021,04LM141,-919453992,fish,6/23/2004,2004,244,MPCA,biocriteria,,,2817,,1/0/1900,,19,NA,,YSI = 9.54; No densiometer measurements taken for transect 13.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,59.15000153,,,8/6/2004,-797225149,,
20040022,04LM066,1771413702,fish,6/21/2004,2004,159,MPCA,EMAP,,,2746,,1/0/1900,,11.5,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,80.19999695,,,8/5/2004,-709544248,,
20040024,04LM076,1091640439,fish,8/4/2004,2004,178,MPCA,biocriteria,,,2753,,1/0/1900,,13.5,NA,,YSI = 2.08  Sampling was difficult due to large amount of debris (woody) and vegt. in stream.  Missing air temperature.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,63.90000153,,,8/4/2004,-631969044,,
20040025,04LM117,1092923680,fish,8/12/2004,2004,298,MPCA,biocriteria,,,2793,,1/0/1900,,23,NA,,YSI = 14.5,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,60.59999847,,,8/12/2004,-618970948,,
20040026,04LM107,-1825948445,fish,7/21/2004,2004,505,MPCA,biocriteria,,,2784,,1/0/1900,1/0/1900,38.5,NA,,"Relocated site GPS file 04LM107 NEW; N43 44' 02.3"", W92 23' 33.1"".",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,72.75,,,7/29/2004,-616944538,,
20040027,04LM123,666318572,fish,8/23/2004,2004,200,MPCA,biocriteria,,,2799,,1/0/1900,,11.5,OC,,YSI = 8.8  Note: YSI PH meter was not working properly.  Missing transect 12 densiometer.,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,53.5,,,8/23/2004,-613335027,,
20040031,04LM111,1088459911,fish,6/28/2004,2004,264,MPCA,biocriteria,,,2787,,1/0/1900,,19.5,NA,,YSI = 14.99,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,61.59999847,,,6/28/2004,-341088836,,
20040032,04LM091,-495504266,fish,8/25/2004,2004,142,MPCA,biocriteria,,,2768,,1/0/1900,,11.5,NA,,"YSI = 10.84 Note: YSI pH meter not working properly. 13th transect is at EOR, put in exclusion table on 1/12/09 by JP",Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,84.80000305,,,8/25/2004,-331048900,,
20040033,04LM113,1671968770,fish,6/22/2004,2004,150,MPCA,biocriteria,,,2789,,1/0/1900,,11.5,NA,,"Few fish collected (<25), impairment related. YSI = 10.39",Reportable,Reportable: Low sample size (<25 fish),Assessable,,,,,70.5,,,8/4/2004,-297283912,,
20040034,04LM125,1094011198,fish,9/1/2004,2004,500,MPCA,biocriteria,,,2801,,1/0/1900,,,NA,,YSI = 6.80.  Voucher picture taken of  Black Redhorse (1) and of Channel Catfish (1).,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,70.09999847,,,8/31/2004,-273968153,,
20040035,04LM097,1091051985,fish,7/1/2004,2004,214,MPCA,biocriteria,,,2774,,1/0/1900,,16,NA,,YSI = 11.16,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,62.95000076,,,8/4/2004,-270617099,,
20040036,04LM116,1092318473,fish,8/12/2004,2004,373,MPCA,biocriteria,,,2792,,1/0/1900,,29.5,NA,,YSI = 13.5,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,61.20000076,,,8/12/2004,-231102314,,
20040037,04LM005,3728,fish,7/14/2004,2004,157,MPCA,EMAP,,,2706,,1/0/1900,,11.5,NA,,YSI = 10.84,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,62,,,8/9/2004,-186266270,,
20040038,04LM095,1501543194,fish,6/23/2004,2004,187,MPCA,biocriteria,,,2772,,1/0/1900,,13.5,NA,,"Black redhorse photo voucher taken (2).  Pictures taken of eroded banks (2), Storm occurred while sampling (t-tube before = >60 and after = 15).  Missing time fished.  YSI 10.34",Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,42,,,8/4/2004,-95370965,,
20040039,04LM143,1091628029,fish,8/4/2004,2004,191,MPCA,biocriteria,,,2819,,1/0/1900,,13.5,NA,,"Few fish collected (<25), impairment related. Sampling was difficult due to large amounts of vegtation. YSI = 2.3.  Missing transect 5 habitat data. May be wetland influenced, during assessment decided not to assess and try wetland monitoring.",Reportable,Reportable: Low sample size (<25 fish),Assessable,,,,,66,,,8/4/2004,-91421069,,
20040040,04LM098,1958496148,fish,8/24/2004,2004,156,MPCA,biocriteria,,,2775,,1/0/1900,,11.5,NA,,YSI = 8.9;  Note:  YSI PH meter not working properly.,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,41.70000076,,,8/24/2004,-72313375,,
20040041,04LM138,1840761956,fish,6/21/2004,2004,164,MPCA,biocriteria,,,2814,,1/0/1900,,11.5,NA,,YSI = 9.81,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,67.80000305,,,8/6/2004,-64652211,,
20040042,04DM012,3661,fish,7/14/2004,2004,409,MPCA,EMAP,,,2681,,1/0/1900,,29.5,NA,,Air temperature and Winkler DO were not measured..,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,57.20000076,,,7/14/2004,-39122003,,
20040043,04LM121,-992163314,fish,7/1/2004,2004,157,MPCA,biocriteria,,,2797,,1/0/1900,,11.5,NA,,YSI = 10.3,Reportable,Reportable: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,53.95000076,,,8/4/2004,-11088771,,
20040044,00UM033,3194,bugs,10/5/2004,2004,,MPCA,methods comparison,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4200,,
20040045,04CD001,3700,bugs,8/26/2004,2004,324,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4201,,
20040046,04CD002,3701,bugs,9/1/2004,2004,500,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4202,,
20040047,04CD003,3702,bugs,9/1/2004,2004,210,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4203,,
20040048,04CD004,3703,bugs,8/31/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4204,,
20040049,04CD004,3703,bugs,9/9/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4205,,
20040050,04CD006,3655,bugs,9/2/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4206,,
20040051,04CD008,3707,bugs,8/26/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4207,,
20040052,04CD009,3708,bugs,9/2/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4208,,
20040053,04CD010,3709,bugs,8/26/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4209,,
20040054,04CD012,3711,bugs,8/26/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4210,,
20040055,04CD013,3712,bugs,8/25/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4211,,
20040056,04CD013,3712,bugs,9/9/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4212,,
20040057,04CD015,3714,bugs,8/31/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4213,,
20040058,04CD016,3715,bugs,9/2/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4214,,
20040059,04CD017,3716,bugs,8/31/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4215,,
20040060,04CD017,3716,bugs,9/9/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4216,,
20040061,04CD018,3717,bugs,9/2/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4217,,
20040062,04CD023,3722,bugs,9/2/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4218,,
20040063,04CD024,3723,bugs,9/1/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4219,,
20040064,04CD025,1088689985,bugs,9/1/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4220,,
20040065,04CD042,-1606648722,bugs,8/26/2004,2004,,MPCA,biocriteria,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4221,,
20040066,04CD027,-135482537,bugs,9/2/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4222,,
20040067,04CD028,1088690330,bugs,8/31/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4223,,
20040068,04CD028,1088690330,bugs,9/9/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4224,,
20040069,04CD031,-960751751,bugs,8/26/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4225,,
20040070,04CD033,320245327,bugs,9/1/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4226,,
20040071,04CD034,1088691089,bugs,9/2/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4227,,
20040072,04CD034,1088691089,bugs,9/9/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4228,,
20040073,04CD035,672996990,bugs,9/1/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4229,,
20040074,04CD037,451109084,bugs,8/31/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4230,,
20040075,04CD038,-302141779,bugs,9/1/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4231,,
20040076,04CD040,1088691653,bugs,9/1/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4232,,
20040077,04CD041,-1290258014,bugs,9/2/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4233,,
20040078,04DM001,3650,bugs,8/25/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4234,,
20040079,04DM002,3651,bugs,9/2/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4235,,
20040080,04DM003,3652,bugs,8/26/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4236,,
20040081,04DM003,3652,bugs,9/8/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4237,,
20040082,04DM004,3653,bugs,8/24/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4238,,
20040083,04DM006,3705,bugs,9/1/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4240,,
20040084,04DM009,3658,bugs,8/25/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,8/4/2005,4241,,
20040085,04DM010,3659,bugs,8/23/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4242,,
20040086,04DM011,3660,bugs,8/30/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4243,,
20040087,04DM012,3661,bugs,8/25/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4244,,
20040088,04DM013,3662,bugs,9/2/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4245,,
20040089,04DM013,3662,bugs,9/8/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4246,,
20040090,04DM015,3664,bugs,9/1/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4247,,
20040091,04DM018,3667,bugs,9/2/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4248,,
20040092,04DM019,3668,bugs,8/26/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4249,,
20040093,04DM020,3669,bugs,9/2/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4250,,
20040094,04DM021,3670,bugs,8/23/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4251,,
20040095,04DM022,3671,bugs,8/25/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4252,,
20040096,04DM024,-1231305468,bugs,9/9/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4253,,
20040097,04DM025,962804149,bugs,8/24/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4254,,
20040098,04DM025,962804149,bugs,9/9/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4255,,
20040099,04DM026,-527842606,bugs,9/1/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4256,,
20040100,04DM027,1472195307,bugs,9/2/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4257,,
20040101,04DM029,-642246895,bugs,8/25/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,8/4/2005,4258,,
20040102,04DM030,-648719362,bugs,8/25/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4259,,
20040103,04DM032,-58944932,bugs,8/25/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4260,,
20040104,04DM032,-58944932,bugs,9/8/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4261,,
20040105,04DM033,409231917,bugs,8/26/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4262,,
20040106,04DM035,-468078614,bugs,8/25/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4263,,
20040107,04DM040,-777617368,bugs,8/24/2004,2004,,MPCA,stressor ID,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,8/4/2005,4264,,
20040108,04DM041,-1284999415,bugs,8/23/2004,2004,,MPCA,stressor ID,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4265,,
20040109,04DM041,-1284999415,bugs,9/7/2004,2004,,MPCA,stressor ID,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4266,,
20040110,04DM042,-1181810026,bugs,8/23/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4267,,
20040111,04DM043,1375090783,bugs,9/9/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4268,,
20040112,04DM045,464339636,bugs,8/25/2004,2004,,MPCA,stressor ID,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Not Assessable,Class7/Limited Resource Waters,,,,,,,8/4/2005,4269,,
20040113,04LM001,3724,bugs,8/24/2004,2004,,MPCA,biocriteria,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4270,,
20040114,04LM003,3726,bugs,8/17/2004,2004,,MPCA,biocriteria,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4271,,
20040115,04LM004,3727,bugs,8/18/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4272,,
20040116,04LM005,3728,bugs,8/18/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4273,,
20040117,04LM006,3729,bugs,9/8/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4274,,
20040118,04LM007,3730,bugs,8/24/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4275,,
20040119,04LM008,3731,bugs,8/17/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4276,,
20040120,04LM010,3733,bugs,8/23/2004,2004,,MPCA,EMAP,,,,,,,,OC,,EA/BJL changed channel condition from NA to OC on 12/20/2013.,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4277,,
20040121,04LM011,3734,bugs,8/25/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4278,,
20040122,04LM014,3737,bugs,9/7/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4279,,
20040123,04LM016,3739,bugs,8/18/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4280,,
20040124,04LM018,3741,bugs,8/24/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4281,,
20040125,04LM020,3743,bugs,9/1/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4282,,
20040126,04LM020,3743,bugs,9/9/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Replicate,Replicate: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4283,,
20040127,04LM021,3744,bugs,8/23/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4284,,
20040128,04LM024,3747,bugs,8/17/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4285,,
20040129,04LM025,3748,bugs,8/31/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4286,,
20040130,04LM028,3751,bugs,8/25/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4287,,
20040131,04LM029,3752,bugs,8/16/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4288,,
20040132,04LM030,3753,bugs,8/31/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4289,,
20040133,04LM031,3754,bugs,8/30/2004,2004,,MPCA,EMAP,,,,,,,,NA,,No PH or TD taken,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4290,,
20040134,04LM032,3755,bugs,9/1/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4291,,
20040135,04LM034,3757,bugs,8/31/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4292,,
20040136,04LM035,3758,bugs,8/16/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4293,,
20040137,04LM037,3760,bugs,8/30/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4294,,
20040138,04LM038,3761,bugs,8/17/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4295,,
20040139,04LM043,3766,bugs,8/24/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4296,,
20040140,04LM044,3767,bugs,8/18/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4297,,
20040141,04LM046,3769,bugs,8/18/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4298,,
20040142,04LM048,3771,bugs,8/24/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4299,,
20040143,04LM049,3772,bugs,8/18/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4300,,
20040144,04LM052,1766512083,bugs,8/16/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4301,,
20040145,04LM053,-906311013,bugs,8/25/2004,2004,,MPCA,EMAP,,,,,,,,OC,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4302,,
20040146,04LM054,1090449244,bugs,8/17/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4303,,
20040147,04LM055,1093855379,bugs,8/17/2004,2004,,MPCA,EMAP,,,,,,,,NA,,,Reportable,Reportable: Sufficient and representative sample collected,Assessable,,,,,,,,8/4/2005,4304,,
