FishSampleID_IDNR,FishSpeciesCode_IDNR,TaxonSortID,Common_Name,CountOfIndividuals,GearRun_IDNR
11596,CRC,50,creek chub,24,1ES
11596,HOC,52,hornyhead chub,65,1ES
11596,STS,70,striped shiner,22,1ES
11596,CMS,71,common shiner,71,1ES
11596,SFS,76,spotfin shiner,16,1ES
11596,FHM,81,fathead minnow,22,1ES
11596,BLS,82,bluntnose minnow,6,1ES
11596,BMS,91,bigmouth shiner,10,1ES
11596,SAS,95,sand shiner,124,1ES
11596,WHS,111,white sucker,83,1ES
11596,GOR,121,golden redhorse,1,1ES
11596,STC,129,stonecat,3,1ES
11596,TPM,130,tadpole madtom,1,1ES
11596,BLT,143,blackstripe topminnow,14,1ES
11596,LMB,166,largemouth bass,13,1ES
11596,SMB,168,smallmouth bass,2,1ES
11596,GSF,170,green sunfish,2,1ES
11596,ORS,177,orangespotted sunfish,2,1ES
11596,JOD,191,johnny darter,17,1ES
11596,BAD,195,banded darter,14,1ES
11596,FAD,202,fantail darter,23,1ES
11600,GOF,45,goldfish,2,1PE
11600,CAP,46,common carp,20,1PE
11600,CRC,50,creek chub,6,1PE
11600,HOC,52,hornyhead chub,4,1PE
11600,COS,54,central stoneroller,6,1PE
11600,STS,70,striped shiner,2,1PE
11600,BLS,82,bluntnose minnow,42,1PE
11600,SAS,95,sand shiner,12,1PE
11600,WHS,111,white sucker,22,1PE
11600,YEB,125,yellow bullhead,16,1PE
11600,BLT,143,blackstripe topminnow,28,1PE
11600,LMB,166,largemouth bass,2,1PE
11600,GSF,170,green sunfish,44,1PE
11600,BLG,173,bluegill,14,1PE
11600,JOD,191,johnny darter,8,1PE
11601,CRC,50,creek chub,4,1ES
11601,HOC,52,hornyhead chub,28,1ES
11601,COS,54,central stoneroller,112,1ES
11601,STS,70,striped shiner,12,1ES
11601,RDS,72,redfin shiner,4,1ES
11601,FHM,81,fathead minnow,2,1ES
11601,BLS,82,bluntnose minnow,76,1ES
11601,BMS,91,bigmouth shiner,16,1ES
11601,SAS,95,sand shiner,10,1ES
11601,WHS,111,white sucker,34,1ES
11601,BLT,143,blackstripe topminnow,24,1ES
11601,BLC,163,black crappie,2,1ES
11601,LMB,166,largemouth bass,10,1ES
11601,SMB,168,smallmouth bass,2,1ES
11601,GSF,170,green sunfish,106,1ES
11601,BLG,173,bluegill,110,1ES
11601,JOD,191,johnny darter,44,1ES
11602,CRC,50,creek chub,194,1PE
11602,HOC,52,hornyhead chub,64,1PE
11602,COS,54,central stoneroller,270,1PE
11602,STS,70,striped shiner,10,1PE
11602,BLS,82,bluntnose minnow,154,1PE
11602,BMS,91,bigmouth shiner,130,1PE
11602,SAS,95,sand shiner,24,1PE
11602,RYS,97,rosyface shiner,2,1PE
11602,WHS,111,white sucker,64,1PE
11602,YEB,125,yellow bullhead,2,1PE
11602,LMB,166,largemouth bass,2,1PE
11602,GSF,170,green sunfish,42,1PE
11602,BLG,173,bluegill,20,1PE
11602,JOD,191,johnny darter,160,1PE
11602,ORD,199,orangethroat darter,12,1PE
11603,CAP,46,common carp,10,1PE
11603,CRC,50,creek chub,144,1PE
11603,HOC,52,hornyhead chub,228,1PE
11603,COS,54,central stoneroller,1308,1PE
11603,SFS,76,spotfin shiner,6,1PE
11603,FHM,81,fathead minnow,4,1PE
11603,BLS,82,bluntnose minnow,88,1PE
11603,BMS,91,bigmouth shiner,74,1PE
11603,WHS,111,white sucker,244,1PE
11603,YEB,125,yellow bullhead,4,1PE
11603,ROB,165,rock bass,4,1PE
11603,SMB,168,smallmouth bass,8,1PE
11603,GSF,170,green sunfish,138,1PE
11603,BLG,173,bluegill,52,1PE
11603,JOD,191,johnny darter,18,1PE
11603,ORD,199,orangethroat darter,158,1PE
11603,FAD,202,fantail darter,20,1PE
11604,GOF,45,goldfish,4,1ES
11604,CRC,50,creek chub,4,1ES
11604,HOC,52,hornyhead chub,2,1ES
11604,COS,54,central stoneroller,12,1ES
11604,WHS,111,white sucker,12,1ES
11604,JOD,191,johnny darter,4,1ES
11605,GOF,45,goldfish,12,1PE
11605,CRC,50,creek chub,26,1PE
11605,COS,54,central stoneroller,6,1PE
11605,BLS,82,bluntnose minnow,10,1PE
11605,BLB,126,black bullhead,4,1PE
11605,GSF,170,green sunfish,2,1PE
11605,BLG,173,bluegill,4,1PE
11605,JOD,191,johnny darter,2,1PE
11605,ORD,199,orangethroat darter,2,1PE
11606,LOG,13,longnose gar,2,1ES
11606,GZS,20,gizzard shad,26,1ES
11606,GOF,45,goldfish,20,1ES
11606,CAP,46,common carp,102,1ES
11606,HOC,52,hornyhead chub,36,1ES
11606,COS,54,central stoneroller,4,1ES
11606,SFS,76,spotfin shiner,92,1ES
11606,FHM,81,fathead minnow,2,1ES
11606,BLS,82,bluntnose minnow,438,1ES
11606,BMS,91,bigmouth shiner,146,1ES
11606,SAS,95,sand shiner,516,1ES
11606,SAB,105,smallmouth buffalo,2,1ES
11606,ULL,107,quillback,62,1ES
11606,WHS,111,white sucker,54,1ES
11606,SHR,119,shorthead redhorse,6,1ES
11606,GOR,121,golden redhorse,4,1ES
11606,SVR,122,silver redhorse,2,1ES
11606,CCF,123,channel catfish,126,1ES
11606,YEB,125,yellow bullhead,2,1ES
11606,LMB,166,largemouth bass,16,1ES
11606,SMB,168,smallmouth bass,22,1ES
11606,GSF,170,green sunfish,2,1ES
11606,BLG,173,bluegill,46,1ES
11606,SAR,179,sauger,6,1ES
11606,FRD,207,freshwater drum,4,1ES
11606,ROG,208,round goby,28,1ES
11607,GZS,20,gizzard shad,16,1ES
11607,GOF,45,goldfish,2,1ES
11607,CAP,46,common carp,42,1ES
11607,CGH,46.5,Hybrid common carp x goldlfish,2,1ES
11607,HOC,52,hornyhead chub,64,1ES
11607,COS,54,central stoneroller,32,1ES
11607,STS,70,striped shiner,44,1ES
11607,RDS,72,redfin shiner,4,1ES
11607,SFS,76,spotfin shiner,24,1ES
11607,BLS,82,bluntnose minnow,90,1ES
11607,SAS,95,sand shiner,4,1ES
11607,RYS,97,rosyface shiner,12,1ES
11607,ULL,107,quillback,2,1ES
11607,WHS,111,white sucker,46,1ES
11607,NHS,116,northern hog sucker,12,1ES
11607,GOR,121,golden redhorse,6,1ES
11607,YEB,125,yellow bullhead,4,1ES
11607,BLT,143,blackstripe topminnow,8,1ES
11607,ROB,165,rock bass,36,1ES
11607,LMB,166,largemouth bass,4,1ES
11607,SMB,168,smallmouth bass,26,1ES
11607,GSF,170,green sunfish,16,1ES
11607,BLG,173,bluegill,10,1ES
11607,JOD,191,johnny darter,4,1ES
11608,CAP,46,common carp,4,1ES
11608,HOC,52,hornyhead chub,176,1ES
11608,COS,54,central stoneroller,38,1ES
11608,STS,70,striped shiner,370,1ES
11608,BLS,82,bluntnose minnow,20,1ES
11608,WHS,111,white sucker,46,1ES
11608,NHS,116,northern hog sucker,4,1ES
11608,YEB,125,yellow bullhead,16,1ES
11608,BLT,143,blackstripe topminnow,14,1ES
11608,ROB,165,rock bass,80,1ES
11608,SMB,168,smallmouth bass,56,1ES
11608,GSF,170,green sunfish,6,1ES
11608,BLG,173,bluegill,6,1ES
11608,JOD,191,johnny darter,2,1ES
11609,CRC,50,creek chub,68,1ES
11609,HOC,52,hornyhead chub,398,1ES
11609,COS,54,central stoneroller,236,1ES
11609,STS,70,striped shiner,856,1ES
11609,BLS,82,bluntnose minnow,216,1ES
11609,SAS,95,sand shiner,10,1ES
11609,RYS,97,rosyface shiner,96,1ES
11609,WHS,111,white sucker,64,1ES
11609,YEB,125,yellow bullhead,4,1ES
11609,BLT,143,blackstripe topminnow,4,1ES
11609,ROB,165,rock bass,90,1ES
11609,SMB,168,smallmouth bass,48,1ES
11609,GSF,170,green sunfish,24,1ES
11609,BLG,173,bluegill,56,1ES
11609,JOD,191,johnny darter,38,1ES
11609,ORD,199,orangethroat darter,14,1ES
11610,CRC,50,creek chub,66,1ES
11610,HOC,52,hornyhead chub,158,1ES
11610,COS,54,central stoneroller,444,1ES
11610,STS,70,striped shiner,736,1ES
11610,FHM,81,fathead minnow,6,1ES
11610,BLS,82,bluntnose minnow,172,1ES
11610,SAS,95,sand shiner,72,1ES
11610,RYS,97,rosyface shiner,76,1ES
11610,WHS,111,white sucker,26,1ES
11610,BLT,143,blackstripe topminnow,20,1ES
11610,ROB,165,rock bass,42,1ES
11610,LMB,166,largemouth bass,6,1ES
11610,SMB,168,smallmouth bass,2,1ES
11610,GSF,170,green sunfish,36,1ES
11610,BLG,173,bluegill,26,1ES
11610,JOD,191,johnny darter,296,1ES
11610,ORD,199,orangethroat darter,58,1ES
11611,CAP,46,common carp,2,1ES
11611,HOC,52,hornyhead chub,4,1ES
11611,COS,54,central stoneroller,10,1ES
11611,STS,70,striped shiner,18,1ES
11611,RDS,72,redfin shiner,2,1ES
11611,BLS,82,bluntnose minnow,14,1ES
11611,WHS,111,white sucker,4,1ES
11611,BLB,126,black bullhead,4,1ES
11611,BLT,143,blackstripe topminnow,2,1ES
11611,LMB,166,largemouth bass,4,1ES
11611,GSF,170,green sunfish,8,1ES
11611,BLG,173,bluegill,8,1ES
11620,GZS,20,gizzard shad,8,1BE
11620,GZS,20,gizzard shad,37,2BE
11620,CAP,46,common carp,5,1BE
11620,CAP,46,common carp,7,2BE
11620,YEB,125,yellow bullhead,1,1BE
11620,WHB,158,white bass,2,2BE
11620,WHP,160,white perch,1,2BE
11620,LMB,166,largemouth bass,1,1BE
11620,LMB,166,largemouth bass,13,2BE
11620,BLG,173,bluegill,1,1BE
11620,BLG,173,bluegill,4,2BE
11620,PUD,175,pumpkinseed,1,1BE
11620,PUD,175,pumpkinseed,6,2BE
11621,GZS,20,gizzard shad,6,1BE
11621,GZS,20,gizzard shad,16,2BE
11621,CAP,46,common carp,2,1BE
11621,CAP,46,common carp,5,2BE
11621,SFS,76,spotfin shiner,1,2BE
11621,BLS,82,bluntnose minnow,5,1BE
11621,BLS,82,bluntnose minnow,2,2BE
11621,EMS,85,emerald shiner,8,2BE
11621,SPS,94,spottail shiner,10,1BE
11621,LMB,166,largemouth bass,4,1BE
11621,GSF,170,green sunfish,1,1BE
11621,GSF,170,green sunfish,1,2BE
11621,BLG,173,bluegill,2,1BE
11621,BLG,173,bluegill,9,2BE
11621,PUD,175,pumpkinseed,4,1BE
11621,ROG,208,round goby,1,2BE
11624,GZS,20,gizzard shad,9,1BE
11624,GOF,45,goldfish,14,1BE
11624,CAP,46,common carp,3,1BE
11624,CAP,46,common carp,1,1SH
11624,FHM,81,fathead minnow,1,1BE
11624,BLS,82,bluntnose minnow,1,1SH
11624,WHS,111,white sucker,46,1BE
11624,WHS,111,white sucker,2,1SH
11624,BLT,143,blackstripe topminnow,17,1BE
11624,BLT,143,blackstripe topminnow,25,1SH
11624,LMB,166,largemouth bass,33,1BE
11624,LMB,166,largemouth bass,10,1SH
11624,GSF,170,green sunfish,7,1BE
11624,GSF,170,green sunfish,1,1SH
11624,BLG,173,bluegill,45,1BE
11624,BLG,173,bluegill,22,1SH
11624,PUD,175,pumpkinseed,1,1SH
11624,ORS,177,orangespotted sunfish,1,1SH
11625,GZS,20,gizzard shad,71,1BE
11625,GOF,45,goldfish,1,1BE
11625,CAP,46,common carp,12,1BE
11625,GOS,48,golden shiner,40,1BE
11625,SFS,76,spotfin shiner,5,1BE
11625,BLS,82,bluntnose minnow,11,1BE
11625,EMS,85,emerald shiner,1,1BE
11625,SPS,94,spottail shiner,3,1BE
11625,WHS,111,white sucker,1,1BE
11625,CCF,123,channel catfish,3,1BE
11625,BLT,143,blackstripe topminnow,11,1BE
11625,WHP,160,white perch,1,1BE
11625,BLC,163,black crappie,1,1BE
11625,LMB,166,largemouth bass,20,1BE
11625,GSF,170,green sunfish,1,1BE
11625,BLG,173,bluegill,10,1BE
11625,PUD,175,pumpkinseed,44,1BE
11625,YEP,180,yellow perch,1,1BE
11626,GZS,20,gizzard shad,78,1BE
11626,CAP,46,common carp,4,1BE
11626,GOS,48,golden shiner,7,1BE
11626,SFS,76,spotfin shiner,5,1BE
11626,BLS,82,bluntnose minnow,2,1BE
11626,BLT,143,blackstripe topminnow,3,1BE
11626,ROB,165,rock bass,1,1BE
11626,LMB,166,largemouth bass,20,1BE
11626,BLG,173,bluegill,1,1BE
11627,CEM,38,central mudminnow,3,1ES
11627,CAP,46,common carp,4,1ES
11627,GOS,48,golden shiner,2,1ES
11627,FHM,81,fathead minnow,2,1ES
11627,WHS,111,white sucker,11,1ES
11627,BLT,143,blackstripe topminnow,38,1ES
11627,BLC,163,black crappie,1,1ES
11627,GSF,170,green sunfish,12,1ES
11627,BLG,173,bluegill,13,1ES
11628,GOF,45,goldfish,29,1ES
11628,CAP,46,common carp,6,1ES
11628,FHM,81,fathead minnow,1,1ES
11628,WHS,111,white sucker,27,1ES
11628,GSF,170,green sunfish,7,1ES
11628,BLG,173,bluegill,21,1ES
11629,GZS,20,gizzard shad,1,1SH
11629,GOF,45,goldfish,19,1BE
11629,CAP,46,common carp,26,1BE
11629,CAP,46,common carp,1,1SH
11629,GOS,48,golden shiner,3,1BE
11629,GOS,48,golden shiner,5,1SH
11629,FHM,81,fathead minnow,1,1SH
11629,BLS,82,bluntnose minnow,1,1BE
11629,WHS,111,white sucker,55,1BE
11629,WHS,111,white sucker,3,1SH
11629,YEB,125,yellow bullhead,2,1BE
11629,BLB,126,black bullhead,1,1BE
11629,BLT,143,blackstripe topminnow,2,1BE
11629,BLT,143,blackstripe topminnow,1,1SH
11629,LMB,166,largemouth bass,4,1BE
11629,GSF,170,green sunfish,26,1BE
11629,BLG,173,bluegill,12,1BE
11630,GZS,20,gizzard shad,13,1BE
11630,GOF,45,goldfish,1,1BE
11630,CAP,46,common carp,18,1BE
11630,SFS,76,spotfin shiner,1,2BE
11630,FHM,81,fathead minnow,1,1BE
11630,BLS,82,bluntnose minnow,1,1BE
11630,EMS,85,emerald shiner,2,2BE
11630,WHS,111,white sucker,1,1BE
11630,WHS,111,white sucker,1,2BE
11630,CCF,123,channel catfish,4,2BE
11630,YEB,125,yellow bullhead,1,1BE
11630,YLB,159,yellow bass,1,2BE
11630,WHP,160,white perch,10,2BE
11630,LMB,166,largemouth bass,16,1BE
11630,LMB,166,largemouth bass,16,2BE
11630,GSF,170,green sunfish,1,1BE
11630,BLG,173,bluegill,10,1BE
11630,BLG,173,bluegill,2,2BE
11630,PUD,175,pumpkinseed,14,1BE
11630,PUD,175,pumpkinseed,1,2BE
11631,GZS,20,gizzard shad,3,1BE
11631,CAP,46,common carp,8,1BE
11631,GOS,48,golden shiner,1,1BE
11631,BLS,82,bluntnose minnow,1,1BE
11631,LMB,166,largemouth bass,7,1BE
11631,BLG,173,bluegill,1,1BE
11631,PUD,175,pumpkinseed,1,1BE
11632,GRP,39,grass pickerel,7,1ES
11632,YEB,125,yellow bullhead,4,1ES
11632,LMB,166,largemouth bass,2,1ES
11632,GSF,170,green sunfish,3,1ES
11632,BLG,173,bluegill,5,1ES
11632,ROG,208,round goby,2,1ES
11633,GOF,45,goldfish,3,1ES
11633,CAP,46,common carp,1,1ES
11633,GOS,48,golden shiner,2,1ES
11633,CRC,50,creek chub,90,1ES
11633,COS,54,central stoneroller,11,1ES
11633,FHM,81,fathead minnow,17,1ES
11633,BLS,82,bluntnose minnow,5,1ES
11633,BMS,91,bigmouth shiner,7,1ES
11633,SAS,95,sand shiner,17,1ES
11633,WHS,111,white sucker,29,1ES
11633,YEB,125,yellow bullhead,1,1ES
11633,LMB,166,largemouth bass,2,1ES
11633,GSF,170,green sunfish,13,1ES
11633,JOD,191,johnny darter,26,1ES
11634,CRC,50,creek chub,83,1ES
11634,FHM,81,fathead minnow,7,1ES
11634,BLS,82,bluntnose minnow,3,1ES
11634,BMS,91,bigmouth shiner,2,1ES
11634,WHS,111,white sucker,29,1ES
11634,LMB,166,largemouth bass,1,1ES
11634,GSF,170,green sunfish,59,1ES
11635,CEM,38,central mudminnow,1,1ES
11635,CAP,46,common carp,1,1ES
11635,CRC,50,creek chub,8,1ES
11635,COS,54,central stoneroller,7,1ES
11635,FHM,81,fathead minnow,1,1ES
11635,BLS,82,bluntnose minnow,26,1ES
11635,WHS,111,white sucker,17,1ES
11635,LMB,166,largemouth bass,6,1ES
11635,SMB,168,smallmouth bass,3,1ES
11635,GSF,170,green sunfish,8,1ES
11635,BLG,173,bluegill,7,1ES
11635,JOD,191,johnny darter,10,1ES
11636,GZS,20,gizzard shad,29,1ES
11636,CAP,46,common carp,7,1ES
11636,CRC,50,creek chub,55,1ES
11636,HOC,52,hornyhead chub,35,1ES
11636,COS,54,central stoneroller,21,1ES
11636,SUM,56,suckermouth minnow,11,1ES
11636,STS,70,striped shiner,44,1ES
11636,RDS,72,redfin shiner,4,1ES
11636,SFS,76,spotfin shiner,57,1ES
11636,BLS,82,bluntnose minnow,61,1ES
11636,EMS,85,emerald shiner,14,1ES
11636,BMS,91,bigmouth shiner,5,1ES
11636,SAS,95,sand shiner,33,1ES
11636,ULL,107,quillback,5,1ES
11636,WHS,111,white sucker,29,1ES
11636,SDS,113,spotted sucker,1,1ES
11636,SHR,119,shorthead redhorse,3,1ES
11636,BLR,120,black redhorse,7,1ES
11636,GOR,121,golden redhorse,19,1ES
11636,CCF,123,channel catfish,4,1ES
11636,YEB,125,yellow bullhead,2,1ES
11636,BLT,143,blackstripe topminnow,7,1ES
11636,BRS,146,brook silverside,9,1ES
11636,ROB,165,rock bass,2,1ES
11636,LMB,166,largemouth bass,15,1ES
11636,SMB,168,smallmouth bass,1,1ES
11636,GSF,170,green sunfish,12,1ES
11636,BLG,173,bluegill,46,1ES
11636,LOS,176,longear sunfish,15,1ES
11636,ORS,177,orangespotted sunfish,6,1ES
11636,BLD,181,blackside darter,2,1ES
11636,LOP,187,logperch,1,1ES
11636,JOD,191,johnny darter,13,1ES
11636,BAD,195,banded darter,3,1ES
11636,ORD,199,orangethroat darter,34,1ES
11636,FAD,202,fantail darter,1,1ES
11636,FRD,207,freshwater drum,2,1ES
11637,NOP,40,northern pike,1,1ES
11637,CRC,50,creek chub,8,1ES
11637,HOC,52,hornyhead chub,7,1ES
11637,COS,54,central stoneroller,145,1ES
11637,STS,70,striped shiner,42,1ES
11637,RDS,72,redfin shiner,36,1ES
11637,SFS,76,spotfin shiner,16,1ES
11637,RES,79,red shiner,1,1ES
11637,BLS,82,bluntnose minnow,25,1ES
11637,WHS,111,white sucker,3,1ES
11637,NHS,116,northern hog sucker,2,1ES
11637,BLR,120,black redhorse,9,1ES
11637,GOR,121,golden redhorse,18,1ES
11637,YEB,125,yellow bullhead,3,1ES
11637,SLM,132,slender madtom,8,1ES
11637,BLT,143,blackstripe topminnow,33,1ES
11637,BRS,146,brook silverside,2,1ES
11637,ROB,165,rock bass,22,1ES
11637,LMB,166,largemouth bass,7,1ES
11637,SMB,168,smallmouth bass,33,1ES
11637,GSF,170,green sunfish,17,1ES
11637,BLG,173,bluegill,154,1ES
11637,LOS,176,longear sunfish,9,1ES
11637,ORS,177,orangespotted sunfish,14,1ES
11637,BLD,181,blackside darter,11,1ES
11637,JOD,191,johnny darter,8,1ES
11637,BAD,195,banded darter,35,1ES
11637,ORD,199,orangethroat darter,28,1ES
11637,FAD,202,fantail darter,10,1ES
11637,FRD,207,freshwater drum,3,1ES
11638,HOC,52,hornyhead chub,7,1BE
11638,COS,54,central stoneroller,4,1BE
11638,STS,70,striped shiner,50,1BE
11638,RDS,72,redfin shiner,9,1BE
11638,RES,79,red shiner,6,1BE
11638,BLS,82,bluntnose minnow,30,1BE
11638,WHS,111,white sucker,45,1BE
11638,BLR,120,black redhorse,2,1BE
11638,GOR,121,golden redhorse,24,1BE
11638,YEB,125,yellow bullhead,4,1BE
11638,BLB,126,black bullhead,3,1BE
11638,ROB,165,rock bass,4,1BE
11638,LMB,166,largemouth bass,6,1BE
11638,SMB,168,smallmouth bass,8,1BE
11638,GSF,170,green sunfish,13,1BE
11638,BLG,173,bluegill,9,1BE
11638,ORS,177,orangespotted sunfish,50,1BE
11638,BLD,181,blackside darter,11,1BE
11639,NOP,40,northern pike,4,1ES
11639,CRC,50,creek chub,21,1ES
11639,HOC,52,hornyhead chub,23,1ES
11639,COS,54,central stoneroller,50,1ES
11639,STS,70,striped shiner,89,1ES
11639,RDS,72,redfin shiner,45,1ES
11639,BLS,82,bluntnose minnow,57,1ES
11639,WHS,111,white sucker,25,1ES
11639,GOR,121,golden redhorse,5,1ES
11639,YEB,125,yellow bullhead,5,1ES
11639,TPM,130,tadpole madtom,2,1ES
11639,GSF,170,green sunfish,19,1ES
11639,ORS,177,orangespotted sunfish,41,1ES
11639,BLD,181,blackside darter,20,1ES
11639,JOD,191,johnny darter,13,1ES
11639,ORD,199,orangethroat darter,14,1ES
11639,FAD,202,fantail darter,6,1ES
11640,NOP,40,northern pike,3,1BE
11640,CAP,46,common carp,4,1BE
11640,STS,70,striped shiner,55,1BE
11640,RDS,72,redfin shiner,24,1BE
11640,RES,79,red shiner,7,1BE
11640,BLS,82,bluntnose minnow,46,1BE
11640,WHS,111,white sucker,23,1BE
11640,YEB,125,yellow bullhead,4,1BE
11640,BLB,126,black bullhead,2,1BE
11640,GSF,170,green sunfish,15,1BE
11640,BLG,173,bluegill,7,1BE
11640,ORS,177,orangespotted sunfish,55,1BE
11640,BLD,181,blackside darter,7,1BE
11640,JOD,191,johnny darter,1,1BE
11640,ORD,199,orangethroat darter,1,1BE
11641,NOP,40,northern pike,1,1ES
11641,CAP,46,common carp,1,1ES
11641,STS,70,striped shiner,8,1ES
11641,BLS,82,bluntnose minnow,15,1ES
11641,WHS,111,white sucker,16,1ES
11641,GOR,121,golden redhorse,2,1ES
11641,BLB,126,black bullhead,1,1ES
11641,TPM,130,tadpole madtom,1,1ES
11641,GSF,170,green sunfish,12,1ES
11641,BLG,173,bluegill,25,1ES
11641,ORS,177,orangespotted sunfish,7,1ES
11641,BLD,181,blackside darter,1,1ES
11641,JOD,191,johnny darter,8,1ES
11641,ORD,199,orangethroat darter,4,1ES
11642,CAP,46,common carp,1,1ES
11642,HOC,52,hornyhead chub,1,1ES
11642,RDS,72,redfin shiner,16,1ES
11642,RES,79,red shiner,2,1ES
11642,BLS,82,bluntnose minnow,16,1ES
11642,WHS,111,white sucker,59,1ES
11642,YEB,125,yellow bullhead,7,1ES
11642,BLB,126,black bullhead,8,1ES
11642,GSF,170,green sunfish,19,1ES
11642,ORS,177,orangespotted sunfish,176,1ES
11642,BLD,181,blackside darter,4,1ES
11642,JOD,191,johnny darter,3,1ES
11643,NOP,40,northern pike,1,1PE
11643,CAP,46,common carp,4,1PE
11643,COS,54,central stoneroller,1,1PE
11643,BLS,82,bluntnose minnow,9,1PE
11643,WHS,111,white sucker,6,1PE
11643,BLB,126,black bullhead,42,1PE
11643,GSF,170,green sunfish,8,1PE
11643,ORS,177,orangespotted sunfish,4,1PE
11644,CRC,50,creek chub,50,1PE
11644,HOC,52,hornyhead chub,13,1PE
11644,COS,54,central stoneroller,20,1PE
11644,STS,70,striped shiner,4,1PE
11644,SFS,76,spotfin shiner,8,1PE
11644,BLS,82,bluntnose minnow,5,1PE
11644,EMS,85,emerald shiner,2,1PE
11644,SAS,95,sand shiner,1,1PE
11644,WHS,111,white sucker,41,1PE
11644,NHS,116,northern hog sucker,2,1PE
11644,LMB,166,largemouth bass,1,1PE
11644,GSF,170,green sunfish,19,1PE
11644,BLG,173,bluegill,7,1PE
11644,BLD,181,blackside darter,2,1PE
11644,JOD,191,johnny darter,2,1PE
11644,ORD,199,orangethroat darter,6,1PE
11644,FAD,202,fantail darter,3,1PE
11645,SRD,49,southern redbelly dace,58,1PE
11645,CRC,50,creek chub,72,1PE
11645,HOC,52,hornyhead chub,36,1PE
11645,COS,54,central stoneroller,41,1PE
11645,STS,70,striped shiner,2,1PE
11645,BLS,82,bluntnose minnow,38,1PE
11645,WHS,111,white sucker,48,1PE
11645,GSF,170,green sunfish,1,1PE
11645,ORD,199,orangethroat darter,27,1PE
11646,HOC,52,hornyhead chub,6,1PE
11646,STS,70,striped shiner,4,1PE
11646,BLS,82,bluntnose minnow,10,1PE
11646,WHS,111,white sucker,4,1PE
11646,BLT,143,blackstripe topminnow,16,1PE
11646,LMB,166,largemouth bass,10,1PE
11646,GSF,170,green sunfish,3,1PE
11646,BLG,173,bluegill,28,1PE
11646,ORS,177,orangespotted sunfish,2,1PE
11646,YEP,180,yellow perch,104,1PE
11661,NOP,40,northern pike,1,2BE
11661,CAP,46,common carp,7,1BE
11661,CAP,46,common carp,11,2BE
11661,GOS,48,golden shiner,4,2BE
11661,SFS,76,spotfin shiner,2,1BE
11661,SFS,76,spotfin shiner,1,2BE
11661,BLS,82,bluntnose minnow,3,1BE
11661,BLS,82,bluntnose minnow,1,2BE
11661,EMS,85,emerald shiner,2,1BE
11661,EMS,85,emerald shiner,4,2BE
11661,ULL,107,quillback,1,1BE
11661,GOR,121,golden redhorse,1,1BE
11661,CCF,123,channel catfish,5,1BE
11661,CCF,123,channel catfish,2,2BE
11661,BLT,143,blackstripe topminnow,3,1BE
11661,BLT,143,blackstripe topminnow,1,2BE
11661,WHB,158,white bass,1,1BE
11661,BLC,163,black crappie,1,1BE
11661,LMB,166,largemouth bass,9,1BE
11661,LMB,166,largemouth bass,39,2BE
11661,SMB,168,smallmouth bass,3,1BE
11661,SMB,168,smallmouth bass,1,2BE
11661,GSF,170,green sunfish,2,2BE
11661,BLG,173,bluegill,25,1BE
11661,BLG,173,bluegill,45,2BE
11661,PUD,175,pumpkinseed,1,2BE
11661,ORS,177,orangespotted sunfish,1,1BE
11661,ORS,177,orangespotted sunfish,5,2BE
11661,FRD,207,freshwater drum,31,1BE
11661,FRD,207,freshwater drum,21,2BE
11662,CAP,46,common carp,7,1BE
11662,CAP,46,common carp,6,2BE
11662,GOS,48,golden shiner,1,1BE
11662,SFS,76,spotfin shiner,7,2BE
11662,BUM,83,bullhead minnow,2,2BE
11662,EMS,85,emerald shiner,5,1BE
11662,EMS,85,emerald shiner,4,2BE
11662,WHS,111,white sucker,6,1BE
11662,NHS,116,northern hog sucker,1,1BE
11662,SHR,119,shorthead redhorse,1,1BE
11662,GOR,121,golden redhorse,13,1BE
11662,GOR,121,golden redhorse,1,2BE
11662,CCF,123,channel catfish,37,1BE
11662,CCF,123,channel catfish,9,2BE
11662,BRS,146,brook silverside,11,1BE
11662,WHB,158,white bass,3,1BE
11662,WHB,158,white bass,5,2BE
11662,YLB,159,yellow bass,2,2BE
11662,BLC,163,black crappie,1,1BE
11662,BLC,163,black crappie,1,2BE
11662,LMB,166,largemouth bass,13,1BE
11662,LMB,166,largemouth bass,7,2BE
11662,SMB,168,smallmouth bass,1,1BE
11662,GSF,170,green sunfish,6,2BE
11662,BLG,173,bluegill,28,1BE
11662,BLG,173,bluegill,37,2BE
11662,PUD,175,pumpkinseed,1,1BE
11662,WAE,178,walleye,15,1BE
11662,LOP,187,logperch,1,1BE
11662,LOP,187,logperch,1,2BE
11662,JOD,191,johnny darter,1,1BE
11662,FRD,207,freshwater drum,12,1BE
11662,FRD,207,freshwater drum,24,2BE
11663,BOW,15,bowfin,2,1BE
11663,BOW,15,bowfin,2,2BE
11663,GRP,39,grass pickerel,3,1BE
11663,NOP,40,northern pike,1,2BE
11663,MUE,41,muskellunge,1,2BE
11663,CAP,46,common carp,20,1BE
11663,CAP,46,common carp,21,2BE
11663,GOS,48,golden shiner,6,1BE
11663,GOS,48,golden shiner,6,2BE
11663,SFS,76,spotfin shiner,10,1BE
11663,SFS,76,spotfin shiner,8,2BE
11663,FHM,81,fathead minnow,1,1BE
11663,EMS,85,emerald shiner,41,1BE
11663,SPS,94,spottail shiner,2,1BE
11663,SPS,94,spottail shiner,2,2BE
11663,SAS,95,sand shiner,3,1BE
