FieldNum,WBName,Location,LAT8xDD,LON8xDD,County,State,DrainSqMi,Gradient,HUC8,HUC8_name,HUC10,HUC11,HUC12,Group_ID,Group_name,Basin,Reference,EcoLevel3,EcoLevel3Name,EcoLevel4,Province,Section,Subsection,PhysioProv,PhysioSect,DNRFisheries_area,Comments,FishRegion,FishClass,FishClassName,InvertClass,InvertClassName,AgPercent,RangePercent,AgRangePercent,UrbanPercent,ForestPercent,WetlandPercent,WaterPercent,MiningPercent,DisturbedPercent,TotalPercent,LUSource,TotalScore_Combined
00UM031,Mike Drew Brook,"Downstream of 200th St., 5 mi. N of Milaca.",45.83504802,-93.61942742,Mille Lacs,MN,10.69823444,0.872375429,07010207,Rum River,0701020702,07010207020,070102070206,0701020702-01,Upper Rum River,UM,TRUE,51,NCHF,51k,212,212K,212Kb,12,12b,Little Falls Area,Low Gradient fish class based on secondary criteria,North,7,Low Gradient,4,Northern Forest Streams GP,6.2,29,35.2,2.2,48.8,13.8,0,0,37.4,100,nlcd2001,71.18032355
00UM032,Rum River,"Upstream of CR 16, 7 mi. N of Milaca",45.86849167,-93.69053218,Mille Lacs,MN,569.9965609,1.528015137,07010207,Rum River,0701020702,07010207020,070102070204,0701020702-03,Headwaters Rum River,UM,TRUE,50,NLF,50b,212,212K,212Kb,12,12b,Little Falls Area,,North,4,Northern Rivers,1,Northern Forest Rivers,1.5,9.8,11.3,2.8,37.6,10.9,37.5,0,14.1,100.1,nlcd2001,70.09582621
00UM033,Bradbury Brook,"Upstream of Hwy 169, 5 mi. S of Onamia",45.99742054,-93.66522157,Mille Lacs,MN,50.47320468,1.775512457,07010207,Rum River,0701020702,07010207030,070102070203,0701020702-04,Bradbury Brook,UM,TRUE,50,NLF,50b,212,212K,212Kb,12,12b,Little Falls Area,,North,5,Northern Streams,3,Northern Forest Streams RR,0.8,11,11.8,1.6,64.3,22.3,0.1,0,13.4,100.1,nlcd2001,73.96578193
00UM034,"Watab River, South Fork","Upstream of CR 50, 8 mi. S of Avon",45.54329236,-94.445263,Stearns,MN,3.454417403,5.036018848,07010201,Mississippi River - Sartell,0701020106,07010201680,070102010601,0701020106-01,Watab River,UM,TRUE,51,NCHF,51k,222,222M,222Ma,12,12b,Montrose Area,,North,6,Northern Headwaters,5,Southern Streams RR,2.8,27.6,30.4,5.6,46.6,2.9,14.6,0,36,100.1,nlcd2001,68.84924142
00UM035,County Ditch 12,Upstream of CR 4,45.62373109,-94.3002826,Stearns,MN,15.41231014,1.124045134,07010201,Mississippi River - Sartell,0701020106,07010201680,070102010603,0701020106-01,Watab River,UM,FALSE,51,NCHF,51h,222,222M,222Ma,12,12b,Montrose Area,,North,6,Northern Headwaters,5,Southern Streams RR,18,37.9,55.9,3.3,24.3,16.3,0.2,0,59.2,100,nlcd2001,57.39827818
00UM053,"Crow River, South Fork","Upstream of Hwy 7, in Cosmos",44.93333795,-94.67449706,Meeker,MN,234.0219238,0.161682129,07010205,South Fork Crow River,0701020502,07010205030,070102050205,0701020502-01,Upper South Fork Crow River,UM,FALSE,47,WCBP,47b,251,251B,251Ba,12,12b,Hutchinson Area,,North,5,Northern Streams,7,,74.7,7.1,81.8,5.4,2.7,2.9,7.1,0,87.2,99.9,nlcd2001,29.28919167
00UM054,Judicial Ditch 29,"Upstream of Hwy 4, 2.5 mi. S of Cosmos",44.8985471,-94.69691793,Meeker,MN,13.03616023,0.459991425,07010205,South Fork Crow River,0701020502,07010205030,070102050201,0701020502-01,Upper South Fork Crow River,UM,FALSE,47,WCBP,47b,251,251B,251Ba,12,12b,Hutchinson Area,,North,7,Low Gradient,7,,93.3,1.8,95.1,3.8,0.7,0.4,0,0,98.9,100,nlcd2001,26.2440718
00UM055,"Trib. to Crow River, South Fork","Downstream of 590th Ave., 6 mi. SW of Cedar Mills",44.89637424,-94.58438829,Meeker,MN,4.10492232,1.130005002,07010205,South Fork Crow River,0701020502,07010205030,070102050208,0701020502-01,Upper South Fork Crow River,UM,FALSE,47,WCBP,47b,251,251B,251Ba,12,12b,Hutchinson Area,,North,6,Northern Headwaters,,,88.5,5,93.5,4.1,1.4,0.9,0,0,97.6,99.9,nlcd2001,31.85706942
00UM056,"Crow River, North Fork","11.5 mi. N of Grove City on Hwy 4, 1/2 mi. E on CR",45.27839257,-94.66101841,Meeker,MN,318.3033145,0.285296559,07010204,North Fork Crow River,0701020401,07010204090,070102040108,0701020401-01,Upper North Fork Crow River,UM,FALSE,51,NCHF,51k,251,251B,251Ba,12,12b,Hutchinson Area,,North,5,Northern Streams,7,Prairie Streams GP,63.6,17.1,80.7,4.6,6.5,4.7,3.5,0,85.3,100,nlcd2001,35.51104337
00UM057,"Trib. to Crow River, North Fork",Downstream of CR 11,45.13884109,-94.45797714,Meeker,MN,5.007011403,1.088252783,07010204,North Fork Crow River,0701020403,07010204080,070102040306,0701020403-01,Middle North Fork Crow River,UM,FALSE,51,NCHF,51k,251,251B,251Ba,12,12b,Hutchinson Area,,North,6,Northern Headwaters,,,81.5,10.5,92,5.8,1.4,0.9,0,0,97.8,100.1,nlcd2001,23.31461682
00UM058,Eagle Creek,"1 mi. East of CR 19 on CR, 2 mi. NE Kingston",45.20626963,-94.29386818,Meeker,MN,19.34140153,3.566330433,07010204,North Fork Crow River,0701020406,07010204160,070102040601,0701020406-04,Lower North Fork Crow River,UM,FALSE,51,NCHF,51i,222,222M,222Ma,12,12b,Hutchinson Area,,North,6,Northern Headwaters,,,25.2,16.6,41.8,5.9,21.6,4.9,25.6,0.1,47.8,99.9,nlcd2001,54.56890802
00UM059,Coon Creek,"Downstream of Hwy 65, in Ham Lake",45.2331409,-93.23592582,Anoka,MN,35.77568547,0.407000005,07010206,Mississippi River - Twin Cities,0701020602,07010206850,070102060201,0701020602-01,Coon Creek,UM,FALSE,51,NCHF,51h,222,222M,222Mc,12,12b,East Metro Area,,North,7,Low Gradient,6,Southern Forest Streams GP,6.5,23.3,29.8,9.3,29.3,30.5,1.1,0,39.1,100,nlcd2001,55.5345749
00UM060,Rice Creek,Downstream of University Ave. (Hwy 47),45.09004468,-93.26710551,Anoka,MN,183.9445124,1.894000053,07010206,Mississippi River - Twin Cities,0701020603,07010206860,070102060306,0701020603-01,Rice Creek,UM,FALSE,51,NCHF,51h,222,222M,222Mc,12,12b,East Metro Area,,North,5,Northern Streams,6,Southern Forest Streams GP,9,20,29,30.7,16.4,14.1,9.6,0.2,59.9,100,nlcd2001,53.03334048
00UM061,Trib. to Mississippi River,"Upstream of Riverview Terrace Rd., in Fridley",45.11255134,-93.284805,Anoka,MN,4.777319229,11.56799984,07010206,Mississippi River - Twin Cities,0701020607,07010206840,070102060702,0701020607-01,City of Minneapolis-Mississippi River,UM,FALSE,51,NCHF,51h,222,222M,222Mc,12,12b,East Metro Area,,North,6,Northern Headwaters,5,Southern Streams RR,0.1,0.4,0.5,85.3,8.9,2.8,2.6,0,85.8,100.1,nlcd2001,55.03457632
00UM062,Trib. to Mississippi River,Downstream of East River Rd.,45.13062814,-93.28787069,Anoka,MN,2.730244194,6.039999962,07010206,Mississippi River - Twin Cities,0701020607,07010206830,070102060702,0701020607-01,City of Minneapolis-Mississippi River,UM,FALSE,51,NCHF,51h,222,222M,222Mc,12,12b,East Metro Area,,North,6,Northern Headwaters,5,Southern Streams RR,0.1,0.6,0.7,91.2,4.1,2,2,0,91.9,100,nlcd2001,53.90505028
00UM064,Coon Creek,"In Erlandson Nature Center by 111th Ave. NW, in Coon Rapids",45.17203817,-93.30095797,Anoka,MN,87.29269586,0.630999982,07010206,Mississippi River - Twin Cities,0701020602,07010206850,070102060203,0701020602-01,Coon Creek,UM,FALSE,51,NCHF,51h,222,222M,222Mc,12,12b,East Metro Area,,North,5,Northern Streams,5,Southern Streams RR,8.1,18.7,26.8,32.1,22.4,17.7,1.2,0,58.9,100.2,nlcd2001,58.36600026
00UM066,Rum River,"Downstream of Bridge St., in St. Francis",45.38420259,-93.35740389,Anoka,MN,1325.606153,1.243896484,07010207,Rum River,0701020707,07010207150,070102070704,0701020707-01,Lower Rum River,UM,FALSE,51,NCHF,51h,222,222M,222Mc,12,12b,East Metro Area,,North,4,Northern Rivers,1,Northern Forest Rivers,17.5,19.7,37.2,4.4,31.3,10.2,17,0,41.6,100.1,nlcd2001,59.189955
00UM067,Trott Brook,Upstream of CR 5 in Ramsey,45.2820034,-93.4415531,Anoka,MN,28.84669613,0.806793272,07010207,Rum River,0701020707,07010207180,070102070706,0701020707-02,Trott Brook,UM,FALSE,51,NCHF,51h,222,222M,222Mc,12,12b,East Metro Area,,North,6,Northern Headwaters,6,Southern Forest Streams GP,19.5,34.1,53.6,11.5,25.3,9,0.5,0.2,65.3,100.1,nlcd2001,44.94461599
00UM068,Trib. to Medicine Lake,Downstream of 26th Ave. N,45.0066387,-93.44457165,Hennepin,MN,5.359715725,6.269999981,07010206,Mississippi River - Twin Cities,0701020605,07010206890,070102060501,0701020605-01,Bassett Creek,UM,FALSE,51,NCHF,51i,222,222M,222Mb,12,12b,West Metro Area,,North,6,Northern Headwaters,5,Southern Streams RR,1.3,4.1,5.4,82.9,5.4,6.1,0.2,0,88.3,100,nlcd2001,51.38274774
00UM069,Shingle Creek,Upstream of Queen Ave. bridge,45.05064765,-93.31173715,Hennepin,MN,30.05909552,0.499000013,07010206,Mississippi River - Twin Cities,0701020604,07010206870,070102060402,0701020604-01,Shingle Creek,UM,FALSE,51,NCHF,51h,222,222M,222Mc,12,12b,West Metro Area,,North,7,Low Gradient,5,Southern Streams RR,0.7,2,2.7,79.2,5.5,3.8,4.1,4.6,86.5,99.9,nlcd2001,41.0329605
00UM070,Trib. to Crow River,Downstream of CR 144,45.20900891,-93.59284423,Hennepin,MN,4.58308565,3.326999903,07010204,North Fork Crow River,0701020407,07010204190,070102040703,0701020407-01,Crow River,UM,FALSE,51,NCHF,51i,222,222M,222Mb,12,12b,West Metro Area,,North,6,Northern Headwaters,,,26.9,13.6,40.5,49.2,4.5,3.8,2,0,89.7,100,nlcd2001,42.89860907
00UM071,Battle Creek,N. of Pigs Eye Lake @ St. Paul Landfill,44.92873984,-93.03657195,Ramsey,MN,77.90421864,0.560000002,07010206,Mississippi River - Twin Cities,0701020608,07010206910,070102060805,0701020608-01,City of Saint Paul-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,South,2,Southern Streams,6,Southern Forest Streams GP,1,4.2,5.2,67.2,15,4.8,7.9,0,72.4,100.1,nlcd2001,44.07902699
99UM071,Trout Brook,Downstream of Wheelock Parkway,44.98888875,-93.10055749,Ramsey,MN,3.175381373,11.37228584,07010206,Mississippi River - Twin Cities,0701020608,07010206910,070102060802,0701020608-01,City of Saint Paul-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,South,3,Southern Headwaters,,,0,0.3,0.3,81.3,13.8,0.7,3.8,0,81.6,99.9,nlcd2001,
99UM072,Phalen Creek,downstream of Swede Hollow Park,44.9597229,-93.07666999,Ramsey,MN,1.494215354,13.58591461,07010206,Mississippi River - Twin Cities,0701020608,07010206910,070102060802,0701020608-01,City of Saint Paul-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,South,3,Southern Headwaters,,,0,0.1,0.1,98.2,1.5,0.2,0,0,98.3,100,nlcd2001,
99UM073,Fish Creek,upstream of CR 161,44.89944377,-92.99305916,Ramsey,MN,4.160173538,16.44989014,07010206,Mississippi River - Twin Cities,0701020608,07010206910,070102060805,0701020608-01,City of Saint Paul-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,South,3,Southern Headwaters,,,3.5,9.3,12.8,70.9,13.5,0.9,2,0,83.7,100.1,nlcd2001,63.70648977
99UM074,Fish Creek,upstream of Hwy. 61,44.8978,-93.00643,Ramsey,MN,4.566739111,30.48217773,07010206,Mississippi River - Twin Cities,0701020608,07010206910,070102060805,0701020608-01,City of Saint Paul-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,South,3,Southern Headwaters,5,,3.2,10.2,13.4,68.2,15.9,0.8,1.8,0,81.6,100.1,nlcd2001,
99UM075,Battle Creek,between RR yard and Hwy. 61,44.93722067,-93.03361161,Ramsey,MN,12.23531998,3.443134069,07010206,Mississippi River - Twin Cities,0701020608,07010206910,070102060805,0701020608-01,City of Saint Paul-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,South,3,Southern Headwaters,5,,0.8,6.1,6.9,72.8,13.6,3.4,3.3,0,79.7,100,nlcd2001,
99UM076,Battle Creek,upstream of Roth St.,44.94277905,-93.01361325,Ramsey,MN,9.698847614,9.78763485,07010206,Mississippi River - Twin Cities,0701020608,07010206910,070102060804,0701020608-01,City of Saint Paul-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,South,3,Southern Headwaters,,,0.9,6.9,7.8,72.7,12.3,3.9,3.3,0,80.5,100,nlcd2001,59.31555748
99UM077,Trib. to Pickerel Lake,upstream of Hwy 13,44.91000021,-93.12299435,Dakota,MN,1.01954136,39.65522766,07010206,Mississippi River - Twin Cities,0701020608,07010206910,070102060805,0701020608-01,City of Saint Paul-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,South,3,Southern Headwaters,,,0,0.6,0.6,84.8,14.4,0.3,0,0,85.4,100.1,nlcd2001,
99UM078,Valley Creek,upstream of Marie St.,44.8905582,-93.12889223,Dakota,MN,4.84369019,6.001358509,07010206,Mississippi River - Twin Cities,0701020608,07010206910,070102060805,0701020608-01,City of Saint Paul-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,South,3,Southern Headwaters,,,2,2.7,4.7,66.1,20.8,1.1,7.1,0,70.8,99.8,nlcd2001,41.05967586
99UM079,Valley Creek,upstream of CR 45,44.90139064,-93.1341729,Dakota,MN,6.841073877,30.33620644,07010206,Mississippi River - Twin Cities,0701020608,07010206910,070102060805,0701020608-01,City of Saint Paul-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,South,3,Southern Headwaters,,,1.4,2.1,3.5,66,24.1,1.1,5.2,0,69.5,99.9,nlcd2001,
99UM080,Willow Creek,"downstream of CR ""D""",45.03444807,-93.04166664,Ramsey,MN,4.403417898,4.419537067,07010206,Mississippi River - Twin Cities,0701020608,07010206910,070102060803,0701020608-02,Lake Phalen,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,South,3,Southern Headwaters,,,0.1,1.5,1.6,85.6,7.5,3,2.3,0,87.2,100,nlcd2001,34.70350987
99UM081,Rush Creek,"Adjacent to Fenbrook Ln, in Elm Creek Park Reserve Group Camp, Maple Grove",45.14861141,-93.45917071,Hennepin,MN,49.75042144,1.163971901,07010206,Mississippi River - Twin Cities,0701020601,07010206820,070102060102,0701020601-01,Elm Creek,UM,FALSE,51,NCHF,51i,222,222M,222Mb,12,12b,West Metro Area,,North,6,Northern Headwaters,6,Southern Forest Streams GP,37.4,33.6,71,10.3,9.4,8.5,0.7,0,81.3,99.9,nlcd2001,58.82356204
99UM082,Elm Creek,upstream of USGS gauge,45.16222446,-93.43555007,Hennepin,MN,85.38328772,0.486057729,07010206,Mississippi River - Twin Cities,0701020601,07010206820,070102060104,0701020601-01,Elm Creek,UM,FALSE,51,NCHF,51i,222,222M,222Mb,12,12b,West Metro Area,,North,5,Northern Streams,,,27.5,28.1,55.6,21.7,11.9,7.9,2.5,0.4,77.7,100,nlcd2001,58.6677123
99UM083,Kaposia Creek,"upstream of Hwy 156, south St. Paul",44.91233106,-93.05427223,Dakota,MN,1.438964135,24.5984993,07010206,Mississippi River - Twin Cities,0701020608,07010206910,070102060805,0701020608-01,City of Saint Paul-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,South,3,Southern Headwaters,,,0,1,1,82.1,15.6,0.1,1.2,0,83.1,100,nlcd2001,
99UM084,Trib. to Tanners Lake,Upstream of 7th,44.96116969,-92.98299702,Washington,MN,1.884101313,10.8907299,07010206,Mississippi River - Twin Cities,0701020608,07010206910,070102060804,0701020608-01,City of Saint Paul-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,South,3,Southern Headwaters,,,0,1,1,86.6,5.1,6,1.4,0,87.6,100.1,nlcd2001,
99UM085,Diamond Creek,Elm Creek Park Reserve,45.1983339,-93.47305353,Hennepin,MN,8.789461199,1.730088115,07010206,Mississippi River - Twin Cities,0701020601,07010206820,070102060104,0701020601-01,Elm Creek,UM,FALSE,51,NCHF,51i,222,222M,222Mb,12,12b,West Metro Area,,North,6,Northern Headwaters,,,35.1,15.7,50.8,16.9,10.5,10.8,11,0,67.7,100,nlcd2001,45.94498758
99UM086,Trib. to Mississippi River,Coon Rapids Dam County Reserve,45.1339712,-93.31061379,Hennepin,MN,0.547348187,4.103503227,07010206,Mississippi River - Twin Cities,0701020607,07010206830,070102060702,0701020607-01,City of Minneapolis-Mississippi River,UM,FALSE,51,NCHF,51h,222,222M,222Mc,12,12b,West Metro Area,,North,6,Northern Headwaters,,,11.7,6.2,17.9,57.2,11.3,13.6,0,0,75.1,100,nlcd2001,
99UM087,Trib. to Little Lake Johanna,Upstream of Lydia Ave,45.03116866,-93.17055433,Ramsey,MN,2.517926617,5.759147644,07010206,Mississippi River - Twin Cities,0701020603,07010206860,070102060306,0701020603-01,Rice Creek,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,North,6,Northern Headwaters,,,0,0,0,95.7,2.7,0.5,1.1,0,95.7,100,nlcd2001,
99UM088,Trib. to Gervais Lake,Spooner Park in Little Canada,45.02246999,-93.08439479,Ramsey,MN,35.84170894,3.412927151,07010206,Mississippi River - Twin Cities,0701020608,07010206910,070102060801,0701020608-02,Lake Phalen,UM,FALSE,51,NCHF,51a,222,222M,222Mc,12,12b,East Metro Area,changed from north to south FishRegion based on updated HUC linework (Jan 2012),South,2,Southern Streams,,,1.9,6,7.9,52.6,20.1,7.3,12.2,0,60.5,100.1,nlcd2001,
99UM089,Trib. to Willow Creek,"Downstream of Hazelwood Ave, in Maplewood",45.02775211,-93.03752353,Ramsey,MN,5.771146185,3.656057119,07010206,Mississippi River - Twin Cities,0701020608,07010206910,070102060803,0701020608-02,Lake Phalen,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,South,3,Southern Headwaters,,,0,0.4,0.4,90,7.2,1,1.4,0,90.4,100,nlcd2001,
99UM090,Trib. to Mississippi River,"upstream of mouth, public water access on Hillary Path",44.78541749,-92.89319789,Washington,MN,32.14508965,5.837962151,07010206,Mississippi River - Twin Cities,0701020609,07010206920,070102060902,0701020609-01,Lock and Dam No 2-Mississippi River,UM,FALSE,47,WCBP,47g,222,222M,222Md,12,12b,East Metro Area,,South,2,Southern Streams,,,32.8,18,50.8,36.4,10.1,0.7,1.9,0,87.2,99.9,nlcd2001,
96MN003,Minnesota River,"near Jordan, reach 3",44.6944444,-93.66805418,Scott,MN,16271.62887,0.046074811,07020012,Lower Minnesota River,0702001209,07020012260,070200120902,0702001209-01,City of Belle Plain-Minnesota River,MN,FALSE,51,NCHF,51i,222,222M,222Mb,12,12b,West Metro Area,,South,1,Southern Rivers,2,Prairie Forest Rivers,74,9.8,83.8,5.7,2.6,4.9,2.9,0.1,89.6,100,nlcd2001,45.50165983
96MN004,Ninemile Creek,"near James Circle at Bloomington, MN, reach 1",44.80666467,-93.30194776,Hennepin,MN,45.74939921,3.482632637,07020012,Lower Minnesota River,0702001211,07020012400,070200121108,0702001211-02,Ninemile Creek,MN,FALSE,51,NCHF,51a,222,222M,222Mc,12,12b,West Metro Area,,South,2,Southern Streams,,,0.1,0.9,1,76.9,13.8,3.4,4.9,0,77.9,100,nlcd2001,52.04543638
96MN005,Ninemile Creek,"near James Circle in Bloomington, MN, reach 2",44.80861062,-93.30138885,Hennepin,MN,45.70283529,3.482632637,07020012,Lower Minnesota River,0702001211,07020012400,070200121108,0702001211-02,Ninemile Creek,MN,FALSE,51,NCHF,51a,222,222M,222Mc,12,12b,West Metro Area,,South,2,Southern Streams,,,0.1,0.9,1,76.9,13.7,3.4,4.9,0,77.9,99.9,nlcd2001,52.03058413
96MN006,Ninemile Creek,"near James Circle at Bloomington, MN, reach 3",44.80972398,-93.30249486,Hennepin,MN,45.68198578,5.952252865,07020012,Lower Minnesota River,0702001211,07020012400,070200121108,0702001211-02,Ninemile Creek,MN,FALSE,51,NCHF,51a,222,222M,222Mc,12,12b,West Metro Area,,South,2,Southern Streams,,,0.1,0.9,1,76.9,13.7,3.4,4.9,0,77.9,99.9,nlcd2001,53.52183475
96LM001,Mississippi River,"at Red Wing, MN, reach 1",44.57360973,-92.55250578,Goodhue,MN,46850.95594,0.001,07040001,Mississippi River - Lake Pepin,0704000104,07040001110,070400010403,0704000104-01,City of Red Wing-Mississippi River,LM,FALSE,52,DA,52b,222,222L,222Lc,12,12c,Lake City Area,,South,1,Southern Rivers,2,Prairie Forest Rivers,39.3,14.4,53.7,6.4,25.7,8.9,5.3,0.1,60.2,100.1,nlcd2001,48.17900794
96LM002,Mississippi River,"at Red Wing, MN, reach 2",44.58666531,-92.55527789,Goodhue,MN,46811.51685,0.001,07040001,Mississippi River - Lake Pepin,0704000104,07040002990,070400010403,0704000104-01,City of Red Wing-Mississippi River,LM,FALSE,52,DA,52b,222,222L,222Lc,12,12c,Lake City Area,,South,1,Southern Rivers,2,Prairie Forest Rivers,39.3,14.4,53.7,6.4,25.7,8.9,5.3,0.1,60.2,100.1,nlcd2001,46.67962768
96LM003,Mississippi River,"at Red Wing, MN, reach 3",44.59055417,-92.54833167,Goodhue,MN,45321.74383,0.019989014,07040001,Mississippi River - Lake Pepin,0704000104,07040002990,070400010403,0704000104-01,City of Red Wing-Mississippi River,LM,FALSE,52,DA,52b,222,222L,222Lc,12,12c,Lake City Area,,South,1,Southern Rivers,,,38.6,14.3,52.9,6.3,26.2,9.1,5.4,0.1,59.3,100,nlcd2001,47.95772533
96UM014,Mississippi River,"below lock and dam #2 at Hastings, MN, reach 1",44.7472233,-92.85472658,Dakota,MN,37117.7504,0.001,07010206,Mississippi River - Twin Cities,0701020609,07010206910,070102060903,0701020609-01,Lock and Dam No 2-Mississippi River,UM,FALSE,47,WCBP,47g,222,222M,222Md,12,12b,Lake City Area,formerly site 96LM004,South,1,Southern Rivers,2,Prairie Forest Rivers,44.5,13.3,57.8,6.6,21.2,8.5,5.8,0.1,64.5,100,nlcd2001,
99UM091,Trib. to Mississippi River,"upstream of mouth, public water access on Hilary Path",44.75047421,-92.95150122,Dakota,MN,1.119966531,14.45890522,07010206,Mississippi River - Twin Cities,0701020609,07010206910,070102060903,0701020609-01,Lock and Dam No 2-Mississippi River,UM,FALSE,47,WCBP,47g,222,222M,222Md,12,12b,East Metro Area,,South,3,Southern Headwaters,,,15.7,25.3,41,13.3,45.6,0,0,0,54.3,99.9,nlcd2001,
99UM092,Trib. to Mississippi River,"downstream of Cottage Grove Ravine Regional Park, upstream of Frontage Rd. along Hwy 61",44.80125134,-92.90199437,Washington,MN,30.58728328,1.96782279,07010206,Mississippi River - Twin Cities,0701020609,07010206920,070102060902,0701020609-01,Lock and Dam No 2-Mississippi River,UM,FALSE,47,WCBP,47g,222,222M,222Md,12,12b,East Metro Area,,South,2,Southern Streams,,,33,18.1,51.1,36.5,9.7,0.8,2,0,87.6,100.1,nlcd2001,53.14716296
99UM093,Sarita Creek,south of Commonwealth Ave. at U of MN St. Paul campus,44.97916686,-93.18077503,Ramsey,MN,1.173132799,,07010206,Mississippi River - Twin Cities,0701020607,07010206880,070102060703,0701020607-01,City of Minneapolis-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,Sinuosity and gradient cannot be calculated for this site.,South,,,,,0.2,0,0.2,98.1,1.5,0.3,0,0,98.3,100.1,nlcd2001,
99UM094,Trib. to Vadnais Lake,upstream of Koehler Road,45.0544744,-93.08055567,Ramsey,MN,7.48567143,1.707821965,07010206,Mississippi River - Twin Cities,0701020608,07010206910,070102060801,0701020608-02,Lake Phalen,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,changed from north to south FishRegion based on updated HUC linework (Jan 2012),South,3,Southern Headwaters,,,0,4,4,68.3,14.7,9.2,3.8,0,72.3,100,nlcd2001,37.19376202
99UM095,Trib. to Mississippi River,East River Road @ St. Thomas University (Seminary),44.93883695,-93.19767018,Ramsey,MN,0.488351154,169.2776031,07010206,Mississippi River - Twin Cities,0701020607,07010206880,070102060703,0701020607-01,City of Minneapolis-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Mc,12,12b,East Metro Area,,South,3,Southern Headwaters,,,0,0,0,97,1.4,1.5,0,0,97,99.9,nlcd2001,
99UM096,Trib. to Mississippi River,"Upstream of Shadow Falls, end of Summit Ave. in St. Paul",44.94307945,-93.19618905,Ramsey,MN,1.597767953,89.66464233,07010206,Mississippi River - Twin Cities,0701020607,07010206880,070102060703,0701020607-01,City of Minneapolis-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Mc,12,12b,East Metro Area,,South,3,Southern Headwaters,,,0,0,0,98.3,1,0.7,0,0,98.3,100,nlcd2001,
99UM097,Trib. to Mississippi River,East end of Crosby Farm Park in St. Paul,44.90653013,-93.1421906,Ramsey,MN,2.548505908,4.780200005,07010206,Mississippi River - Twin Cities,0701020608,07010206910,070102060805,0701020608-01,City of Saint Paul-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,South,3,Southern Headwaters,,,0,1.8,1.8,80.8,10.5,3.2,3.7,0,82.6,100,nlcd2001,
99UM098,Trib. to Mississippi River,Town & Country Golf Course,44.95041751,-93.19536469,Ramsey,MN,0.111544914,24.29188538,07010206,Mississippi River - Twin Cities,0701020607,07010206880,070102060703,0701020607-01,City of Minneapolis-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Mc,12,12b,East Metro Area,,South,3,Southern Headwaters,,,0,1.7,1.7,97,1.3,0,0,0,98.7,100,nlcd2001,
99UM099,Trib. to Long Lake,10th St. NW and old Hwy 8,45.06544068,-93.19199617,Ramsey,MN,11.13503181,2.570590019,07010206,Mississippi River - Twin Cities,0701020603,07010206860,070102060306,0701020603-01,Rice Creek,UM,FALSE,51,NCHF,51a,222,222M,222Mc,12,12b,East Metro Area,,North,6,Northern Headwaters,,,0,0.1,0.1,79.7,9.9,1.5,8.8,0,79.8,100,nlcd2001,
99UM100,Lake Jones outlet,"0.2 mi. upstream of 1st St NW, in New Brighton",45.05305,-93.20301,Ramsey,MN,5.809022807,10.56902122,07010206,Mississippi River - Twin Cities,0701020603,07010206860,070102060306,0701020603-01,Rice Creek,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,North,6,Northern Headwaters,5,Southern Streams RR,0.1,0.1,0.2,90,5,1.4,3.5,0,90.2,100.1,nlcd2001,
99UM101,Trib. to McCarrons Lake,Roseville City Park,45.00264265,-93.12027406,Ramsey,MN,1.127958846,8.893168449,07010206,Mississippi River - Twin Cities,0701020608,07010206910,070102060802,0701020608-01,City of Saint Paul-Mississippi River,UM,FALSE,51,NCHF,51a,222,222M,222Md,12,12b,East Metro Area,,South,3,Southern Headwaters,,,0,0.2,0.2,80.7,18.4,0.5,0.3,0,80.9,100.1,nlcd2001,
