FishIBIRegion,StationCode,CollectionDate,GearCombo,StreamWidth,PercentSlope,FishSampleID_IDNR,GearRun_IDNR,ShockTime,SeineHauls,IEPA_HabitatLength,IEPA_FishReachLength
10,NC-11,7/15/2003,1BE--2BE,56,0.017867001,5742,2BE,35,,,
10,NCD-07,7/15/2003,1BE--2BE,36,0.030060001,5743,1BE,30,,,
10,NCD-07,7/15/2003,1BE--2BE,36,0.030060001,5743,2BE,30,,,
10,N-17,7/16/2003,1BE--2BE,87,0.008128,5744,1BE,30,,,
10,N-17,7/16/2003,1BE--2BE,87,0.008128,5744,2BE,30,,,
10,ND-01,7/16/2003,1BE--2BE,37,0.019130999,5745,1BE,30,,,
10,ND-01,7/16/2003,1BE--2BE,37,0.019130999,5745,2BE,30,,,
10,NE-05,7/17/2003,1BE--2BE,59,0.019936001,5747,1BE,15,,,
10,NE-05,7/17/2003,1BE--2BE,59,0.019936001,5747,2BE,45,,,
10,NG-04,7/21/2003,1ES,25,0.041099999,5748,1ES,37.22000122,,725,
10,NHH-01,7/21/2003,1ES,14,0.03314,5749,1ES,33.38000107,,600,
12,NA-03,7/22/2003,1ES,20,0.14034,5750,1ES,26.04999924,,590,
12,NDC-02,7/22/2003,1ES,19,0.067610003,5751,1ES,29.32999992,,520,
10,ND-04,7/23/2003,1BE--1SH--2BE,33,0.063069999,5753,1BE,15,,,
10,ND-04,7/23/2003,1BE--1SH--2BE,33,0.063069999,5753,1SH,,3,,
10,ND-04,7/23/2003,1BE--1SH--2BE,33,0.063069999,5753,2BE,45,,,
10,N-11,7/29/2003,1BE--2BE,84,0.011207,5754,1BE,30,,,
10,N-11,7/29/2003,1BE--2BE,84,0.011207,5754,2BE,30,,,
10,N-12,7/29/2003,1BE--2BE,118,0.0087,5755,1BE,30,,,
10,N-12,7/29/2003,1BE--2BE,118,0.0087,5755,2BE,30,,,
12,N-99,7/30/2003,1BE--2BE,175,0.00358,5756,1BE,30,,,
12,N-99,7/30/2003,1BE--2BE,175,0.00358,5756,2BE,30,,,
8,LC-01,7/12/1999,1BE--1SH--2BE,39,0.090530001,8745,1BE,13,,,
8,LC-01,7/12/1999,1BE--1SH--2BE,39,0.090530001,8745,1SH,,3,,
8,LC-01,7/12/1999,1BE--1SH--2BE,39,0.090530001,8745,2BE,9,,,
8,LD-02,7/13/1999,1BE--1SH,50,0.035735,8746,1BE,20,,,
8,LD-02,7/13/1999,1BE--1SH,50,0.035735,8746,1SH,,5,,
8,LD-07,7/8/1999,1BE--1SH,29,0.109849997,8747,1BE,15,,,
8,LD-07,7/8/1999,1BE--1SH,29,0.109849997,8747,1SH,,5,,
8,LDA-01,7/13/1999,1BE--1SH,41,0.189390004,8748,1BE,18,,,
8,LDA-01,7/13/1999,1BE--1SH,41,0.189390004,8748,1SH,,2,,
8,LDA-03,7/13/1999,1ES,37,0.31565699,8749,1ES,21,,590,
8,LDD-14,7/14/1999,1BE--1SH--2BE,56,0.135230005,8750,1BE,15,,,
8,LDD-14,7/14/1999,1BE--1SH--2BE,56,0.135230005,8750,1SH,,2,,
8,LDD-14,7/14/1999,1BE--1SH--2BE,56,0.135230005,8750,2BE,15,,,
8,LDD-23,7/14/1999,1BE,24,0.055679999,8751,1BE,11,,,
8,LE-03,7/7/1999,1BE--2BE,61,0.059179999,8753,1BE,20,,,
8,LE-03,7/7/1999,1BE--2BE,61,0.059179999,8753,2BE,15,,,
8,LF-05,7/6/1999,1BE--2BE,40,0.037879001,8754,1BE,14,,,
8,LF-05,7/6/1999,1BE--2BE,40,0.037879001,8754,2BE,15,,,
8,LF-08,7/6/1999,1BE--1SH--2BE,53,0.04848,8755,1BE,15,,,
8,LF-08,7/6/1999,1BE--1SH--2BE,53,0.04848,8755,1SH,,2,,
8,LF-08,7/6/1999,1BE--1SH--2BE,53,0.04848,8755,2BE,14,,,
2,MZA-03,7/7/1999,1ES,38,0.239999995,8756,1ES,20,,,
8,LZF-01,7/12/1999,1ES,31,0.145679995,8757,1ES,31,,730,
2,PB-02,8/19/1999,1BE--1SH,86,0.036421999,8758,1BE,21.5,,,
2,PB-02,8/19/1999,1BE--1SH,86,0.036421999,8758,1SH,,3,,
2,PB-04,9/2/1999,1BE--2BE,122,0.023096999,8759,1BE,20,,,
2,PB-04,9/2/1999,1BE--2BE,122,0.023096999,8759,2BE,20,,,
2,PB-05,8/17/1999,1ES,20,0.036421999,8760,1ES,22,,480,
2,PB-08,8/30/1999,1BE,104,0.023974,8761,1BE,15,,,
2,PB-10,8/16/1999,1BE--2BE,43,0.063130997,8762,1BE,15,,,
2,PB-10,8/16/1999,1BE--2BE,43,0.063130997,8762,2BE,23,,,
2,PB-19,8/20/1999,1BE--1SH,58,0.078914002,8763,1BE,17,,,
2,PB-19,8/20/1999,1BE--1SH,58,0.078914002,8763,1SH,,6,,
2,PBD-02,9/1/1999,1ES,19,0.145687997,8764,1ES,15,,305,
2,PBG-10,9/1/1999,1ES,20,0.210437998,8765,1ES,22,,511,
2,PBI-02,9/1/1999,1ES,32,0.210437998,8766,1ES,17,,345,
2,PBJA-03,8/31/1999,1ES,38,0.044941001,8767,1ES,27,,465,
2,PBJA-05,8/31/1999,1ES,29,0.172176003,8768,1ES,27.5,,528,
2,PBM-11,8/19/1999,1ES,22,0.029593,8769,1ES,23,,385,
2,PBO-10,8/18/1999,1ES,15,0.035960998,8770,1ES,12,,394,
2,PBP-01,8/18/1999,1ES,28,0.025594,8771,1ES,10,,547,
2,PBS-01,8/18/1999,1ES,23,0.03382,8772,1ES,11,,295,
2,PBU-10,8/17/1999,1ES,20,0.049841002,8773,1ES,34,,542,
6,DQ-01,8/4/1999,1ES,65,0.189393997,8777,1ES,44,,803,
6,DQ-02,8/2/1999,1ES,41,0.157828003,8778,1ES,30,,795,
6,DQ-03,8/4/1999,1ES,36,0.189393997,8779,1ES,39.70000076,,520,
6,DQ-05,8/3/1999,1ES,32,0.099680997,8780,1ES,27,,480,
6,DQD-01,8/5/1999,1ES,21,,8781,1ES,49,,773,
6,DQF-01,8/3/1999,1ES,39,0.189393997,8782,1ES,18,,397,
6,DR-05,8/5/1999,1ES,28,,8783,1ES,25.5,,600,
6,DR-11,8/6/1999,1ES,40,,8784,1ES,37,,560,
6,DK-15,7/29/1999,1BE--1SH--2BE,75,0.04848,8785,1BE,21,,,
6,DK-15,7/29/1999,1BE--1SH--2BE,75,0.04848,8785,1SH,,,,
6,DK-15,7/29/1999,1BE--1SH--2BE,75,0.04848,8785,2BE,28,,,
6,DKZE-01,7/26/1999,1PE,12,,8786,1PE,32,,,
6,DKV-01,7/27/1999,1ES,29,0.086170003,8787,1ES,22,,,
6,DK-29,7/26/1999,1ES,20,,8788,1ES,24.70000076,,,
6,DK-28,7/27/1999,1ES,20,,8789,1ES,22,,,
6,DKZD-01,7/26/1999,1PE,12,,8790,1PE,29,,,
1,MJ-02,7/31/2000,1ES,23,,8839,1ES,32,,646,
1,MJB-03,7/17/2000,1BE--1SH,45,,8840,1BE,28,,,
1,MJB-03,7/17/2000,1BE--1SH,45,,8840,1SH,,,,
1,MN-04,7/20/2000,1BE--1SH--2BE,70,0.34435299,8841,1BE,13,,,
1,MN-04,7/20/2000,1BE--1SH--2BE,70,0.34435299,8841,1SH,,,,
1,MN-04,7/20/2000,1BE--1SH--2BE,70,0.34435299,8841,2BE,16,,,
1,MN-07,7/19/2000,1ES,26,0.34435299,8842,1ES,39,,598,
1,MN-18,7/19/2000,1ES,31,0.378787994,8844,1ES,32.70000076,,475,
1,MN-05,8/2/2000,1BE--1SH,75,,8845,1BE,36.5,,,
1,MN-05,8/2/2000,1BE--1SH,75,,8845,1SH,,,,
1,MNI-12,7/18/2000,1BE--1SH,35,0.140292004,8846,1BE,27,,,
1,MNI-12,7/18/2000,1BE--1SH,35,0.140292004,8846,1SH,,,,
1,MNIA-11,7/18/2000,1ES,22,0.631313026,8847,1ES,36.5,,315,
1,MQ-01,8/3/2000,1BE--2BE,70,,8848,1BE,26,,,
1,MQ-01,8/3/2000,1BE--2BE,70,,8848,2BE,24,,,
1,MQ-02,8/1/2000,1BE--1SH,75,0.172176003,8849,1BE,20,,,
1,MQ-02,8/1/2000,1BE--1SH,75,0.172176003,8849,1SH,,,,
1,MQB-01,8/1/2000,1ES,26,0.541126013,8850,1ES,48,,646,
1,MND-01,7/20/2000,1ES,19,0.210437998,8852,1ES,25,,340,
6,DK-12,7/7/2000,1BE--1SH--2BE,102,0.135230005,8853,1BE,30,,,
6,DK-12,7/7/2000,1BE--1SH--2BE,102,0.135230005,8853,1SH,,,,
6,DK-12,7/7/2000,1BE--1SH--2BE,102,0.135230005,8853,2BE,30,,,
6,DK-16,7/5/2000,1BE--1SH--2BE,127,0.044130001,8855,1BE,31,,,
6,DK-16,7/5/2000,1BE--1SH--2BE,127,0.044130001,8855,1SH,,,,
6,DK-16,7/5/2000,1BE--1SH--2BE,127,0.044130001,8855,2BE,29,,,
6,DK-17,7/5/2000,1BE--1SH,78,0.029549999,8856,1BE,37,,,
6,DK-17,7/5/2000,1BE--1SH,78,0.029549999,8856,1SH,,,,
6,DK-19,7/6/2000,1BE--1SH--2BE,99,0.078979999,8857,1BE,30,,,
6,DK-19,7/6/2000,1BE--1SH--2BE,99,0.078979999,8857,1SH,,,,
6,DK-19,7/6/2000,1BE--1SH--2BE,99,0.078979999,8857,2BE,22,,,
6,DKC-01,7/27/2000,1ES,28,,8859,1ES,20,,390,
6,DKE-03,7/26/2000,1ES,25,,8860,1ES,33,,,
6,DKG-02,7/26/2000,1ES,20,,8861,1ES,23,,486,
6,DKJ-01,7/25/2000,1ES,32,0.111359999,8862,1ES,22,,420,
6,DKK-01,7/25/2000,1ES,29,0.046209998,8863,1ES,25,,460,
6,DKKB-01,7/10/2000,1ES,35,0.118369997,8865,1ES,12.30000019,,300,
6,DKKC-02,7/11/2000,1ES,19,0.118369997,8866,1ES,12,,460,
6,DKM-01,7/11/2000,1SH,16,,8867,1SH,,,300,
7,DJ-02,8/17/2000,1BE--1SH--2BE,75,0.027448,8868,1BE,16,,,
7,DJ-02,8/17/2000,1BE--1SH--2BE,75,0.027448,8868,1SH,,,,
7,DJ-02,8/17/2000,1BE--1SH--2BE,75,0.027448,8868,2BE,15,,,
7,DJ-06,8/17/2000,1BE--1SH,48,0.04205,8869,1BE,28,,,
7,DJ-06,8/17/2000,1BE--1SH,48,0.04205,8869,1SH,,,,
7,DJ-09,8/18/2000,1BE--1SH--2BE,126,0.029999999,8870,1BE,21,,,
7,DJ-09,8/18/2000,1BE--1SH--2BE,126,0.029999999,8870,1SH,,,,
7,DJ-09,8/18/2000,1BE--1SH--2BE,126,0.029999999,8870,2BE,30,,,
7,DJ-12,8/22/2000,1BE--1SH--2BE,69,0.018568,8871,1BE,25,,,
7,DJ-12,8/22/2000,1BE--1SH--2BE,69,0.018568,8871,1SH,,,,
7,DJ-12,8/22/2000,1BE--1SH--2BE,69,0.018568,8871,2BE,22,,,
7,DJ-14,8/22/2000,1BE--1SH--2BE,96,0.023974,8872,1BE,25,,,
7,DJ-14,8/22/2000,1BE--1SH--2BE,96,0.023974,8872,1SH,,,,
7,DJ-14,8/22/2000,1BE--1SH--2BE,96,0.023974,8872,2BE,30.79999924,,,
7,DJBZ-01,8/21/2000,1SH,8,0.473484993,8874,1SH,,,300,
7,DJDB-01,8/21/2000,1ES,18,,8875,1ES,32.5,,840,
7,DJF-02,8/16/2000,1BE--1SH--2BE,55,0.034469999,8877,1BE,18,,,
7,DJF-02,8/16/2000,1BE--1SH--2BE,55,0.034469999,8877,1SH,,,,
7,DJF-02,8/16/2000,1BE--1SH--2BE,55,0.034469999,8877,2BE,13,,,
7,DJF-04,8/16/2000,1BE--1SH,22,0.086170003,8878,1BE,8,,,
7,DJF-04,8/16/2000,1BE--1SH,22,0.086170003,8878,1SH,,,,
7,DJFB-01,8/14/2000,1BE--1SH,45,0.075759999,8879,1BE,21,,,
7,DJFB-01,8/14/2000,1BE--1SH,45,0.075759999,8879,1SH,,,,
7,DJFBB-01,8/14/2000,1ES,21,,8880,1ES,17.5,,350,
7,DJFD-01,8/14/2000,1BE--1SH,32,0.090149999,8881,1BE,18,,,
7,DJFD-01,8/14/2000,1BE--1SH,32,0.090149999,8881,1SH,,,,
7,DJHD-01,8/11/2000,1BE--2BE,34,0.094700001,8883,1BE,11,,,
7,DJHD-01,8/11/2000,1BE--2BE,34,0.094700001,8883,2BE,11,,,
7,DJI-01,8/10/2000,1ES,29,0.082390003,8884,1ES,28.70000076,,570,
7,DJK-03,8/15/2000,1BE--1SH,29,,8885,1BE,19.5,,,
7,DJK-03,8/15/2000,1BE--1SH,29,,8885,1SH,,,,
7,DJL-02,8/15/2000,1ES,21,0.111359999,8886,1ES,23,,710,
7,DJM-01,8/15/2000,1ES,21,0.111359999,8887,1ES,18,,468,
7,DJN-02,8/7/2000,1BE--1SH,36,0.086170003,8888,1BE,14,,,
7,DJN-02,8/7/2000,1BE--1SH,36,0.086170003,8888,1SH,,,,
7,DJNA-01,8/7/2000,1SH,18,,8889,1SH,,,480,
7,DJO-01,8/7/2000,1BE--1SH--2BE,30,0.067610003,8890,1BE,13,,,
7,DJO-01,8/7/2000,1BE--1SH--2BE,30,0.067610003,8890,1SH,,,,
7,DJO-01,8/7/2000,1BE--1SH--2BE,30,0.067610003,8890,2BE,17,,,
7,DJZS-01,8/8/2000,1SH,13,,8892,1SH,,,300,
3,HBDB-02,7/13/1999,1ES,15,,11173,1ES,25,,,
3,HBDB-06,7/13/1999,1ES,20,,11174,1ES,28,,,
3,HBDB-05,7/14/1999,1ES,24,,11175,1ES,33.29000092,,,
3,HBDC-03,7/15/1999,1ES,15,,11176,1ES,22.32999992,,,
3,HBDC-04,7/15/1999,1ES,24,,11177,1ES,45,,,
3,HBDC-02,7/14/1999,1ES,18,,11178,1ES,33.45000076,,,
5,DVF-01,8/11/1999,1ES,24,0.072920002,11188,1ES,35,,584,
5,DVE-02,8/11/1999,1ES,34,0.078979999,11189,1ES,29,,884,
5,DVE-03,8/10/1999,1BE--1PE--1SH,60,0.094696999,11193,1BE,30,,,
5,DVE-03,8/10/1999,1BE--1PE--1SH,60,0.094696999,11193,1PE,15,,,
5,DVE-03,8/10/1999,1BE--1PE--1SH,60,0.094696999,11193,1SH,,,,
5,DVD-01,8/9/1999,1ES,32,0.157769993,11194,1ES,60,,531,
5,DW-99,8/12/1999,1ES,70,,11195,1ES,38,,622,
4,DTZT-01,9/13/2001,1ES,22,,11212,1ES,22,,,
5,FA-01,9/18/2000,1ES,38,0.473479986,11220,1ES,42,,675,
5,FB-01,9/18/2000,1ES,57,0.17216,11221,1ES,25,,603,
5,FKA-01,9/20/2000,1ES,26,0.052650001,11222,1ES,16,,670,
5,FFB-01,9/20/2000,1ES,23,0.072920002,11223,1ES,19,,550,
5,FC-01,9/19/2000,1ES,41,0.063069999,11224,1ES,64,,730,
5,FQ-01,9/20/2000,1ES,25,0.072920002,11225,1ES,28,,620,
5,FCC-01,9/19/2000,1ES,32,0.078979999,11226,1ES,35.06999969,,615,
5,FF-01,9/19/2000,1ES,55,0.236739993,11227,1ES,50,,600,
3,GB-01,9/8/2000,1BE--1PE,70,0.03788,11228,1BE,42,,,
3,GB-01,9/8/2000,1BE--1PE,70,0.03788,11228,1PE,25,,,
3,GBK-04,7/25/2000,1BE--1PE,75,,11235,1BE,30,,,
3,GBK-04,7/25/2000,1BE--1PE,75,,11235,1PE,30,,,
3,GBK-03,7/26/2000,1PE,50,,11236,1PE,33,,,
3,GBK-06,7/25/2000,1PE,40,,11238,1PE,30,,,
4,DTE-01,9/5/2001,1ES,20,0.631313026,11244,1ES,70,,,
4,DTE-04,9/6/2001,1ES,25,,11246,1ES,60,,,
4,DTE-03,9/6/2001,1ES,20,,11247,1ES,43,,,
4,DTE-05,9/26/2001,1ES,30,,11248,1ES,38,,,
4,DTE-06,9/26/2001,1ES,25,,11249,1ES,33,,,
3,GB-19,9/27/2001,1BE--1PE,80,,11250,1BE,30,,,
3,GB-19,9/27/2001,1BE--1PE,80,,11250,1PE,20,,,
3,HCCD-09,8/1/2001,1BE--1PE,60,,11255,1BE,40,,,
3,HCCD-09,8/1/2001,1BE--1PE,60,,11255,1PE,14,,,
3,HBDB-03,8/28/2001,1ES,24,0.189390004,11259,1ES,22,,570,
3,HBDC-02,8/28/2001,1ES,19,,11260,1ES,37,,440,
3,HBDA-01,8/29/2001,1ES,19,0.030680001,11261,1ES,42,,679,
3,HF-01,8/29/2001,1ES,24,0.251890004,11262,1ES,40,,493,
3,HBD-05,8/30/2001,1ES,27,0.32385999,11263,1ES,37,,533,
3,G-39,10/4/2001,1BE,150,,11264,1BE,30,,,
3,G-44,10/4/2001,1BE,200,,11265,1BE,30,,,
3,G-15,10/5/2001,1BE,70,0.03788,11266,1BE,40,,,
3,GLB-01,10/12/2001,1ES--1PE,20,,11267,1ES,30,,,
3,GLB-01,10/12/2001,1ES--1PE,20,,11267,1PE,15,,,
3,GLB-02,10/12/2001,1ES,25,,11268,1ES,35,,,
3,GU-07,7/24/2001,1ES,20,,11269,1ES,25,,,
3,GV-01,7/24/2001,1ES,15,0.946969986,11270,1ES,30,,,
3,GV-02,7/24/2001,1PE,10,,11271,1PE,17,,,
3,GVA-01,7/24/2001,1PE,10,,11272,1PE,20,,,
3,GU-04,7/24/2001,1PE,10,,11273,1PE,10,,,
5,DV-04,6/13/2002,1BE--1PE--1SH--2BE--2PE,100,0.105218999,11326,1BE,30,,,
5,DV-04,6/13/2002,1BE--1PE--1SH--2BE--2PE,100,0.105218999,11326,1PE,15,,,
5,DV-04,6/13/2002,1BE--1PE--1SH--2BE--2PE,100,0.105218999,11326,1SH,,,,
5,DV-04,6/13/2002,1BE--1PE--1SH--2BE--2PE,100,0.105218999,11326,2BE,30,,,
5,DV-04,6/13/2002,1BE--1PE--1SH--2BE--2PE,100,0.105218999,11326,2PE,15,,,
4,DTG-05,7/30/2002,1ES,25,,11330,1ES,52,,,
4,DTG-01,7/30/2002,1ES,25,,11331,1ES,18,,,
4,DTG-06,7/31/2002,1ES,20,,11332,1ES,38,,,
4,DTG-09,7/31/2002,1ES,15,,11333,1ES,17,,,
4,DTG-07,8/1/2002,1ES,20,,11334,1ES,49,,,
4,DTG-08,8/1/2002,1ES,25,,11335,1ES,23,,,
3,GL-01,9/25/2002,1BE,50,0.142049998,11340,1BE,30,,,
3,GB-11,9/26/2002,1BE--1PE,60,0.115529999,11341,1BE,60,,,
3,GB-11,9/26/2002,1BE--1PE,60,0.115529999,11341,1PE,,,,
4,DTCC-01,8/14/2002,1ES,20,,11353,1ES,41,,,
4,DTCC-02,8/14/2002,1ES,20,,11354,1ES,34,,,
4,DTCD-01,8/13/2002,1ES,20,,11355,1ES,38,,,
4,DTC-10,8/20/2002,1ES,30,,11358,1ES,41,,,
4,DTC-11,8/21/2002,1ES,30,,11360,1ES,47,,,
4,DTC-03,8/19/2002,1ES,25,0.118371002,11362,1ES,50,,,
4,DTCB-01,8/21/2002,1ES,20,,11363,1ES,48,,,
4,DTCB-02,8/16/2002,1ES,15,,11364,1ES,34,,,
4,DTCB-03,8/16/2002,1ES,20,,11365,1ES,35,,,
3,GBL-02,8/20/2003,1BE--2BE,60,,11396,1BE,23,,,
3,GBL-02,8/20/2003,1BE--2BE,60,,11396,2BE,29,,,
3,GBL-07,8/19/2003,1BE--1SH--2BE,30,,11397,1BE,30,,,
3,GBL-07,8/19/2003,1BE--1SH--2BE,30,,11397,1SH,,3,,
3,GBL-07,8/19/2003,1BE--1SH--2BE,30,,11397,2BE,20,,,
3,GBK-02,8/20/2003,1BE--1SH--2BE,85,0.11761,11398,1BE,30,,,
3,GBK-02,8/20/2003,1BE--1SH--2BE,85,0.11761,11398,1SH,,3,,
3,GBK-02,8/20/2003,1BE--1SH--2BE,85,0.11761,11398,2BE,20,,,
3,GBK-07,8/19/2003,1BE,60,0.072920002,11399,1BE,35,,,
4,DT-35,7/8/2002,1BE--1SH--2BE,125,,11445,1BE,30,,,
4,DT-35,7/8/2002,1BE--1SH--2BE,125,,11445,1SH,,2,,
4,DT-35,7/8/2002,1BE--1SH--2BE,125,,11445,2BE,30,,,
4,DTK-04,7/9/2002,1BE--1SH--2BE,40,0.059280001,11449,1BE,32,,,
4,DTK-04,7/9/2002,1BE--1SH--2BE,40,0.059280001,11449,1SH,,3,,
4,DTK-04,7/9/2002,1BE--1SH--2BE,40,0.059280001,11449,2BE,30,,,
4,DTZT-02,7/9/2002,1ES,21,0.067610003,11450,1ES,28,,500,
4,DTZS-02,7/10/2002,1ES,40,,11451,1ES,34,,,
4,DTF-02,7/15/2002,1ES,25,0.236739993,11453,1ES,37,,,
4,DTD-02,7/17/2002,1ES,28,0.135230005,11454,1ES,42,,548,
4,DTAB-02,7/17/2002,1ES,41,0.105300002,11455,1ES,40,,676,
4,DTA-08,7/18/2002,1ES,34,0.118369997,11456,1ES,43,,532,
4,DTZB-02,7/18/2002,1ES,27,0.473479986,11457,1ES,41,,520,
3,GC-E-C3,9/15/2003,1PE,32,,11458,1PE,33,,,
3,GC-E-C2,9/15/2003,1ES,45,,11459,1ES,28,,,
3,GC-E-C1,9/16/2003,1BE,45,,11460,1BE,30,,,
3,GC-03,9/16/2003,1ES,24,0.160980001,11461,1ES,77,,580,
3,GC-04,9/17/2003,1ES,21,,11462,1ES,18,,,
3,GCA-01,9/17/2003,1PE,14,,11463,1PE,16,,200,
3,GCA-M-C3,9/17/2003,1PE,10,,11464,1PE,14,,,
3,GCB-NL-C3,9/17/2003,1PE,15,,11465,1PE,22,,,
3,GCB-NL-E,9/17/2003,1PE,15,,11466,1PE,24,,,
3,G-07,7/7/2003,1BE--1SH--2BE,50,0.01856,11471,1BE,30,,,
3,G-07,7/7/2003,1BE--1SH--2BE,50,0.01856,11471,1SH,,3,,
3,G-07,7/7/2003,1BE--1SH--2BE,50,0.01856,11471,2BE,30,,,
3,G-08,8/21/2003,1ES,29,0.016860001,11472,1ES,15,,500,
3,G-11,7/14/2003,1BE--1SH--2BE,150,,11473,1BE,30,,,
3,G-11,7/14/2003,1BE--1SH--2BE,150,,11473,1SH,,3,,
3,G-11,7/14/2003,1BE--1SH--2BE,150,,11473,2BE,30,,,
3,G-18,7/14/2003,1BE--1SH--2BE,150,,11474,1BE,30,,,
3,G-18,7/14/2003,1BE--1SH--2BE,150,,11474,1SH,,3,,
3,G-18,7/14/2003,1BE--1SH--2BE,150,,11474,2BE,30,,,
3,G-25,7/7/2003,1BE--1SH--2BE,50,0.016860001,11475,1BE,30,,,
3,G-25,7/7/2003,1BE--1SH--2BE,50,0.016860001,11475,1SH,,3,,
3,G-25,7/7/2003,1BE--1SH--2BE,50,0.016860001,11475,2BE,30,,,
3,G-33,8/20/2003,1BE--1SH--2BE,75,0.00473,11476,1BE,23,,,
3,G-33,8/20/2003,1BE--1SH--2BE,75,0.00473,11476,1SH,,3,,
3,G-33,8/20/2003,1BE--1SH--2BE,75,0.00473,11476,2BE,30,,,
3,G-35,8/25/2003,1BE--1SH--2BE,55,0.01894,11477,1BE,30,,,
3,G-35,8/25/2003,1BE--1SH--2BE,55,0.01894,11477,1SH,,3,,
3,G-35,8/25/2003,1BE--1SH--2BE,55,0.01894,11477,2BE,20,,,
3,G-46,8/25/2003,1BE--1SH,75,,11478,1BE,30,,,
3,G-46,8/25/2003,1BE--1SH,75,,11478,1SH,,3,,
3,GG-04,8/22/2003,1ES,35,0.216859996,11479,1ES,35,,530,
3,GG-06,8/22/2003,1ES,32,0.236739993,11480,1ES,33,,475,
3,GV-01,8/21/2003,1ES,12,0.946969986,11481,1ES,22,,375,
5,DU-02,7/26/2004,1ES,30,0.236739993,11488,1ES,53,,,
5,DZX-01,7/26/2004,1ES,20,,11489,1ES,53,,,
5,DW-01,7/28/2004,1BE--1SH--2BE,60,0.094700001,11490,1BE,30,,,
5,DW-01,7/28/2004,1BE--1SH--2BE,60,0.094700001,11490,1SH,,3,,
5,DW-01,7/28/2004,1BE--1SH--2BE,60,0.094700001,11490,2BE,30,,,
5,DW-07,7/29/2004,1BE--1SH--2BE,100,0.03788,11491,1BE,30,,,
5,DW-07,7/29/2004,1BE--1SH--2BE,100,0.03788,11491,1SH,,3,,
5,DW-07,7/29/2004,1BE--1SH--2BE,100,0.03788,11491,2BE,30,,,
5,DW-99,7/28/2004,1ES,64,,11492,1ES,58,,,
5,DVE-02,7/27/2004,1ES,30,0.078979999,11493,1ES,54,,,
5,DVE-03,7/27/2004,1BE--1SH,50,0.094700001,11494,1BE,30,,,
5,DVE-03,7/27/2004,1BE--1SH,50,0.094700001,11494,1SH,,3,,
5,DVF-01,7/27/2004,1ES,32,0.072920002,11495,1ES,41,,,
5,DVD-01,7/28/2004,1ES,30,0.157769993,11496,1ES,42,,,
5,DV-02,7/27/2004,1BE--1SH--2BE,50,,11497,1BE,30,,,
5,DV-02,7/27/2004,1BE--1SH--2BE,50,,11497,1SH,,3,,
5,DV-02,7/27/2004,1BE--1SH--2BE,50,,11497,2BE,30,,,
5,DV-04,7/28/2004,1BE--1SH--2BE,125,0.105218999,11498,1BE,30,,,
5,DV-04,7/28/2004,1BE--1SH--2BE,125,0.105218999,11498,1SH,,3,,
5,DV-04,7/28/2004,1BE--1SH--2BE,125,0.105218999,11498,2BE,25,,,
3,G-15,8/28/2003,1BE,70,0.03788,11499,1BE,30,,,
3,G-14,8/27/2003,1BE,95,,11500,1BE,45,,,
3,G-16,10/17/2003,1BE,80,,11501,1BE,30,,,
3,G-38,8/27/2003,1BE,75,,11502,1BE,30,,,
3,GL-09,6/18/2002,1BE--2BE,60,0.052650001,11509,1BE,39,,,
3,GL-09,6/18/2002,1BE--2BE,60,0.052650001,11509,2BE,35,,,
5,FB-03,8/9/2004,1ES,45,,11510,1ES,41.5,,,
5,FB-04,8/9/2004,1ES,55,,11511,1ES,27,,,
5,FB-01,8/10/2004,1ES,41,0.172176003,11512,1ES,42,,,
5,FB-02,8/10/2004,1ES,32,0.067640997,11513,1ES,44,,,
5,FB-05,8/10/2004,1PE,15,,11514,1PE,30,,,
5,FB-06,8/10/2004,1PE,12,,11515,1PE,34,,,
5,FBC-02,8/11/2004,1ES,30,,11516,1ES,33,,,
5,FBC-04,8/10/2004,1PE,12,,11517,1PE,30,,,
5,FBA-01,8/11/2004,1PE,15,,11518,1PE,31,,,
3,GBE-01,9/30/2004,1ES,45,0.063130997,11519,1ES,105,,,
5,F-03,7/19/2005,1BE--1PE--1SH--2BE,150,,11535,1BE,30,,,
5,F-03,7/19/2005,1BE--1PE--1SH--2BE,150,,11535,1PE,15,,,
5,F-03,7/19/2005,1BE--1PE--1SH--2BE,150,,11535,1SH,,3,,
5,F-03,7/19/2005,1BE--1PE--1SH--2BE,150,,11535,2BE,30,,,
5,F-15,7/19/2005,1BE--1PE--1SH--2BE,200,,11536,1BE,30,,,
5,F-15,7/19/2005,1BE--1PE--1SH--2BE,200,,11536,1PE,15,,,
5,F-15,7/19/2005,1BE--1PE--1SH--2BE,200,,11536,1SH,,3,,
5,F-15,7/19/2005,1BE--1PE--1SH--2BE,200,,11536,2BE,30,,,
5,F-02,7/19/2005,1BE--1PE--1SH--2BE,300,,11537,1BE,30,,,
5,F-02,7/19/2005,1BE--1PE--1SH--2BE,300,,11537,1PE,15,,,
5,F-02,7/19/2005,1BE--1PE--1SH--2BE,300,,11537,1SH,,3,,
5,F-02,7/19/2005,1BE--1PE--1SH--2BE,300,,11537,2BE,30,,,
5,F-06,7/19/2005,1BE--1PE--1SH--2BE,300,,11538,1BE,30,,,
5,F-06,7/19/2005,1BE--1PE--1SH--2BE,300,,11538,1PE,15,,,
5,F-06,7/19/2005,1BE--1PE--1SH--2BE,300,,11538,1SH,,3,,
