StationCode,StreamName,Location,Latitude_DDeg,Longitude_DDeg,TYPE
CG-02,SUGAR CREEK,"CO RD 2200N, 1.5 MI SE OF SEMINARY",38.570194,-88.093806,STREAM
CH-03,FOX RIVER,1 MI WNW OLNEY,38.74501,-88.11096,STREAM
CH-11,FOX RIVER,6 MI SE NOBLE AT FORD,38.62673,-88.15151,STREAM
CHEA-02,BIG CREEK,CR 1075 E BR 2 MI S OF OLNEY AND 2.5 MI DNS ROADMASTER CORP,38.6863,-88.0986,STREAM
CHEA-11,BIG CREEK,2 MI S OLNEY AT RT 130 BR,38.6871,-88.08463,STREAM
CJ-04,BIG MUDDY CREEK,3 MI E CLAY CITY AT RT 50 BR,38.68684,-88.284,STREAM
CJ-06,BIG MUDDY CREEK,2 MI WSW INGRAHAM ON CO RD 1550N NEAR TURKEY PT,38.83016,-88.36425,STREAM
CJA-02,LITTLE MUDDY CREEK,2 MI ENE CLAY CITY,38.70342,-88.31328,STREAM
CJAE-01,BIG MUDDY DIVERSION,0.5 MI N RT 50 BR 3.2 MI E OF CLAY CITY,38.69006,-88.295,STREAM
CM-02,DISMAL CREEK,2 MI E IOLA,38.83827,-88.5891,STREAM
CO-01,BISHOP CREEK,CO RD 300N BR 5 MI ENE MASON,38.9577778,-88.5283333,STREAM
COC-10,DIETERICH CREEK,3 MI SW DIETERICH,39.02727,-88.41771,STREAM
CP-04,SALT CREEK,RT 40 E EFFINGHAM,39.12205,-88.52365,STREAM
CPC-TU-C1,FIRST SALT CREEK,"0.1 MI DNS TEUTOPOLIS STP, N EDGE OF TEUTOPOLIS",39.14,-88.472,STREAM FACILITY
CPD-01,SECOND SALT CREEK,1.25 MI N TEUTOPOLIS,39.15472,-88.47851,STREAM
CPE-EF-C1,EFFINGHAM SEWAGE DISPOSAL CREEK,"0.1 MI DNS EFFINGHAM STP, IMMEDIATELY UPS CONFL SALT CREEK",39.1051055,-88.5312833,STREAM FACILITY
CS-12,GREEN CREEK,3 MI N EFFINGHAM,39.17183,-88.55625,STREAM
CSB-07,EAST BRANCH GREEN CREEK,1.8 MI S SIGEL,39.19773,-88.49381,STREAM
CT-01,WEST BRANCH LITTLE WABASH RIVER,5 MI W NEOGA,39.3165,-88.54472,STREAM
DA-03,MACOUPIN CREEK,"RT 67 BR SE ROCKBRIDGE, ACCESS AT DNS FORD",39.26223,-90.19475,STREAM
DA-10,MACOUPIN CREEK,CO RD 650N BR 4 MI WNW KANE,39.21077,-90.42773,STREAM
DA-11,MACOUPIN CREEK,COOPS MOUND RD 2 MI SE OF STANDARD CITY,39.316667,-89.773056,STREAM
DA-12,MACOUPIN CREEK,CO RD 2100E AT OLD BR 3.7 MI SW OF ROCKBRIDGE,39.2174,-90.2202,STREAM
DAE-01,PHILS CREEK,EAST KANE RD BR 3.5 MI E OF KANE,39.190442,-90.288783,STREAM
DAF-01,TAYLOR CREEK,2.7 MI SW OF ROCKBRIDGE,39.256944,-90.24944,STREAM
DAG-03,HODGES CREEK,CHISM RD BR 3.5 MI NE OF ROCKBRIDGE,39.283842,-90.139167,STREAM
DAGB-01,BEAR CREEK,1 MI N OF CHESTERFIELD,39.26875,-90.0692222,STREAM
DAZD-01,WINES BRANCH,CO RD 1000E BR 4 MI WNW OF KANE FORD,39.194931,-90.429425,STREAM
DAZI-01,COOP BRANCH,COOP RD BR 3 MI E MEDORA,39.18355,-90.090611,STREAM
DB-03,APPLE CREEK,CO RD 675E BR 1.5 MI E HAYPRESS,39.35947,-90.49547,STREAM
DB-97,APPLE CREEK,CO RD 2300N BR 6.5 MI E WHITE HALL,39.44759,-90.25513,STREAM
DC-04,BIG SANDY CREEK,1.5 MI N OF GLASGOW,39.56644,-90.486583,STREAM
DC-05,BIG SANDY CREEK,3 MI E OF WINCHESTER,39.63333,-90.390389,STREAM
DCA-01,LITTLE SANDY CREEK,PATTERSON RD BR 1 MI S GLASGOW,39.538452,-90.483475,STREAM
DCB-01,NORTH LITTLE SANDY CREEK,CLAY HOLLOW RD BR 2 MI NE ALSEY,39.580783,-90.411175,STREAM
DD-04,MAUVAISE TERRE CREEK,MCGLASSON RD BR 1.5 MI NE OF MERRITT,39.73139,-90.40736,STREAM AMBIENT
DD-05,MAUVAISE TERRE CREEK,WEST EDGE OF EXETER,39.72094,-90.50193,STREAM
DDC-12,NORTH FORK MAUVAISE TERRE CREEK,WOHLERS RD BR 3 MI E OF JACKSONVILLE,39.7479722,-90.1638333,STREAM
DE-05,MCKEE CREEK,0.75 MI SW BENVILLE TWP RD,39.85837,-90.87454,STREAM
DE-07,MCKEE CREEK,CO RD 1225E AT FORD 2 MI SW VERSAILLES,39.85017,-90.68057,STREAM
DE-08,MCKEE CREEK,CO RD 3000N ON BROWN/PIKE CO LINE 4 MI SE SILOAM SPRINGS STATE PARK,39.8411111,-90.8644444,STREAM
DE-11,MCKEE CREEK,CO RD 2500E BR 5 MI NE LIBERTY,39.928056,-91.030417,STREAM
DEA-02,SOUTH FORK MCKEE CREEK,"RT 107 BR, 3 MI N GRIGGSVILLE",39.759417,-90.725917,STREAM
DEAA-01,MIDDLE FORK SOUTH FORK MCKEE,"W PERRY SPRINGS RD, 1.5 MI NE PERRY",39.792917,-90.717092,STREAM
DEJ-01,FISHHOOK CREEK,5 MI S KELLERVILLE,39.85291,-90.95686,STREAM
DEM-01,WALNUT FORK,3 MI S OF CLAYTON,39.977308,-90.963119,STREAM
DF-05,INDIAN CREEK,KORSMEYER RD BR 2 MI SE ARENZVILLE,39.86001,-90.33243,STREAM
DFE-01,PRAIRIE CREEK,KIRCHER RD BR 2 MI NE ARENZVILLE,39.905102,-90.351786,STREAM
DG-01,LA MOINE RIVER,"OLD US 24 (1500E) BR, 0.2 MI E OF US 24 AND 0.4 MI NE OF RIPLEY",40.0248,-90.63144,STREAM AMBIENT
DG-07,LA MOINE RIVER,CO RD 6 BR 1.25 MI W COLMAR,40.34361,-90.91375,STREAM
DG-10,LA MOINE RIVER,1 MI W LACROSSE TWP RD BR,40.53167,-91.04097,STREAM
DG-12,LA MOINE RIVER,GREENWELL RD BR 3 MI NE CAMDEN,40.1688889,-90.7163889,STREAM
DG-16,LA MOINE RIVER,CO RD 660E BR 1 MI N AND 0.6 MI W OF BROOKLYN,40.235567,-90.78233,STREAM
DGD-02,MISSOURI CREEK,3 MI SW CAMDEN DIRT ROAD,40.12373,-90.81455,STREAM
DGDA-01,LITTLE MISSOURI CREEK,IL RT 99 BR 3 MI S CAMDEN,40.10861,-90.76728,STREAM
DGG-02,CEDAR CREEK-SOUTH,1.25 MI S HUNTSVILLE TWP RD BR,40.17425,-90.85651,STREAM
DGHA-01,WILLIAMS CREEK,5.5 MI E AUGUSTA AT DIRT RD FORD,40.2368,-90.86292,STREAM
DGI-01,CAMP CREEK,3.5 MI S FANDON TWP RD BR,40.31972,-90.7543,STREAM
DGIA-03,GRINDSTONE CREEK,4.5 MI S FANDON CO RD #8,40.30171,-90.7535,STREAM
DGJ-01,TROUBLESOME CREEK,3 MI S COLCHESTER,40.37519,-90.79129,STREAM
DGL-03,EAST FORK LA MOINE RIVER,1.5 MI NW COLCHESTER TWP RD BR,40.43384,-90.824,STREAM
DGL-07,EAST FORK LA MOINE RIVER,NR WESTERN IL UNIV GOLF COURSE,40.47861,-90.68708,STREAM
DGL-09,EAST FORK LA MOINE RIVER,CO RD 1800E BR 1 MI N OF BARDOLPH,40.5115,-90.5607,STREAM
DGLC-01,DROWNING FORK,2 MI SW BUSHNELL TWP RD BR,40.52887,-90.54169,STREAM
DGLD-01,FARMERS FORK,2 MI N BARDOLPH TWP RD BR,40.52817,-90.56868,STREAM
DGO-01,ROCK CREEK,2 MI SE BURNSIDE TWP RD BR,40.48278,-91.08125,STREAM
DGP-01,LAHARPE CREEK,1.5 MI NW WEBSTER TWP RD BR,40.48011,-91.02032,STREAM
DGPC-01,BAPTIST CREEK,3.2 MI N FOUNTAIN GREEN,40.52115,-90.95651,STREAM
DGPCA-01,LITTLE CREEK,CO RD 2300N BR 3 MI S LAHARPE,40.53392,-90.96477,STREAM
DH-04,SUGAR CREEK,S FLATWOODS RD 2 MI NW RAY,40.2313889,-90.4927778,STREAM
DI-02,OTTER CREEK,BRANSON SCHOOL RD 2.5 MI NE SUMMUM,40.28837,-90.23855,STREAM
DJ-02,SPOON RIVER,"RT 150 BR 2.5 MI SE OF DAHINDA, RM 100",40.9075,-90.0868,STREAM AMBIENT INACTIVE
DJ-04,SPOON RIVER,"RT 116 BR AT LONDON MILLS, RM 69.2",40.7079,-90.28024,STREAM
DJ-06,SPOON RIVER,"RT 17 BR 2 MI W OF WYOMING, RM 136.1",41.06287,-89.79532,STREAM AMBIENT INACTIVE
DJ-09,SPOON RIVER,"2ND ST (925E) BR, 0.5 MI N OF SR 116 ON N EDGE OF LONDON MILLS, RM 70.1",40.71364,-90.26585,STREAM AMBIENT
DJ-12,SPOON RIVER,"3 MI S LEWISTOWN AT OLD BRIDGE SITE, RM 7.2",40.33723,-90.12958,STREAM
DJ-14,SPOON RIVER,"CO RD 2350N, BUCKEYE BR 3.5 MI NW OF SMITHFIELD, RM 44.7",40.53186,-90.31078,STREAM
DJB-18,BIG CREEK,"N GALE RD BR, 0.5 MI N OF OSCAR LINN HWY AND 2 MI SW OF BRYANT",40.45872,-90.13343,STREAM AMBIENT INACTIVE
DJBZ-01,SLUG RUN,PRIVATE RD 2.5 MI NW OF BRYANT,40.47334,-90.14375,STREAM AMBIENT INACTIVE
DJC-01,SHAW CREEK,"CO RD 325E, 1.5 MI NNW MARIETTA",40.51964,-90.38065,STREAM
DJC-02,SHAW CREEK,"CO RD 2200 E, 1.6 MI NE OF MARIETTA UPS AT FORD",40.50964,-90.36353,STREAM
DJD-02,PUT CREEK,"CO RD 2300N, 3 MI S BLYTON",40.52406,-90.26891,STREAM
DJDB-01,TURKEY CREEK,4 MI NW OF FIATT,40.5894444,-90.2308611,STREAM
DJDB-03,TURKEY CREEK,"1 MI SE OF BLYTON, DNS LOST GROVE CONFL",40.556575,-90.260325,STREAM
DJE-02,COAL CREEK,CO RD 1100E BR 4 MI SE LONDON MILLS,40.65774,-90.23334,STREAM
DJF-02,CEDAR CREEK,"CO RD 3400N, 3.5 MI SW LONDON MILLS",40.69073,-90.33635,STREAM
DJF-04,CEDAR CREEK,"CO RD 1050N, 2 MI SW BERWICK",40.78166,-90.57074,STREAM
DJF-06,CEDAR CREEK,"CO RD 1475E, 3.5 MI SSE BERWICK",40.7535,-90.509,STREAM
DJFB-01,SWAN CREEK,CO RD 1500E 2.5 MI SE GREENBUSH,40.68472,-90.50152,STREAM
DJFBB-01,NEGRO CREEK,CO RD 600N 1 MI NW GREENBUSH,40.715917,-90.550008,STREAM
DJFBB-02,NEGRO CREEK,"CO RD 1050E, 4.2 MI NE ROSEVILLE",40.749675,-90.586967,STREAM
DJFD-01,CEDAR FORK,CO RD 900N BR 4 MI SE BERWICK,40.75945,-90.46819,STREAM
DJG-01,LITTLERS CREEK,CO RD 1300E BR 2 MI NW RAPATEE,40.73599,-90.2003,STREAM
DJH-01,HAW CREEK,3.5 MI SW MAQUON AT CO RD 400N BR,40.77229,-90.22214,STREAM
DJH-02,HAW CREEK,2.5 MI WSW GILSON,40.85303,-90.24674,STREAM
DJH-03,HAW CREEK,3 MI S KNOXVILLE AT CO RD 950E BR,40.8497222,-90.2613889,STREAM
DJHD-01,BRUSH CREEK,4 MI E ABINGDON,40.80115,-90.31751,STREAM
DJI-01,FRENCH CREEK,CO RD 2000E BR 4 MI NW YATES CITY,40.80846,-90.06201,STREAM
DJJ-03,COURT CREEK,0.5 MI W DAHINDA,40.9274,-90.12807,STREAM
DJJ-04,COURT CREEK,CO RD 1600E BR 1.5 MI W DAHINDA,40.92954,-90.13942,STREAM
DJJB-03,NORTH CREEK,"CO RD 1700N, 5 MI ENE EAST GALESBURG",40.96148,-90.20965,STREAM
DJK-03,WALNUT CREEK,"CO RD 2000E 2 MI E AND 2.5 M N VICTORIA, OLD BRIDGE SITE",41.065094,-90.071744,STREAM
DJK-04,WALNUT CREEK,CO RD 1450E BR 3.5 MI SW OF LA FAYETTE,41.06165,-89.994511,STREAM
DJL-02,INDIAN CREEK,CO RD 450N BR 3.5 MI SW WYOMING,41.04054,-89.83424,STREAM
DJM-01,CAMP RUN,CO RD 1300E 4 MI SSE WYOMING,41.0093,-89.73512,STREAM
DJMAA-01,PRINCE RUN,CO RD 22300N BR 2 MI N OF PRINCEVILLE,40.9598139,-89.7720694,STREAM
DJN-02,EAST FORK SPOON RIVER,CO RD 1300E BR 4 MI SW BRADFORD,41.16085,-89.73506,STREAM
DJNA-01,COOPERS DEFEAT CREEK,CO RD 1300E BR 1.8 MI NE MODENA,41.1496111,-89.735,STREAM
DJO-01,WEST FORK SPOON RIVER,RT 93 BR 2 MI E ELMIRA,41.18065,-89.78837,STREAM
DJZA-01,TATER CREEK,1.5 MI NW DUNCAN MILLS,40.3472222,-90.2125,STREAM
DJZF-01,BARKER CREEK,"CO RD 250E, 1.8 MI S MARIETTA",40.47119,-90.39285,STREAM
DJZS-01,JACK CREEK,CO RD 1100N BR W MODENA,41.1341667,-89.77825,STREAM
DK-12,MACKINAW RIVER,"WAGONSELLER  RD (1200E) BR, 0.3 MI N OF WEIR RD AND 4 MI SW OF SOUTH PEKIN",40.44746,-89.69103,STREAM AMBIENT
DK-15,MACKINAW RIVER,3 MI NE MACKINAW,40.57056,-89.31847,STREAM
DK-16,MACKINAW RIVER,1 MI NW CONGERVILLE,40.62477,-89.23963,STREAM
DK-17,MACKINAW RIVER,3.5 MI NE CONGERVILLE,40.63961,-89.14809,STREAM
DK-19,MACKINAW RIVER,RT 121 BR 3 MI NW HOPEDALE DNS,40.43917,-89.46791,STREAM
DK-20,MACKINAW RIVER,CO RD 6 BR 4 MI W LEXINGTON,40.64825,-88.86269,STREAM
DK-21,MACKINAW RIVER,3 MI W COLFAX,40.57114,-88.67506,STREAM
DK-28,MACKINAW RIVER,CO RD 3800E BR 0.5 MI S OF ANCHOR,40.5583333,-88.5352778,STREAM
DK-29,MACKINAW RIVER,CO RD 3600E BR 3 MI E OF COLFAX,40.5541667,-88.5738889,STREAM
DK-30,MACKINAW RIVER,CO RD 1725E BR 3.5 MI E OF KAPPA,40.67861,-88.94222,STREAM
DKB-01,HICKORY GROVE DITCH,CO RD 1100N 4 MI NE MANITO,40.47883,-89.73479,STREAM
DKC-01,DILLON CREEK,2 MI SW DILLON,40.46511,-89.57053,STREAM
DKE-03,LITTLE MACKINAW RIVER,VALLEY RD 2 MI N HOPEDALE,40.4519444,-89.4161111,STREAM
DKF-11,PRAIRIE CREEK,4 MI SSE TREMONT TWP RD BR,40.46795,-89.44471,STREAM
DKF-12,PRAIRIE CREEK,RT 9 BR 1 MI E OF TREMONT,40.5236111,-89.4627778,STREAM
DKG-02,MUD CREEK,3 MI ENE TREMONT,40.5408333,-89.4252778,STREAM
DKI-02,ROCK CREEK,CO RD 1525 BR 3.5 MI SE OF GOODFIELD,40.585944,-89.245611,STREAM
DKJ-01,WALNUT CREEK,CO RD 1625E 3 MI NE GOODFIELD,40.64917,-89.22764,STREAM
DKK-01,PANTHER CREEK,4 MI NNE CONGERVILLE AT FORD,40.67084,-89.18041,STREAM
DKKB-01,WEST BRANCH PANTHER CREEK,CO RD 5 BR 2 MI NNE SECOR,40.77327,-89.11856,STREAM
DKKC-02,EAST BRANCH PANTHER CREEK,3 MI NW EL PASO,40.76996,-89.05948,STREAM
DKM-01,DENMAN CREEK,4.5 MI ENE CONGERVILLE,40.6407,-89.12521,STREAM
DKN-01,SIX MILE CREEK,CO RD 12 BR 0.75 MI W HUDSON,40.60627,-89.00264,STREAM
DKN-02,SIX MILE CREEK,CO RD 2000N 1.5 MI S OF HUDSON,40.576436,-88.977358,STREAM
DKP-02,MONEY CREEK,CO RD 2 MI NNE TOWANDA,40.5941,-88.88875,STREAM
DKR-01,BUCK CREEK,CO RD 2150E 1.25 MI NW CLARKSVILLE,40.6568,-88.8606,STREAM
DKS-01,TURKEY CREEK,"CO RD 8 BR, W EDGE OF LEXINGTON",40.643337,-88.796949,STREAM
DKT-01,CROOKED CREEK,1.25 MI SW PLEASANT HILL,40.60319,-88.76959,STREAM
DKU-01,PATTON CREEK,CO RD 2250N 0.2 MI E OF PLEASANT HILL,40.610336,-88.740108,STREAM
DKV-01,HENLINE CREEK,CO RD 2150N 4 MI NW COLFAX,40.59557,-88.68549,STREAM
DKZD-01,U-TRIB MACKINAW RIVER (BRAY CREEK),(BRAY CREEK) 1.5 MI SSW COLFAX,40.54432,-88.62672,STREAM
DKZE-01,U-TRIB MACKINAW RIVER (FROG ALLEY),(FROG ALLEY) 2 MI SSW ANCHOR,40.54379,-88.55123,STREAM
DL-06,KICKAPOO CREEK,"OFF N KICKAPOO CREEK RD, 0.9 MI N OF FARMINGTON RD INTERSECTION",40.71458,-89.65764,STREAM
DL-07,KICKAPOO CREEK,GRANGE HALL RD BR 2 MI N OF KICKAPOO,40.8191667,-89.7583333,STREAM
DLF-02,WEST FORK KICKAPOO CREEK,DOG TOWN LN BR 2.5 MI ESE OF ELMWOOD,40.7663889,-89.9091667,STREAM
DLG-01,JUBILEE CREEK,FORD SE PART JUBILEE COLLEGE STATE PARK,40.81861,-89.78208,STREAM
DM-01,SENACHWINE CREEK,1 MI NNW CHILLICOTHE,40.9402778,-89.5008333,STREAM
DM-02,SENACHWINE CREEK,SHEPARD RD 650E BR 3 MI NNW CHILLICOTHE,40.971202,-89.514744,STREAM
DN-01,CROW CREEK-WEST,CO RD 50E BR 6 MI NW OF HENRY,41.1496083,-89.456886,STREAM
DO-02,CROW CREEK-EAST,E TAX SCHOOL BR AT WILBERN,40.9491667,-89.3241667,STREAM
DP-01,SANDY CREEK,RT 89 BR 1 MI S MAGNOLIA,41.0916667,-89.2038889,STREAM
DQ-01,BIG BUREAU CREEK,5 MI S PRINCETON,41.30051,-89.46067,STREAM
DQ-02,BIG BUREAU CREEK,RT 26 BR 2 MI N PRINCETON,41.42293,-89.46925,STREAM
DQ-03,BIG BUREAU CREEK,RT 6 BR NEAR PRINCETON,41.36734,-89.49799,STREAM AMBIENT
DQ-04,BIG BUREAU CREEK,RT 29 BR 1 MI SW BUREAU,41.27873,-89.38334,STREAM
DQ-05,BIG BUREAU CREEK,4 MI N MALDEN,41.48644,-89.36876,STREAM
DQA-02,EAST BUREAU CREEK,ANGLING RD 1.4 MI NW OF MALDEN,41.4367,-89.3489,STREAM
DQD-01,WEST BUREAU CREEK,RT 34 BR AT WYANET,41.36495,-89.56835,STREAM AMBIENT INACTIVE
DQF-01,MASTERS FORK,3 MI N DOVER,41.48014,-89.42518,STREAM
DR-01,LITTLE VERMILION RIVER,RT 6 BR IN LASALLE,41.33326,-89.08116,STREAM AMBIENT INACTIVE
DR-03,LITTLE VERMILION RIVER,1 MI N LASALLE,41.36759,-89.08408,STREAM
DR-05,LITTLE VERMILION RIVER,1 MI NE TROY GROVE,41.48218,-89.06091,STREAM
DR-11,LITTLE VERMILION RIVER,2.25 MI UPS FROM ILL R,41.3477778,-89.085,STREAM
DRA-02,TOMAHAWK CREEK,MITCHAL NATURE PRESERVE 3 MI N OF LASALLE,41.377778,-89.0852778,STREAM
DS-06,VERMILION RIVER,CO RD 1400 N BR 0.5 MI E OF MCDOWELL,40.83055,-88.57514,STREAM AMBIENT
DS-07,VERMILION RIVER,E 12TH RD BR 3 MI NE OF LEONORE,41.20851,-88.93027,STREAM AMBIENT
DS-10,VERMILION RIVER,S EDGE STREATOR AT OLD RT 23,41.09362,-88.83486,STREAM
DS-12,VERMILION RIVER,MANVILLE RD BR 4 MI SSE OF STREATOR,41.04774,-88.80071,STREAM
DS-14,VERMILION RIVER,4 MI S OF CORNELL AT HUMISTON WOODS,40.93112,-88.71847,STREAM
DS-16,VERMILION RIVER,HOUDER CEMETERY 1.5 MI N MCDOWELL,40.8511111,-88.5852778,STREAM
DS-19,VERMILION RIVER,UPS OF MILL ST DAM AT PARK IN PONTIAC,40.8757972,-88.622575,STREAM
DS-20,VERMILION RIVER,CANOE LAUNCH AREA DNS OF NORTH W MAIN ST- IL RT 18 BR IN STREATOR,41.12175,-88.8421,STREAM
DSA-02,BAILEY CREEK,1 MI NE TONICA ON TONICA RD,41.2256,-89.05,STREAM
DSB-01,OTTER CREEK,TWP RD NW EDGE STREATOR,41.15298,-88.85486,STREAM
DSB-03,OTTER CREEK,0.5 MI N OF STREATOR AT MARILLA PARK,41.15147778,-88.82482778,STREAM
DSC-01,EAGLE CREEK,0.5 MI W STREATOR TWP RD,41.13525,-88.8597,STREAM
DSE-01,PRAIRIE CREEK,4 MI S STREATOR N-S TWP RD,41.05056,-88.8143,STREAM
DSF-01,LONG POINT CREEK,2.5 MI E LONG PT N-S TWP RD,41.00567,-88.8438,STREAM
DSFA-01,MOLE CREEK,4 MI W CORNELL RT 23 BR,40.9959944,-88.8124083,STREAM
DSFB-01,DIAMOND CREEK,"CO RD 2400N, 2.3 MI S OF LONG POINT",40.972589,-88.890025,STREAM
DSG-01,MUD CREEK,2.5 MI NW CORNELL TWP RD,41.02543,-88.75759,STREAM
DSH-02,SCATTERING POINT CREEK,2.5 MI SW CORNELL,40.97434,-88.7762,STREAM
DSH-03,SCATTERING POINT CREEK,3.8 MI NE OF FLANAGAN ON 2000N,40.91546389,-88.80453611,STREAM
DSHA-01,SHORT POINT CREEK,3.5 MI SW OF CORNELL ON CO RD 2350N,40.96686111,-88.79868611,STREAM
DSHB-01,MOREHOUSE CREEK,2.5 MI N GRAYMONT ON CO RD 800E,40.915,-88.7777778,STREAM
DSI-01,IDA CREEK,CO RD 2425N 1.3 MI SE OF CORNELL,40.97895,-88.70935,STREAM
DSJ-01,ROOKS CREEK,E-W TWP RD 6 MI NW PONTIAC,40.91598,-88.75051,STREAM
DSJ-02,ROOKS CREEK,4 MI SW OF PONTIAC ON 1350N DEAD END,40.82213333,-88.67918056,STREAM
DSJA-01,PIKE CREEK,1300N BR 4 MI SW PONTIAC,40.815,-88.715,STREAM
DSK-01,BAKER RUN,E-W TWP RD 2 MI S CORNELL,40.96027,-88.72587,STREAM
DSL-01,WOLF CREEK,N-S TWP RD 5 MI NW PONTIAC,40.93397,-88.70089,STREAM
DSLB-01,DEER CREEK,CO RD 2300N 1.8 MI NW OF CAYUGA,40.96127,-88.60548,STREAM
DSM-01,TURTLE CREEK,1600 N BR SW EDGE OF PONTIAC,40.8591667,-88.6508333,STREAM
DSP-03,SOUTH FORK VERMILION RIVER,CITY PARK SE EDGE FORREST,40.74088,-88.40766,STREAM
DSPA-01,INDIAN CREEK,1.5 MI SW FAIRBURY TWP RD,40.72279,-88.52989,STREAM
DSQ-03,NORTH FORK VERMILION RIVER,2.75 MI S CULLOM TWP RD,40.83781,-88.27971,STREAM
DSQA-01,FELKY SLOUGH,"CO RD 1700N, 4.0 MI SW OF SAUNEMIN",40.875928,-88.479144,STREAM
DSQB-01,FIVEMILE CREEK,3 MI SW SAUNEMIN TWP RD,40.85325,-88.43219,STREAM
DSQC-01,KELLY CREEK,N-S TWP RD 4 MI SE CULLOM,40.83287,-88.22296,STREAM
DST-01,MURRAY DITCH,3 MI SE STREATOR TWP RD,41.06902,-88.79508,STREAM
DT-06,FOX RIVER,RT 62 BR ALGONQUIN RD,42.1659,-88.28983,STREAM AMBIENT
DT-13,FOX RIVER,RT 65 BR AURORA,41.75919,-88.3144,STREAM
DT-22,FOX RIVER,RT 176 BR 5 MI ENE CRYSTAL LAKE,42.27954,-88.22692,STREAM AMBIENT
DT-23,FOX RIVER,RT 120 BR MCHENRY,42.34408,-88.2607,STREAM
DT-32,FOX RIVER,0.6 MI NW OF MILLBROOK,41.60666,-88.56199,STREAM
DT-35,FOX RIVER,RT 173 BR 4 MI E ANTIOCH,42.47899,-88.1785,STREAM AMBIENT
DT-36,FOX RIVER,AT WEDRON,41.4335,-88.77116,STREAM
DT-38,FOX RIVER,MILL STREET BR IN MONTGOMERY,41.72945,-88.33883,STREAM AMBIENT
DT-51,FOX RIVER,MCHENRY DAM SE MCHENRY SHORES,42.31038,-88.25104,STREAM
DT-83,FOX RIVER,"IN SHERIDAN, N OF N 41ST ST",41.5297222,-88.6952778,STREAM
DTA-08,INDIAN CREEK,1 MI N HARDING AT CO RD 4150 BR,41.53559,-88.85206,STREAM
DTA-09,INDIAN CREEK,SUYDAM RD 1.4 MI E OF ROLLO,41.6707,-88.8599,STREAM
DTAB-01,LITTLE INDIAN CREEK,3 MI NNW OF LELAND,41.66034,-88.81579,STREAM
DTAB-02,LITTLE INDIAN CREEK,3.5 MI NW SHERIDAN RD 4275,41.55368,-88.75054,STREAM
DTB-01,SOMONAUK CREEK,"CR 4200 N BR, 1.25 MI E OF CR 2351 E AND 1 MI N OF SHERIDAN",41.5436,-88.68675,STREAM AMBIENT INACTIVE
DTB-02,SOMONAUK CREEK,1.5 MI E SOMONAUK,41.63952,-88.65258,STREAM
DTB-03,SOMONAUK CREEK,4 MI W AND 4 MI S HINKLEY,41.7336111,-88.7005556,STREAM
DTB-04,SOMONAUK CREEK,SOMONAUK RD 4.0 MI NNW OF SANDWICH,41.7047,-88.6522,STREAM
DTB-05,SOMONAUK CREEK,N 4500 BR 3 MI S OF SOMONAUK,41.588,-88.6733,STREAM
DTB-06,SOMONAUK CREEK,0.4 MI E OF SOMANAUK RD AND 2.9 MI NNW OF SANDWICH AT LARSONS BERRY FARM,41.6974,-88.6446,STREAM
DTC-03,BIG ROCK CREEK,2.5 MI NE LITTLE ROCK,41.74376,-88.54088,STREAM
DTC-05,BIG ROCK CREEK,MAIN ST E EDGE OF PLANO,41.66644,-88.52401,STREAM
DTC-07,BIG ROCK CREEK,JERICHO RD 5 MI NNE PLANO,41.73336,-88.50774,STREAM
DTC-10,BIG ROCK CREEK,HALE RD 0.7 MI SSE OF PLANO,41.6518,-88.5287,STREAM
DTC-11,BIG ROCK CREEK,GALENA RD 4.2 MI NNE OF PLANO,41.7137,-88.4941,STREAM
DTCA-01,LITTLE ROCK CREEK,S PLANO,41.63568,-88.54116,STREAM
DTCA-08,LITTLE ROCK CREEK,GALENA RD 0.5 MI W LITTLE ROCK,41.7167,-88.5807,STREAM
DTCB-01,WELCH CREEK,CAMP DEAN RD 2.2 MI ESE OF BIG ROCK IN CAMP DEAN,41.746,-88.5127,STREAM
DTCB-02,WELCH CREEK,SCOTT RD 2.1 MI NNE OF BIG ROCK,41.7931,-88.5401,STREAM
DTCB-03,WELCH CREEK,LASHER RD 3 MI N OF BIG ROCK,41.80754,-88.54649,STREAM
DTCC-01,WEST BRANCH BIG ROCK CREEK,COUNTY LINE RD 2.9 MI WNW OF BIG ROCK,41.7746,-88.6021,STREAM
DTCC-02,WEST BRANCH BIG ROCK CREEK,PHILLIPS RD 1.3 MI N OF HINCKLEY,41.7878,-88.6387,STREAM
DTCD-01,EAST BRANCH BIG ROCK CREEK,3 MI W KANEVILLE,41.8216667,-88.5847222,STREAM
DTD-02,BLACKBERRY CREEK,RT 47 BR (BRIDGE ST) N EDGE OF YORKVILLE,41.67161,-88.44269,STREAM AMBIENT
DTD-03,BLACKBERRY CREEK,4 MI N SUGAR GROVE,41.78001,-88.43976,STREAM
DTE-01,WAUBANSEE CREEK,RT 25 OSWEGO,41.68597,-88.34942,STREAM
DTE-03,WAUBANSEE CREEK,"E OF OSWEGO, NORTH OF RT 34",41.6944444,-88.325,STREAM
DTE-04,WAUBANSEE CREEK,0 MI E OSWEGO ON PFUND DRIVE,41.68863056,-88.33955833,STREAM
DTE-05,WAUBANSEE CREEK,0 MI E OSWEGO ON KENDALL POINT ROAD,41.71648333,-88.30092778,STREAM
