"","State","SiteID","VisitID","Date","Lat","Lon","HHC","CRC","CSR","LSR","CMS","SRD","CAS","RFS","BNM","RAD","JOD","LMB","SMB","NTP","BKT","RBT","BNT"
"1173","IL","IL_EG-02",22031,"7/24/2003",40.025,-89.95984,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1174","IL","IL_EH-02",22157,"7/7/2008",40.23144,-89.87637,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1175","IL","IL_EHF-01",15129,"8/23/2004",40.2604778,-89.8576806,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1176","IL","IL_EHG-01",15131,"8/23/2004",40.2574694,-89.8008417,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1177","IL","IL_EHH-01",15130,"8/25/2004",40.2609583,-89.8286389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1178","IL","IL_EHI-01",15132,"8/24/2004",40.1497667,-89.8794667,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1179","IL","IL_EHI-02",15133,"8/24/2004",40.1547028,-89.8939167,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1180","IL","IL_EI-02",1745,"9/10/2008",40.1336,-89.73538,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1181","IL","IL_EI-06",1747,"9/3/2008",40.1148,-89.04897,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1182","IL","IL_EI-07",1748,"8/14/2008",40.28083,-88.60391,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"1183","IL","IL_EI-11",1678,"8/20/2003",40.13075,-89.3888,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1184","IL","IL_EI-12",1679,"8/21/2003",40.0974444,-88.9891944,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1185","IL","IL_EI-13",12280,"8/4/2005",40.1344444,-88.8848333,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1186","IL","IL_EI-17",1746,"9/10/2008",40.10223,-89.55083,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1187","IL","IL_EID-01",1749,"8/19/2008",40.17581,-89.51877,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"1188","IL","IL_EID-15",1750,"8/5/2008",40.28384,-89.33222,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1189","IL","IL_EID-16",1751,"7/17/2008",40.42917,-89.08132,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1190","IL","IL_EIDA-01",1752,"7/21/2008",40.17924,-89.60721,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1191","IL","IL_EIDB-02",1753,"8/4/2008",40.33883,-89.33743,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1192","IL","IL_EIDC-01",1754,"7/21/2008",40.36052,-89.13703,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"1193","IL","IL_EIDE-01",1755,"7/17/2008",40.40121,-89.23659,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1194","IL","IL_EIE-08",1757,"8/14/2008",40.3121,-89.01427,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"1195","IL","IL_EIE-09",12475,"6/14/2007",40.28934,-89.05891,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"1196","IL","IL_EIE-10",1756,"9/8/2008",40.1683,-89.38681,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1197","IL","IL_EIE-14",12411,"6/21/2006",40.3441667,-88.9558333,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
"1198","IL","IL_EIE-17",12476,"6/15/2007",40.39979722,-88.8819,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"1199","IL","IL_EIE-21",12477,"6/15/2007",40.4011,-88.8725,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1200","IL","IL_EIE-22",12457,"6/25/2007",40.45807,-88.87793,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1201","IL","IL_EIEE-01",1758,"8/4/2008",40.2667,-89.0152,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0
"1202","IL","IL_EIEK-01",12284,"6/20/2005",40.383667,-88.881856,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1203","IL","IL_EIF-01",1759,"8/5/2008",40.13017,-89.29169,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"1204","IL","IL_EIG-01",1760,"8/12/2008",39.95119,-89.38353,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1205","IL","IL_EIGB-01",1694,"8/13/2003",39.96969,-89.219,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"1206","IL","IL_EIH-01",1761,"7/29/2008",40.1295,-89.0476,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0
"1207","IL","IL_EII-01",1762,"7/29/2008",40.12427,-88.99888,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0
"1208","IL","IL_EIJ-02",1763,"8/18/2008",40.267922,-88.784586,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1209","IL","IL_EIZA-02",12536,"8/22/2008",40.074572,-89.515122,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1210","IL","IL_EIZA-03",12535,"8/22/2008",40.072589,-89.512385,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1211","IL","IL_EIZAA-01",12537,"8/22/2008",40.075108,-89.516681,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1212","IL","IL_EIZAB-01",12534,"8/22/2008",40.072881,-89.511827,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1213","IL","IL_EK-03",22158,"8/21/2008",39.8779,-89.8264,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1214","IL","IL_EL-01",22159,"8/27/2008",39.821,-89.68702,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1215","IL","IL_EL-03",22035,"7/31/2003",39.7944444,-89.8008333,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1216","IL","IL_EM-01",22160,"8/12/2008",39.8956,-89.585778,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1217","IL","IL_EO-04",22037,"8/26/2003",39.65479,-89.43389,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1218","IL","IL_EO-12",22161,"8/27/2008",39.802,-89.5412,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1219","IL","IL_EO-15",22162,"8/28/2008",39.5678,-89.3791,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1220","IL","IL_EOA-04",22163,"8/25/2008",39.60746,-89.71243,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1221","IL","IL_EOAA-01",22039,"7/14/2003",39.67838,-89.80745,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1222","IL","IL_EOC-02",22164,"8/26/2008",39.58235,-89.57187,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1223","IL","IL_EOCA-01",22165,"8/25/2008",39.64868,-89.60255,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1224","IL","IL_EOF-06",22166,"8/26/2008",39.5097,-89.3968,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1225","IL","IL_EOH-01",22167,"8/26/2008",39.55256,-89.25351,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1226","IL","IL_EOH-02",22043,"7/16/2003",39.60738,-89.10043,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1227","IL","IL_EQ-01",12527,"8/13/2008",39.79938,-89.26958,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1228","IL","IL_ERA-01",12162,"7/17/2003",39.82973,-89.23627,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1229","IL","IL_ES-03",12163,"7/17/2003",39.87234,-88.99064,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1230","IL","IL_ES-13",12523,"8/7/2008",39.84418,-89.00032,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1231","IL","IL_EV-04",12524,"8/7/2008",40.0056,-88.80346,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1232","IL","IL_EW-01",12522,"8/6/2008",40.05824,-88.52035,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1233","IL","IL_EX-01",12521,"8/6/2008",40.07613,-88.62072,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1234","IL","IL_EY-01",12520,"7/1/2008",40.40961,-88.37991,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"1235","IL","IL_EZM-07",12169,"8/13/2003",39.725503,-89.387619,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1236","IL","IL_EZS-01",12170,"7/23/2003",40.0177194,-88.6348639,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1237","IL","IL_EZT-01",12171,"7/8/2003",40.13432,-88.53076,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1238","IL","IL_EZU-01",12526,"8/11/2008",40.23782,-88.3613,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1239","IL","IL_EZW-01",12525,"8/11/2008",40.36082,-88.403897,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1240","IL","IL_EZZH-02",12173,"7/28/2003",40.405867,-88.338522,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1241","IL","IL_EZZN-01",22168,"8/21/2008",39.9316,-89.8025,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1242","IL","IL_F-01",11770,"7/19/2010",41.35007,-88.19178,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"1243","IL","IL_F-02",11771,"7/22/2010",41.16016,-87.6626,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
"1244","IL","IL_F-03",11772,"7/21/2010",41.16603,-87.52657,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"1245","IL","IL_F-04",11773,"7/20/2010",41.20818,-88.01177,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"1246","IL","IL_F-06",11774,"7/29/2010",41.12004,-87.75077,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
"1247","IL","IL_F-07",11775,"7/27/2010",41.15839,-87.93784,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"1248","IL","IL_F-08",11776,"7/20/2010",41.24754,-88.12934,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"1249","IL","IL_F-09",11777,"7/23/2010",41.08254,-87.82232,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
"1250","IL","IL_F-11",11778,"7/19/2010",41.300633,-88.1514,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
"1251","IL","IL_F-12",11779,"7/28/2010",41.11336,-87.86835,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"1252","IL","IL_F-13",11780,"7/27/2010",41.1880556,-87.9633333,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0
"1253","IL","IL_F-14",11781,"8/12/2010",41.3666694,-88.2492667,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1254","IL","IL_F-15",11782,"8/3/2010",41.1606,-87.592428,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
"1255","IL","IL_FA-01",11783,"8/19/2010",41.3424,-88.18246,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
"1256","IL","IL_FA-02",11564,"8/23/2005",41.36226667,-88.16621944,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
"1257","IL","IL_FA-03",11565,"8/23/2005",41.35979444,-88.11219444,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"1258","IL","IL_FA-04",11566,"8/24/2005",41.37643056,-88.05785278,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0
"1259","IL","IL_FA-06",11784,"8/16/2010",41.3981,-88.0197,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
"1260","IL","IL_FA-07",11568,"8/25/2005",41.4099,-87.9413,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0
"1261","IL","IL_FB-01",11785,"8/16/2010",41.25524,-88.10557,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
"1262","IL","IL_FB-02",11513,"8/10/2004",41.27815,-88.01693,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
"1263","IL","IL_FB-03",11510,"8/9/2004",41.3118,-88.144,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0
"1264","IL","IL_FB-04",11511,"8/9/2004",41.2984,-88.1255,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
"1265","IL","IL_FB-05",11514,"8/10/2004",41.3602,-87.9446,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
"1266","IL","IL_FB-06",11515,"8/10/2004",41.4047,-87.8637,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1267","IL","IL_FBA-01",11518,"8/11/2004",41.3098,-88.109,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"1268","IL","IL_FBC-02",11516,"8/11/2004",41.26563,-88.01333,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0
"1269","IL","IL_FBC-04",11517,"8/10/2004",41.2993,-87.9196,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1270","IL","IL_FC-01",11786,"8/17/2010",41.19798,-88.14799,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
"1271","IL","IL_FCC-01",11787,"8/17/2010",41.14618,-88.09987,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
"1272","IL","IL_FF-01",11788,"8/18/2010",41.22122,-87.97344,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
"1273","IL","IL_FFB-01",11789,"8/19/2010",41.23619,-87.89613,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"1274","IL","IL_FFBA-01",11790,"8/24/2010",41.3102,-87.7908,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"1275","IL","IL_FKA-01",11791,"8/18/2010",41.13715,-87.77757,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0
"1276","IL","IL_FKA-02",11792,"8/24/2010",41.2659,-87.7399,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1277","IL","IL_FL-02",15054,"8/16/2000",41.00793,-87.82304,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
"1278","IL","IL_FL-04",12623,"7/29/2010",40.82319,-87.58158,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
"1279","IL","IL_FL-05",12624,"7/30/2010",40.85881,-87.84158,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1280","IL","IL_FL-06",12622,"7/29/2010",40.79143,-87.65327,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1281","IL","IL_FL-07",12625,"7/30/2010",40.79338,-87.7447,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1282","IL","IL_FLA-01",15046,"8/14/2000",41.0483333,-87.8541667,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1283","IL","IL_FLD-01",12616,"7/26/2010",40.96545,-87.59914,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1284","IL","IL_FLD-03",12626,"8/2/2010",40.9723,-87.75125,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
"1285","IL","IL_FLD-04",15089,"9/12/2003",40.951367,-87.56065,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1286","IL","IL_FLDA-01",12608,"7/16/2010",40.99726,-87.7225,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1287","IL","IL_FLDA-02",15094,"9/3/2003",41.008217,-87.632075,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1288","IL","IL_FLDA-03",15095,"9/3/2003",41.008783,-87.59985,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1289","IL","IL_FLDA-04",15090,"10/30/2003",41.04685,-87.554933,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1290","IL","IL_FLDA-05",15087,"9/4/2003",41.039683,-87.529867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1291","IL","IL_FLDA-06",12617,"7/26/2010",41.0239,-87.579,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1292","IL","IL_FLDAE-01",15045,"8/14/2000",41.0217139,-87.6783417,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1293","IL","IL_FLDAZA-01",15091,"8/15/2003",41.02255,-87.638567,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1294","IL","IL_FLDAZA-02",15092,"8/15/2003",41.022817,-87.623983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1295","IL","IL_FLDAZB-01",15096,"8/15/2003",41.024217,-87.561683,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1296","IL","IL_FLDAZD-01",15198,"9/4/2003",41.060383,-87.58155,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1297","IL","IL_FLDAZE-01",15097,"9/4/2003",41.061017,-87.547817,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1298","IL","IL_FLDB-01",15101,"9/12/2003",40.971617,-87.560917,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1299","IL","IL_FLE-01",12605,"7/15/2010",40.9568,-87.84741,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1300","IL","IL_FLF-01",12607,"7/16/2010",40.91474,-87.78003,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1301","IL","IL_FLF-02",15199,"7/28/2005",40.8827,-87.7121,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1302","IL","IL_FLFA-01",15099,"9/5/2003",40.912967,-87.673417,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1303","IL","IL_FLG-02",12604,"7/15/2010",40.8566667,-87.8991667,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1304","IL","IL_FLH-01",12601,"7/14/2010",40.5904,-88.02698,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1305","IL","IL_FLH-02",15211,"7/25/2005",40.80503,-87.86387,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1306","IL","IL_FLH-03",12621,"7/27/2010",40.67888,-88.00293,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1307","IL","IL_FLHB-01",12602,"7/14/2010",40.6338,-88.0237,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1308","IL","IL_FLI-03",12618,"7/27/2010",40.61938,-87.6615,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0
"1309","IL","IL_FLI-05",12620,"7/27/2010",40.64667,-87.7243,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1310","IL","IL_FLI-06",12591,"7/12/2010",40.64811,-87.56341,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0
"1311","IL","IL_FLIA-01",12594,"7/13/2010",40.71456,-87.72536,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1312","IL","IL_FLIA-02",15052,"8/15/2000",40.6991667,-87.6686111,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1313","IL","IL_FLIB-02",15209,"7/28/2005",40.6619,-87.7695,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1314","IL","IL_FLIC-04",12592,"7/12/2010",40.63575,-87.57153,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
"1315","IL","IL_FLID-02",12619,"7/27/2010",40.61771,-87.73389,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1316","IL","IL_FLID-03",15207,"8/2/2005",40.5982,-87.7566,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"1317","IL","IL_FLIDA-01",15039,"8/4/2000",40.5305556,-87.8061111,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"1318","IL","IL_FLIDAA-01",15038,"8/3/2000",40.5719444,-87.8130556,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1319","IL","IL_FLIDB-01",15050,"8/15/2000",40.5763889,-87.7316667,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"1320","IL","IL_FLIDD-01",15037,"8/3/2000",40.5591667,-87.8938889,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1321","IL","IL_FLIDE-01",12593,"7/13/2010",40.6071,-87.7037,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"1322","IL","IL_FLIE-01",15201,"7/27/2005",40.6197,-87.6083,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
"1323","IL","IL_FLZC-01",15100,"9/5/2003",40.867717,-87.817417,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1324","IL","IL_FM-01",15093,"8/29/2003",41.099983,-87.685783,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1325","IL","IL_FM-02",11793,"8/23/2010",41.0797,-87.767,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
"1326","IL","IL_FQ-01",11794,"8/23/2010",41.22254,-87.65814,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
"1327","IL","IL_FR-01",15025,"7/27/2000",41.16880278,-87.61558889,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1328","IL","IL_G-01",11724,"7/9/2008",41.42178,-88.19447,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1329","IL","IL_G-02",11721,"7/29/2008",41.64038,-88.0715,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
"1330","IL","IL_G-03",11720,"8/12/2008",41.68156,-88.0022,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"1331","IL","IL_G-07",11716,"7/29/2008",42.34371,-87.9409,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"1332","IL","IL_G-08",11714,"8/5/2008",42.48925,-87.92592,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"1333","IL","IL_G-11",11722,"7/31/2008",41.58191,-88.07159,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0
"1334","IL","IL_G-12",11723,"7/9/2008",41.50039,-88.10371,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1335","IL","IL_G-14",11500,"8/27/2003",42.02499,-87.87472,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"1336","IL","IL_G-15",11499,"8/28/2003",41.95306,-87.8542,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1337","IL","IL_G-16",11501,"10/17/2003",41.8645,-87.82724,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1338","IL","IL_G-18",11719,"7/30/2008",41.73545,-87.88166,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1339","IL","IL_G-25",11715,"7/28/2008",42.42879,-87.93042,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"1340","IL","IL_G-33",11718,"8/4/2008",41.81436,-87.80946,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"1341","IL","IL_G-35",11717,"7/31/2008",42.21971,-87.93329,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"1342","IL","IL_G-38",11502,"8/27/2003",42.01033,-87.86132,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1343","IL","IL_G-39",11264,"10/4/2001",41.82124,-87.82179,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
"1344","IL","IL_G-44",11265,"10/4/2001",41.8359889,-87.8275,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1345","IL","IL_G-46",11478,"8/25/2003",42.0819528,-87.8900806,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"1346","IL","IL_GA-03",11569,"8/23/2005",41.3801,-88.1445,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"1347","IL","IL_GB-01",11731,"7/28/2008",41.42039,-88.22745,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1348","IL","IL_GB-11",11730,"7/18/2008",41.52157,-88.19483,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"1349","IL","IL_GB-19",11250,"9/27/2001",41.46806944,-88.20900556,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1350","IL","IL_GBE-01",11519,"9/30/2004",41.58721,-88.17801,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1351","IL","IL_GBK-02",11728,"7/24/2008",41.72032,-88.13203,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1352","IL","IL_GBK-03",11236,"7/26/2000",41.78189,-88.17521,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1353","IL","IL_GBK-04",11235,"7/25/2000",41.81749,-88.17135,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1354","IL","IL_GBK-06",11238,"7/25/2000",41.84236,-88.19842,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1355","IL","IL_GBK-07",11729,"7/23/2008",41.85815,-88.19352,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1356","IL","IL_GBL-02",11396,"8/20/2003",41.7109,-88.12797,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1357","IL","IL_GBL-07",11726,"7/22/2008",41.83163,-88.04765,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1358","IL","IL_GBL-19",11727,"7/23/2008",41.718,-88.0705,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"1359","IL","IL_GC-03",11743,"7/16/2008",41.4391667,-88.0591667,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1360","IL","IL_GC-04",11462,"9/17/2003",41.4399,-88.021,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1361","IL","IL_GC-E-C1",11460,"9/16/2003",41.4225,-88.1106,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1362","IL","IL_GC-E-C2",11459,"9/15/2003",41.4213,-88.1207,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1363","IL","IL_GC-E-C3",11458,"9/15/2003",41.4117,-88.1459,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
"1364","IL","IL_GCA-01",11744,"7/16/2008",41.43,-88.0772222,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"1365","IL","IL_GCA-M-C3",11464,"9/17/2003",41.4204,-88.0205,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
