"","Ecoregion","HUC4","State","WatershedID","SiteNUM","CMS_prop","SRD_prop","CAS_prop","RFS_prop","BNM_prop","RAD_prop","JOD_prop","HHC_prop","CRC_prop","CSR_prop","Host_Number","Area","Per_Urban","Per_Agriculture","Per_Forest","Per_Wetlant","Elevation","Temperature","Precipitation","Lat","Lon"
"98","ECO47","HUC4_13","MN","ws15399",7,0.714285714285714,0,0,0,0.857142857142857,0,1,0,1,0.857142857142857,2,217.5174044,0.038355552245476,0.897466133743783,0.015900796901765,0.014779507294589,374.357070552377,7.46298701298701,792.795454545455,2324176.76571429,207045.771428571
"99","ECO53","HUC4_2","WI","ws15405",5,0.2,0,0,0,0.2,0,0.4,0.2,0.8,0,2,187.6202994,0.055049480253469,0.578168247252563,0.087639770323361,0.196102980327822,316.98514187882,7.76949806949807,786.656370656371,2320079.54887218,619440.902255639
"100","ECO47","HUC4_13","MN","ws15414",8,0.125,0,0,0,0.625,0,0.5,0,0.625,0.375,2,254.5748957,0.04639027649623,0.909132047189256,0.003779241394183,0.006720615425951,338.801446169855,7.7621546961326,749.052486187845,2318681.54420922,122881.942714819
"101","ECO47","HUC4_14","MN","ws15454",7,1,0.714285714285714,0.285714285714286,0,1,0.571428571428571,1,0.571428571428571,1,1,3,251.7479989,0.045130845130845,0.883322608322608,0.032568282568283,0.003517803517804,405.737697631757,7.37698863636364,810.75,2318177.04264099,265998.651994498
"102","ECO53","HUC4_4","WI","ws15492",14,0.428571428571429,0,0,0,0.357142857142857,0,0.571428571428571,0.357142857142857,0.571428571428571,0,2,271.787432,0.066003059744491,0.754985330445782,0.078013550297034,0.081884590676389,247.867051287318,7.96493506493506,794.142857142857,2322688.24654623,647373.156216791
"103","ECO53","HUC4_2","WI","ws15559",5,0.6,0,0,0,0,0,0.6,0.4,0.4,0.2,3,273.2777803,0.058009102825037,0.62816408797202,0.127762299023192,0.133357704138426,281.595381823874,7.86517150395778,822.770448548813,2315493.36099585,639944.813278008
"104","ECO47","HUC4_13","MN","ws15575",8,0,0,0,0,1,0,1,0,1,0.125,2,268.8876051,0.041484248436893,0.906521535392484,0.005402257300076,0.020842537922909,348.788928229459,7.65105263157895,785.857894736842,2316958.48063555,187225.561072493
"105","ECO52","HUC4_14","MN","ws15576",5,1,0.4,0.6,0,0.8,0.8,0.8,0.6,1,0.8,3,259.0137221,0.045292970989565,0.838929369373126,0.070720969585779,0.003043854437043,395.955773732428,7.47371273712737,805.040650406504,2312580.78636959,281044.285714286
"106","ECO47","HUC4_8","MN","ws15631",9,0.888888888888889,0.222222222222222,0.333333333333333,0,0.777777777777778,0.111111111111111,0.888888888888889,0.333333333333333,1,0.555555555555556,3,208.8747125,0.047021970588109,0.894098232097999,0.022000749731777,0.00063339408746,378.220962272931,7.53288590604027,797.775167785235,2311810.76815642,226576.88547486
"107","ECO47","HUC4_13","MN","ws15654",7,0,0,0,0,1,0,0.714285714285714,0,1,0,1,203.1560927,0.052221912115856,0.899893234808111,0.00438579004027,0.011110668102016,335.153011047186,7.75931034482759,776.048275862069,2312286.17076326,176681.177231565
"108","ECO52","HUC4_17","WI","ws15662",6,0.666666666666667,0.666666666666667,0,0,0.5,0,0.833333333333333,0.666666666666667,1,0,2,173.5101114,0.054686730052026,0.576163577797488,0.34863503623132,0.010737127118248,346.07180181081,8.01178861788618,822.788617886179,2309841.30177515,451635.621301775
"109","ECO47","HUC4_13","MN","ws15685",9,0,0,0,0,1,0,0.555555555555556,0,0.777777777777778,0,1,140.8427938,0.041190603992536,0.891968918538967,0.005214324054904,0.024908621526979,325.339059308888,7.81212121212121,768.106060606061,2311740.75104312,157667.983310153
"110","ECO47","HUC4_13","MN","ws15708",7,0,0,0,0,0.857142857142857,0,0.857142857142857,0,1,0.428571428571429,2,172.3194025,0.041208360753345,0.932510210690149,0.009082552515851,0.003003144161365,328.067976690251,7.82107438016529,764.47520661157,2309357.90322581,167110.161290323
"111","ECO52","HUC4_14","MN","ws15792",9,0.888888888888889,0.555555555555556,0.222222222222222,0,0.666666666666667,0.333333333333333,1,0.777777777777778,0.888888888888889,0.777777777777778,3,229.950882,0.055369646302754,0.819593661081561,0.092535841347001,0.002626212813257,404.970649593197,7.46123076923077,811.221538461538,2304873.57050453,282008.188874515
"112","ECO47","HUC4_8","MN","ws15849",9,0,0.222222222222222,0,0,0,0,0,0,1,0,1,238.2534073,0.134014037155398,0.752223053270174,0.025301632631476,0.009931023020028,388.827905445458,7.50568862275449,796.769461077844,2302574.02906209,207655.799207398
"113","ECO47","HUC4_6","MN","ws15921",5,0.6,0,0,0,0.6,0,0.8,0,1,0.6,2,287.4932634,0.067734484360336,0.910045470201061,0.003820255252456,7.2676485365e-05,469.170394516208,7.40588235294118,686.352941176471,2300016.75075681,38936.7608476287
"114","ECO47","HUC4_8","MN","ws15935",8,0.75,0.875,0.375,0,1,0.375,0.875,0.75,0.875,0.75,3,174.7251307,0.053492600662412,0.891902193788986,0.015813412039827,0.01445871257192,395.382425318219,7.51593625498008,839.406374501992,2298417.02068966,256008.910344828
"115","ECO47","HUC4_8","MN","ws15954",5,0,0.8,0,0,0.8,0.2,0.8,0.4,0.8,0.8,3,81.89099366,0.062490383558633,0.915957797560171,0.008143752060666,0.005923727882185,374.608833027735,7.62522522522522,800.900900900901,2296655.59888579,236953.454038997
"116","ECO53","HUC4_17","WI","ws15962",6,0,0.166666666666667,0,0,0.166666666666667,0,0.5,0,0.166666666666667,0,1,251.2862833,0.05768121859409,0.561877030303682,0.144906825401942,0.078629833779239,271.935249923511,8.30228571428571,811.617142857143,2299131.99152542,545004.247881356
"117","ECO52","HUC4_14","MN","ws15990",6,0,0,0,0,0,0,1,0,0.833333333333333,0.666666666666667,2,92.60730152,0.039184815883845,0.796553835388787,0.129236032148654,0.002128341934167,380.127404645287,7.68984375,804.671875,2295019.30120482,310700.385542169
"118","ECO53","HUC4_11","WI","ws16019",7,0,0.285714285714286,0,0,0.428571428571429,0,0.285714285714286,0.142857142857143,0.714285714285714,0.285714285714286,3,197.4698945,0.072188723445953,0.663562902498052,0.062266704950982,0.12204492937911,318.696016049159,7.94963768115942,791.800724637681,2296640.98159509,614793.312883436
"119","ECO52","HUC4_14","MN","ws16052",7,0.571428571428571,0.571428571428571,0,0,0.571428571428571,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,3,256.1219789,0.039264881579872,0.834717829784243,0.09138027971045,0.00261789303535,405.050584213768,7.50949720670391,824.340782122905,2296261.36842105,289767.368421053
"120","ECO52","HUC4_14","MN","ws16053",11,0.545454545454545,0.363636363636364,0,0,0.272727272727273,0,0.909090909090909,0.181818181818182,0.909090909090909,0.454545454545455,3,296.5977074,0.039274411096242,0.733363070583487,0.192679174518211,0.000555297630427,355.828605492046,7.84076738609113,824.956834532374,2298511.68831169,332180.38961039
"121","ECO52","HUC4_14","MN","ws16095",7,1,0.571428571428571,0,0,0.142857142857143,0,0.857142857142857,0.857142857142857,1,0,2,167.5404112,0.045977567201702,0.69505683405316,0.220890006231333,0.000451234448527,349.54025620516,7.91991341991342,834.419913419913,2295368.18181818,343257.112299465
"122","ECO52","HUC4_5","IA","ws16283",5,0,0,0,0,0,0.2,0.2,0,0,0,0,299.9187127,0.043175700614867,0.678636910602773,0.248104236248023,0.000657178095264,333.588670174515,8.06643026004728,851.148936170213,2285554.05797101,352906.956521739
"123","ECO47","HUC4_8","MN","ws16342",6,0.833333333333333,1,0.333333333333333,0,1,0.5,1,0.833333333333333,1,0.833333333333333,3,161.3114972,0.050726699584345,0.901682149133819,0.018551064245265,0.003587468965325,373.073181218237,7.71555555555556,834.324444444444,2283556.46853147,251332.395104895
"124","ECO53","HUC4_11","WI","ws16405",6,0.833333333333333,0.833333333333333,0,0,0.666666666666667,0,0.666666666666667,0.666666666666667,1,0.666666666666667,3,228.4118992,0.042152795016372,0.803629758344464,0.049170380352337,0.041821814012317,294.310431572904,8.31335403726708,788.67701863354,2281284.61538462,549202.307692308
"125","ECO47","HUC4_8","MN","ws16451",7,1,0.857142857142857,0.142857142857143,0,1,0,1,0.428571428571429,1,0.714285714285714,3,290.1014763,0.050779468565312,0.895543456342004,0.023093986070393,0.002947244326555,389.763036276884,7.61925925925926,840.483950617284,2284414.59854015,263131.204379562
"126","ECO52","HUC4_17","WI","ws16742",6,0.166666666666667,0,0,0,0.166666666666667,0,0.5,0,0.666666666666667,0,1,198.9441251,0.035897018308158,0.430881840677859,0.501196567276939,0.011264470773448,283.581327135878,8.61316725978648,886.02846975089,2269418.15668203,469739.585253456
"127","ECO53","HUC4_11","WI","ws16747",13,0.538461538461538,0,0,0,0.384615384615385,0,0.461538461538462,0.461538461538462,0.692307692307692,0,2,285.0552013,0.152256826046324,0.755998838119775,0.032362153014574,0.009130863074941,300.491186581191,8.38279301745636,817.27680798005,2269367.50929368,537496.505576208
"128","ECO47","HUC4_6","IA","ws16939",5,0.2,0,0,0,0.6,0,0.8,0,1,0.4,2,286.739959,0.045247959824231,0.931117388575016,0.003929692404269,0.000662272441933,371.454199489443,7.901,784.1075,2264157.62532982,172018.258575198
"129","ECO53","HUC4_15","WI","ws16953",5,0.8,0,0,0,0.4,0.4,0.6,0.6,0.2,0,2,40.96170767,0.594775119196713,0.174521565267067,0.074000834926285,0.058862303078241,271.522139962822,8.43275862068966,811.603448275862,2257537.65517241,627500.793103448
"130","ECO53","HUC4_2","WI","ws16999",10,0.4,0,0,0,0.3,0,0.6,0,0.8,0.5,2,277.4411929,0.636021254233329,0.186639547406802,0.060619331231266,0.079174614296651,248.097042813892,8.38221649484536,794.672680412371,2265520.66202091,639390.104529617
"131","ECO53","HUC4_15","WI","ws17134",8,0.125,0,0,0,0.125,0.25,0.25,0,0.375,0,1,47.83049434,0.384928027095682,0.338056261172265,0.160109135384326,0.076582933483865,282.548673671429,8.45692307692308,846.876923076923,2249385.38181818,622643.236363636
"132","ECO52","HUC4_17","WI","ws17171",7,0.142857142857143,0,0,0,0,0,0.142857142857143,0,0.714285714285714,0,1,272.6702818,0.070822894902745,0.531978730356772,0.367168701541752,0.005178781847528,295.35602857164,8.58608923884514,831.370078740158,2254396.74251497,510192.97005988
"133","ECO53","HUC4_15","WI","ws17178",5,0.4,0,0,0,0.4,0,0.8,0,0.8,0,1,205.1163045,0.474684849521954,0.216746304413642,0.102357540575761,0.114371212819264,270.499894256827,8.3766323024055,825.415807560137,2257873.17343173,632846.236162362
"134","ECO52","HUC4_5","IA","ws17250",13,0.923076923076923,0.538461538461538,0,0,0.538461538461538,0,0.769230769230769,0.923076923076923,1,1,3,298.1934109,0.042764527987541,0.831462064552737,0.097810011891611,0.000440653616076,350.167061676873,8.15686746987952,846.192771084337,2250809.28853755,355919.76284585
"135","ECO53","HUC4_2","WI","ws17413",6,0,0,0,0,0,0,0.5,0,1,0,1,68.28300313,0.649650718333992,0.100909450375643,0.116989587452221,0.056043231843944,215.573945588715,8.66041666666667,846.916666666667,2239467.22689076,656887.058823529
"136","ECO52","HUC4_17","WI","ws17502",5,0.8,0.4,0,0,0,0,0.6,0.4,0.4,0.4,3,208.0160996,0.041340550082422,0.584223528851853,0.369460344656015,0.00135854868926,317.042201306171,8.61335616438356,875.996575342466,2242017.91353383,450787.5
"137","ECO53","HUC4_11","WI","ws17709",6,0.5,0,0,0,0.166666666666667,0,0.5,0.333333333333333,0.666666666666667,0.166666666666667,3,238.2452902,0.045950958948613,0.521632535877938,0.217333983083822,0.120135843183475,264.308483405605,8.80361445783133,869.64156626506,2233891.99445983,602544.889196676
"138","ECO53","HUC4_11","WI","ws17870",5,0.4,0,0,0,0.2,0.4,0.4,0.2,0.4,0,2,149.4612177,0.110508948141725,0.677951200712961,0.095045403087892,0.037900137293157,261.856795340951,8.93236714975845,830.478260869565,2225410.37234043,589025.265957447
"139","ECO52","HUC4_5","IA","ws17876",9,1,0.444444444444444,0.444444444444444,0,1,0,0.777777777777778,0.777777777777778,1,1,3,299.7404904,0.04696962872885,0.871179570328334,0.05571619450825,0.00022219219625,323.909280785998,8.445,886.042857142857,2230125.80071174,369682.526690391
"140","ECO52","HUC4_5","WI","ws17912",6,0.833333333333333,0.666666666666667,0,0,0.666666666666667,0,0.833333333333333,0.333333333333333,1,0.5,3,103.2102039,0.047785974642041,0.848480092083922,0.101536476045972,0,310.481067929906,8.68231292517007,850.034013605442,2222202.65984655,413771.89258312
"141","ECO52","HUC4_5","WI","ws18009",5,0.8,0.6,0,0,0.8,0,1,0.6,1,0.4,3,283.4999977,0.038371428571429,0.789136507936508,0.168571428571429,0.000647619047619,314.030826303537,8.72857142857143,874.859649122807,2223943.90577508,441721.094224924
"142","ECO52","HUC4_11","WI","ws18021",27,0.666666666666667,0.444444444444444,0,0,0.37037037037037,0,0.703703703703704,0.481481481481481,0.814814814814815,0.62962962962963,3,280.5110907,0.058903551410265,0.83445147090436,0.100151117014621,0.000619226832735,332.547989590851,8.64368686868687,900.085858585859,2224289.91215227,470119.546120059
"143","ECO52","HUC4_11","WI","ws18048",5,0.8,0.8,0,0,0.8,0,0.8,0.8,1,0.8,3,200.9529175,0.037468481420273,0.85343580510657,0.103157008433319,0.000703149842575,326.255840812159,8.69283154121864,865.663082437276,2220872.9095675,460413.342070773
"144","ECO53","HUC4_2","WI","ws18094",5,0,0,0,0,0.2,0,0.8,0,0.8,0,1,175.5675044,0.090447263872869,0.758621043188517,0.085418428809432,0.02958349352813,231.945241878734,8.78232931726908,856.751004016064,2221529.00943396,649271.179245283
"145","ECO52","HUC4_5","WI","ws18095",5,1,0.6,0,0,1,0,1,0.6,1,1,3,56.7648131,0.109811009639777,0.723569888381532,0.163892059868087,0,300.812414528572,8.82962962962963,893.395061728395,2214187.34693878,426913.032069971
"146","ECO52","HUC4_5","WI","ws18218",12,0.916666666666667,0.416666666666667,0,0,0.75,0,0.833333333333333,0.666666666666667,0.75,0.75,3,142.0334999,0.043373570319678,0.877787282577702,0.077083927383329,7.6038399392e-05,294.799352110163,8.80544554455446,874.217821782178,2212539.4891945,409088.546168959
"147","ECO52","HUC4_11","WI","ws18287",21,0,0,0,0,0,0,0.0476190476190476,0,0.142857142857143,0,1,296.4032947,0.05314920582868,0.749381332798926,0.169194472531176,0.00374084903913,297.45751478219,8.86570048309179,845.599033816425,2214750.84569733,517751.172106825
"148","ECO52","HUC4_5","WI","ws18341",5,1,0.6,0,0,0.8,0,1,0.8,0.8,1,3,94.02478701,0.03970441840876,0.78106095413125,0.171711080480894,0.002517420935753,278.713072471172,8.99772727272727,893.954545454545,2206640.56451613,427496.370967742
"149","ECO52","HUC4_11","WI","ws18364",6,1,0.333333333333333,0,0,0.666666666666667,0,0.833333333333333,0.666666666666667,0.833333333333333,0.5,3,52.73098727,0.039597200887523,0.82142003754907,0.134289127837515,0.000836320191159,291.805083251109,8.98611111111111,883.458333333333,2203378.25581395,493039.186046512
"150","ECO47","HUC4_5","IA","ws18415",5,1,0.8,0.6,0,1,0.8,1,0.6,0.8,1,3,276.8417984,0.047291630093432,0.918885442877485,0.012925793720457,0.005988257553592,347.56932774156,8.31954887218045,880.74686716792,2211308.97810219,333324.744525547
"151","ECO52","HUC4_5","WI","ws18437",13,0.307692307692308,0.307692307692308,0,0,0.384615384615385,0,0.769230769230769,0.307692307692308,0.846153846153846,0.692307692307692,3,250.6221014,0.083452736211212,0.819671130359214,0.093493351145011,0.000254965543741,305.823161844731,8.85229885057471,897.408045977012,2210519.06911142,448969.76022567
"152","ECO52","HUC4_11","WI","ws18553",5,0,0.2,0,0,0.2,0,0.6,0,0.6,0.2,2,17.67420085,0.04562582747734,0.847184030960383,0.10382931052042,0,289.850362482254,9.048,937.52,2197272.99465241,489420.481283422
"153","ECO52","HUC4_5","WI","ws18594",5,0.2,0.4,0,0,0.2,0,0.4,0.2,0.8,0.2,3,93.81420893,0.050605345459429,0.812285346994378,0.130086916479595,0.00133348682822,286.122708745662,9.02910447761194,906.910447761194,2199388.11023622,449219.05511811
"154","ECO53","HUC4_11","WI","ws18629",11,0.0909090909090909,0.272727272727273,0,0,0.545454545454545,0.181818181818182,1,0,1,0.636363636363636,2,141.5880032,0.065045766590389,0.738208746503941,0.108988049834732,0.030320366132723,262.367213658174,9.14729064039409,916.497536945813,2198480.61452514,545239.776536313
"155","ECO53","HUC4_11","WI","ws18650",8,0.75,0.25,0,0,0.25,0,0.625,0.25,0.875,0.375,3,116.3808154,0.044613028953229,0.884426812670131,0.055331291759465,0.00699857708488,277.686382271399,9.0858024691358,840.462962962963,2197718.29918033,529211.43442623
"156","ECO53","HUC4_15","WI","ws18772",7,0.428571428571429,0,0,0,0.428571428571429,0,0.571428571428571,0.428571428571429,0.285714285714286,0,2,136.914301,0.131666305126638,0.688569418972306,0.092008650666877,0.055381358996102,269.706575574335,9.03421052631579,857.478947368421,2192648.79452055,623421.369863014
"157","ECO53","HUC4_11","WI","ws18786",6,0.666666666666667,0.666666666666667,0,0,0.333333333333333,0.166666666666667,0.833333333333333,0.5,1,0.833333333333333,3,47.78998145,0.042824858757062,0.90120527306968,0.048079096045198,0.00376647834275,281.785796226889,9.10909090909091,853.045454545455,2189069.33823529,533881.985294118
"158","ECO52","HUC4_11","WI","ws18805",5,0.2,0.2,0,0,0.2,0,0.2,0.2,0.2,0.2,3,73.77478296,0.039196310935441,0.866003025423315,0.08968916215293,0,293.042383767766,9.07254901960784,868.460784313726,2187505,483551.842105263
"159","ECO52","HUC4_5","WI","ws18839",14,0.857142857142857,0.642857142857143,0,0,0.714285714285714,0,0.785714285714286,0.785714285714286,0.857142857142857,0.857142857142857,3,298.3473234,0.046383526849413,0.876149708745479,0.074284231833169,0.000455509401292,297.922943086236,9.00693779904306,912.753588516746,2194581.21253406,462669.155313351
"160","ECO52","HUC4_11","WI","ws19050",7,0.285714285714286,0.285714285714286,0,0,0.142857142857143,0,0.571428571428571,0.285714285714286,0.857142857142857,0.571428571428571,3,124.5131844,0.041482348859398,0.907154422181745,0.049028536733455,4.3368895828e-05,282.753989076478,9.15965909090909,870.982954545455,2183309.79262673,496211.059907834
"161","ECO47","HUC4_5","IA","ws19159",5,0.4,1,0,0,1,0,1,0,1,1,2,206.7606043,0.059181488155867,0.891496252187312,0.02685714783184,0.000465756048299,329.770767449828,8.75344827586207,891.837931034483,2183569.171875,403714.96875
"162","ECO53","HUC4_11","WI","ws19206",8,0.75,0.875,0,0,0.625,0,0.875,0.375,1,0.75,3,229.8941864,0.059161127161973,0.888924122487649,0.041078461309594,0.005700013310471,284.558183052451,9.13197492163009,907.128526645768,2184318.21247892,520813.153456998
"163","ECO53","HUC4_15","IL","ws19248",6,0,0,0,0,0.666666666666667,0,0.833333333333333,0,1,0.833333333333333,2,228.1608084,0.131887247940926,0.752603427056707,0.082974375966424,0.018263435261447,283.349837261721,9.07795031055901,881.422360248447,2182484.62155963,615487.603211009
"164","ECO52","HUC4_5","WI","ws19332",8,0.875,0.5,0,0.625,0.25,0,0.375,0.625,0.875,0.75,3,297.9504189,0.048221448939152,0.818154632448891,0.130376733845633,5.7392102847e-05,298.377264602747,9.09855769230769,932.25,2177402.72727273,483954.545454545
"165","ECO54","HUC4_15","IL","ws20253",5,0.6,0,0,0,0.8,0.6,0,1,1,1,3,107.2683013,0.379999496589393,0.515727386376031,0.066542492050308,0.01703205886548,275.99887521881,9.41333333333333,885.593333333333,2143677.22641509,624628.188679245
"166","ECO54","HUC4_15","IL","ws20317",6,0.833333333333333,0,0,0,0.833333333333333,0,0.5,0.833333333333333,0.833333333333333,0.666666666666667,3,112.7438937,0.689800512488924,0.065490017641753,0.12927173887013,0.025305138459819,248.78848427532,9.52434210526316,904.690789473684,2143383.21766562,642217.996845426
"167","ECO54","HUC4_15","IL","ws21312",5,0.8,0,0,0,1,0,0.2,0.6,1,1,3,62.8479049,0.780727757013361,0.165614125531641,0.019976801134167,0.003307986424367,211.427133758069,10.0647727272727,901.931818181818,2106181.05882353,637319.011764706
"168","ECO54","HUC4_15","IL","ws21363",9,1,0.222222222222222,0,0.888888888888889,1,0,1,1,0.888888888888889,1,3,276.2828862,0.075802736977207,0.864196806968509,0.039220668380128,0.003358514044843,235.685834180788,9.87609254498715,890.182519280206,2112894.08759124,612771.569343066
"169","ECO47","HUC4_8","IA","ws21605",5,1,0,0,0,1,0,0.8,0.2,1,0.6,3,234.1466946,0.04160084254871,0.889365513159058,0.039275377359578,0.006768833385224,277.15649861686,9.58385093167702,868.04347826087,2097769.7985782,288605.260663507
"170","ECO54","HUC4_15","IL","ws22060",13,0,0,0,0.307692307692308,0.923076923076923,0,0.846153846153846,0.923076923076923,0.615384615384615,1,3,290.2230079,0.600344218066797,0.225255062486433,0.09095419728967,0.03235029615158,214.619727106331,10.1490243902439,917.712195121951,2086781.77598385,671876.246215943
"171","ECO54","HUC4_15","IL","ws22140",9,0,0,0,0,0.666666666666667,0,0.555555555555556,0,0.888888888888889,0.333333333333333,2,265.2831364,0.660163048456536,0.161993357285104,0.092679103945935,0.052161257162631,209.286565430921,10.1536842105263,893.178947368421,2086988.95855473,691435.951115834
"172","ECO47","HUC4_8","IA","ws22156",9,0.888888888888889,0.111111111111111,0.111111111111111,0,1,0,1,0.444444444444444,1,0.888888888888889,3,295.6662155,0.046828484283966,0.914580023012438,0.027931498426266,0.003801922573497,234.995557052548,9.86785714285714,924.1,2090834.60612691,409510.437636761
"173","ECO54","HUC4_15","IL","ws22271",9,0,0.111111111111111,0,0,0.888888888888889,0.111111111111111,0.777777777777778,1,0.777777777777778,0.888888888888889,3,139.8708087,0.296688801379559,0.601227704424369,0.042229686253314,0.025853859418835,206.639543554091,10.3082474226804,938.020618556701,2076704.60755814,661299.723837209
"174","ECO47","HUC4_8","IA","ws22331",10,1,0,0,0,1,0,0.9,0.1,1,0.6,3,276.3962887,0.077149006697991,0.902857961557373,0.00516758002911,0.005447612721299,223.273031003051,10.059067357513,914.805699481865,2076712.93478261,422335.108695652
"175","ECO54","HUC4_15","IL","ws22589",6,0,0.333333333333333,0,0.666666666666667,1,0,1,1,0.666666666666667,1,3,131.9651849,0.105280028371116,0.775547644378973,0.03298142237499,0.034229478680743,205.022250519436,10.3630208333333,935.286458333333,2071693.73493976,663379.292168675
"176","ECO54","HUC4_15","IL","ws22612",7,0,0,0,0,1,0.142857142857143,0.714285714285714,0.571428571428571,0.285714285714286,0.571428571428571,3,173.0564866,0.070421509738149,0.898343604545336,0.021967392152274,0.005247419195465,195.774025590086,10.4298755186722,878.45643153527,2069321.26696833,617261.402714932
"177","ECO54","HUC4_15","IL","ws23069",6,0,0,0,0.5,1,0.333333333333333,0.833333333333333,1,1,1,3,298.3797092,0.083439657590647,0.864616795311477,0.029963834671058,0.00709733269388,206.665240918256,10.4071258907363,937.011876484561,2064797.88336933,668571.414686825
"178","ECO54","HUC4_15","IL","ws23932",11,0,0,0,0,0.636363636363636,0,0.727272727272727,0.272727272727273,0.454545454545455,0.181818181818182,3,140.1462142,0.052967543893448,0.83289664650201,0.091235438420735,0.00116235759514,198.825062127489,10.7276381909548,947.120603015075,2033053.45945946,696601.621621622
"179","ECO54","HUC4_7","IL","ws25174",5,0,0.4,0,1,1,0,1,1,1,1,3,296.6868008,0.049405459213713,0.940676422922142,0.008506880163157,0.000440063369125,243.343308331969,10.9145278450363,897.639225181598,1972068.46796657,625973.064066852
"180","ECO54","HUC4_7","IL","ws25460",5,0,0,0,0,1,0,0.6,0.8,1,1,3,299.1815904,0.138684330854571,0.801422279979785,0.045499121603735,0.003248862897986,248.424059041424,10.9817535545024,951.075829383886,1954755.42281879,597452.134228188
"181","ECO54","HUC4_10","IL","ws26318",6,0,0,0,0,0.833333333333333,0,0.666666666666667,0.666666666666667,0.5,0.666666666666667,3,299.2707053,0.177203035937452,0.815487548389063,0.004556954308532,0.000826043222483,215.921770572924,11.5315662650602,977.289156626506,1914426.73469388,648030.036014406
"182","ECO51","HUC4_12","MN","ws2804",6,1,0,0,0,0,0,1,0.833333333333333,1,0.333333333333333,3,253.5624126,0.034582020047136,0.321914842263679,0.440273873413408,0.069937814123861,454.129878440173,5.07486033519553,657.296089385475,2644290.6232687,58089.0166204986
"183","ECO72","HUC4_10","IL","ws28152",6,0,0,0,0,0,0,0,0,0.833333333333333,0.833333333333333,2,193.4522882,0.445877355813294,0.296370733250522,0.199160723341103,0.031170474582106,153.18056568634,13.3625,1035.30882352941,1759751.65605096,515792.292993631
"184","ECO71","HUC4_10","IL","ws29422",5,0,0,0,0,0.8,0,0.6,0,0.6,0.6,2,129.1221007,0.100534893614054,0.181396581423082,0.692523344933156,0.007866492785561,168.799035941991,14.0291208791209,1134.45604395604,1641260.98360656,592928.032786885
"185","ECO72","HUC4_10","IL","ws29456",7,0,0,0,0,1,0.857142857142857,0,0,0.285714285714286,1,2,275.0678916,0.052789269066616,0.204941946227324,0.723675842943402,0.012994079891956,162.935784691762,14.1523076923077,1232.77435897436,1627016.0817942,583022.612137203
"186","ECO71","HUC4_10","IL","ws29518",5,0,0,0,0,0.8,0,0,0,0.6,0.6,2,142.7058173,0.054502339778762,0.420567349049583,0.494677160984347,0.013597204878849,140.549960890021,14.4409090909091,1166.79797979798,1610162.75229358,593463.963302752
"187","ECO72","HUC4_10","IL","ws29581",5,0,0,0,0,0.6,0,0,0,1,1,2,79.33949435,0.061800238216777,0.200703306675742,0.677272985083092,0.052146786909421,143.727854325128,14.5017857142857,1204.03571428571,1599145.47169811,586565.175202156
"188","ECO50","HUC4_3","WI","ws3188",7,0.428571428571429,0,0,0,0,0,0.142857142857143,0,1,0,1,77.01480148,0.055123171130744,0.155821997849764,0.590648810358528,0.155296124900668,232.4956040918,5.95865384615385,808.009615384615,2632045.26315789,306763.628808864
"189","ECO50","HUC4_12","MN","ws3260",6,1,0,0,0,0.333333333333333,0,0.666666666666667,0.333333333333333,0.833333333333333,0,2,299.8539181,0.025314328077774,0.135272877891533,0.490063661002908,0.163108433807264,419.088794643229,5.30719424460432,681.342925659472,2637546.07361963,111475.325153374
"190","ECO50","HUC4_3","WI","ws3297",5,0,0,0,0,0,0,0.2,0,0.4,0,1,240.2702788,0.041038780073942,0.058467900527031,0.741559818254691,0.026935913427502,335.078517172432,5.14365781710914,814.672566371681,2635239.4488189,359524.015748031
"191","ECO50","HUC4_3","WI","ws3515",7,1,0,0,0,0.285714285714286,0,0.857142857142857,0.428571428571429,1,0,2,111.6747249,0.038014877138689,0.362475117461699,0.533272084008285,0.036709299420549,268.984869195732,5.5472049689441,768.708074534161,2623221.01694915,380469.830508475
"192","ECO50","HUC4_3","WI","ws4029",6,0.166666666666667,0,0,0,0,0,0,0,0.833333333333333,0,1,64.16010508,0.023594102877022,0.018432016159576,0.774074541654393,0.166266885494256,445.733088484317,4.70215053763441,881.322580645161,2604552.68571429,417811.885714286
"193","ECO50","HUC4_3","WI","ws4197",15,0.333333333333333,0,0,0,0,0,0.2,0.133333333333333,0.666666666666667,0,2,195.4530053,0.016793295574895,0.017718837776857,0.668715752636184,0.269475526085555,442.574172953397,4.66823104693141,886.541516245487,2606047.47404844,423907.577854671
"194","ECO51","HUC4_12","MN","ws4651",5,0.6,0,0,0,0,0,0.4,0.4,0.8,0,2,118.8189004,0.033593140485226,0.541156331189735,0.113322880450837,0.111754948076442,429.14723843109,5.53372781065089,662.751479289941,2595532.38421955,56692.43567753
"195","ECO51","HUC4_12","MN","ws5087",6,0.666666666666667,0,0,0,0.333333333333333,0,0.5,0.166666666666667,0.666666666666667,0,2,232.9074129,0.038703793868293,0.588165511271862,0.14916185574181,0.044561916023278,422.113630270522,5.65471124620061,672.90273556231,2590960.27812895,78520.6194690266
