"","Ecoregion","HUC4","State","WatershedID","SiteNUM","CMS_prop","SRD_prop","CAS_prop","RFS_prop","BNM_prop","RAD_prop","JOD_prop","HHC_prop","CRC_prop","CSR_prop","LMB_prop","SMB_prop","NTP_prop","BKT_prop","RBT_prop","BNT_prop","Host_Number","Area","Per_Urban","Per_Agriculture","Per_Forest","Per_Wetlant","Elevation","Temperature","Precipitation","Lat","Lon"
"78","ECO51","HUC4_40","MN","ws5992",13,0.769230769230769,0,0,0,0,0,0.692307692307692,0.615384615384615,0.923076923076923,0,0.0769230769230769,0,0.692307692307692,0,0,0,2,300931190.6,0.035864676045555,0.803829911953297,0.025068188343382,0.01213333811848,409.809153155147,6.10665083135392,661.672209026128,2527657.84366577,67768.3827493261
"79","ECO51","HUC4_40","MN","ws6267",12,0.75,0,0,0,0.333333333333333,0,0.75,0.416666666666667,0.833333333333333,0.75,0,0.333333333333333,0.416666666666667,0,0,0,3,556299884.1,0.042828877013999,0.541027420641276,0.179351281565932,0.041186777132263,348.174590384152,6.49086294416244,719.376903553299,2532006.95287282,173279.341510652
"80","ECO51","HUC4_40","MN","ws6510",14,0.785714285714286,0,0,0,0.428571428571429,0,0.928571428571429,0.428571428571429,0.857142857142857,0.357142857142857,0.0714285714285714,0,0.5,0,0,0,3,503123345.9,0.067243741793763,0.698269847914051,0.09266116423923,0.019657404127894,335.523103248652,6.63508522727273,727.653409090909,2518523.57142857,155647.252747253
"81","ECO51","HUC4_46","MN","ws6534",22,0.454545454545455,0,0,0,0,0,0.909090909090909,0.409090909090909,0.909090909090909,0,0.181818181818182,0.181818181818182,0.363636363636364,0,0,0,2,359372748.4,0.076403132458309,0.491596607087851,0.17545322724848,0.072689160862803,278.355514386047,7.02716535433071,765.76968503937,2510988.65008881,232086.90053286
"82","ECO50","HUC4_12","WI","ws6597",15,0.0666666666666667,0,0,0,0.0666666666666667,0,0,0.0666666666666667,0.266666666666667,0,0,0,0,0.933333333333333,0,0.533333333333333,2,198385184.5,0.032164697769793,0.009839947738037,0.637986099769539,0.261273522420019,317.235904342848,6.38888888888889,779.379928315412,2504555.65006075,601234.228432564
"83","ECO51","HUC4_40","MN","ws6901",12,0.666666666666667,0,0,0,0.333333333333333,0,0.5,0.416666666666667,0.416666666666667,0.25,0.0833333333333333,0,0.75,0,0,0,3,440915408.7,0.051030197629749,0.509728396876135,0.162808783725858,0.038642106853151,319.73807198028,6.77728758169935,740.888888888889,2510861.45939086,173681.611675127
"84","ECO50","HUC4_45","WI","ws6943",10,0.7,0,0,0,0,0.2,0.6,0.4,0.9,0.1,0.1,0.3,0,0.5,0,0,3,230056197.1,0.017897800624369,0.013391075745839,0.626606889968625,0.313377774648108,453.740414402064,5.85184049079755,797.315950920245,2497813.79310345,475175.517241379
"85","ECO51","HUC4_40","MN","ws7057",11,0.636363636363636,0,0,0,0.272727272727273,0,0.363636363636364,0.363636363636364,0.818181818181818,0.363636363636364,0.0909090909090909,0.0909090909090909,0.818181818181818,0,0,0,3,654917422.8,0.042824789813189,0.793401274725637,0.018753968057651,0.01921570567525,392.798643017964,6.34750542299349,698.553145336226,2500795.24137931,80952.5689655172
"86","ECO51","HUC4_41","MN","ws7217",13,0.384615384615385,0,0.0769230769230769,0,0.153846153846154,0,0.538461538461538,0.769230769230769,0.846153846153846,0.230769230769231,0.384615384615385,0,0.615384615384615,0,0,0,3,520862380.5,0.030744588206021,0.717028144093334,0.059254997097122,0.01160978408117,363.32463801266,6.57482900136799,679.585499316005,2491422.05841446,51003.2127955494
"87","ECO51","HUC4_46","MN","ws7242",15,0.133333333333333,0,0,0,0.6,0,0.8,0.333333333333333,0.2,0,0.333333333333333,0.133333333333333,0.8,0,0,0.0666666666666667,2,453899662.3,0.084279632702996,0.352114575092251,0.203948581591924,0.05792601316987,276.927357332302,7.15507020280811,787.08736349454,2491415.78517588,239255.898241206
"88","ECO51","HUC4_12","WI","ws7312",10,0,0,0,0,0,0,0.4,0,0,0,0,0,0.7,0,0,0,0,93927606.11,0.057443179640489,0.568222758805718,0.041968494883293,0.316383043961519,206.716854896822,6.97293233082707,790.887218045113,2481416.30136986,641348.835616438
"89","ECO51","HUC4_45","WI","ws7366",10,0.9,0,0,0,0,0.3,0.8,0.7,0.9,0.1,0,0.5,0.1,0.1,0,0,3,251229611.2,0.019642191843636,0.110133121256412,0.565611297394893,0.282015733814805,432.9936480853,6.08461538461538,802.501424501424,2486317.52880922,475878.860435339
"90","ECO51","HUC4_40","MN","ws8018",10,0,0,0,0,0,0,0.2,0,0.6,0,0,0,0.3,0,0,0,1,126756906.3,0.087424826577488,0.768107298300921,0.017509106013164,0.0113390276979,344.295386756645,6.83033707865169,696.488764044944,2463706.4229249,112629.664031621
"91","ECO51","HUC4_45","WI","ws8271",13,0.769230769230769,0,0,0,0.384615384615385,0.230769230769231,0.538461538461538,0.538461538461538,0.923076923076923,0.230769230769231,0.307692307692308,0.153846153846154,0.153846153846154,0.538461538461538,0,0,3,961567183.3,0.052541725632904,0.306176105008574,0.374530142043115,0.233729998277811,466.388427943889,5.90281690140845,832.699777613047,2479422.22276502,529432.012701514
"92","ECO51","HUC4_45","WI","ws8324",25,0.72,0.04,0,0,0.48,0.36,0.72,0.44,0.96,0.2,0,0.04,0,0.16,0,0.04,3,988888516.7,0.038463183665297,0.426475178950913,0.35829863528598,0.161251951054138,435.212731413156,6.21292175161522,809.26992103374,2476022.41459178,466032.611464968
"93","ECO51","HUC4_42","WI","ws8508",13,0.692307692307692,0,0,0,0.153846153846154,0.230769230769231,0.615384615384615,0.461538461538462,0.923076923076923,0,0.0769230769230769,0.230769230769231,0.307692307692308,0,0,0,2,897585321.6,0.042372685916313,0.385122283085518,0.30590173435327,0.241485906687643,424.805142414689,6.30676213206046,822.277645186953,2470225.08196721,434710.229508197
"94","ECO51","HUC4_12","WI","ws8696",15,0.0666666666666667,0,0,0,0.0666666666666667,0,0.333333333333333,0.0666666666666667,0.733333333333333,0,0,0.0666666666666667,0,0.733333333333333,0,0.133333333333333,2,991966521,0.043538063029346,0.308384708556186,0.304024279045714,0.332173818369874,345.518459125105,6.84650997150997,796.878917378917,2450479.03945111,548568.885077187
"95","ECO47","HUC4_40","MN","ws8749",16,0,0,0,0,0,0,0.25,0,0.3125,0,0.1875,0,0.0625,0,0,0,1,515629807,0.035284035174073,0.884270459154998,0.016812061676808,0.003520549045071,342.026315103201,6.95283540802213,711.679114799447,2443210.73684211,101885.178947368
"96","ECO47","HUC4_41","MN","ws8808",19,0.210526315789474,0,0.105263157894737,0,0.315789473684211,0,0.526315789473684,0.105263157894737,0.789473684210526,0.421052631578947,0.368421052631579,0.105263157894737,0.526315789473684,0,0,0,3,662620524.6,0.057345041392471,0.902476757057773,0.003520567202494,0.00128218188239,328.345851137772,7.03184713375796,693.329087048832,2447458.00759013,53128.6907020873
"97","ECO51","HUC4_44","WI","ws8868",13,0.692307692307692,0,0,0,0.461538461538462,0.307692307692308,0.615384615384615,0.307692307692308,1,0.153846153846154,0,0.153846153846154,0,0,0,0,3,537289216.6,0.046876989152211,0.493902725012898,0.310684636877123,0.124545216989286,347.704848117825,6.9631926121372,815.848284960422,2450221.64478764,404665.922779923
"98","ECO51","HUC4_42","WI","ws8934",10,0.9,0,0,0,0.6,0.2,0.8,0.6,0.9,0.1,0,0.2,0,0,0,0,3,204816595.2,0.048125005492719,0.739174949686695,0.135503176988584,0.071528381976851,383.20331305495,6.87896551724138,815.344827586207,2433350.9919571,436043.36461126
"99","ECO47","HUC4_41","MN","ws8941",16,0,0,0,0,0,0,0.75,0,1,0.4375,0,0,0,0,0,0,2,428060686.8,0.042720810389741,0.920508469943632,0.007215799067749,0.000813669650122,333.479340925481,7.04393939393939,700.175084175084,2438190.81325301,64049.4352409639
"100","ECO51","HUC4_12","WI","ws9021",18,0.333333333333333,0,0,0,0.166666666666667,0,0.722222222222222,0.222222222222222,0.611111111111111,0,0.277777777777778,0.111111111111111,0.222222222222222,0.444444444444444,0,0,2,311469287.7,0.061226258896142,0.451697165659665,0.226579634012084,0.239963938661049,279.806815038201,7.35069444444444,791.293981481482,2428946.90526316,561324.884210526
"101","ECO47","HUC4_40","MN","ws9220",28,0,0,0,0,0.107142857142857,0,0.642857142857143,0,0.607142857142857,0.321428571428571,0.214285714285714,0,0.321428571428571,0,0,0,2,822684624.9,0.041997868928141,0.919233689314228,0.011719801245824,0.003447129069877,327.645724497641,7.15372616984402,705.613518197574,2422228.79633668,112869.105974706
"102","ECO47","HUC4_42","MN","ws9389",24,0.0416666666666667,0,0,0,0.25,0,0.708333333333333,0,0.708333333333333,0.416666666666667,0.375,0,0.541666666666667,0,0,0.708333333333333,2,860746552.2,0.206903077735431,0.612576525144163,0.093928700261924,0.025695718774343,280.531348780287,7.62165289256198,770.563636363636,2414961.31536388,234211.099730458
"103","ECO51","HUC4_12","WI","ws9428",19,0.473684210526316,0,0,0,0.210526315789474,0,0.736842105263158,0.315789473684211,0.631578947368421,0,0.368421052631579,0.263157894736842,0.473684210526316,0.368421052631579,0,0.0526315789473684,2,821016004.2,0.038840655967728,0.373744847847058,0.303435499429975,0.259527098132071,312.531794226028,7.22951388888889,797.5,2421325.86206897,544664.893509128
"104","ECO47","HUC4_41","MN","ws9438",18,0.611111111111111,0,0,0,0.555555555555556,0,0.777777777777778,0.444444444444444,0.888888888888889,0.666666666666667,0.388888888888889,0.111111111111111,0.111111111111111,0,0,0,3,517427996.3,0.050304390176024,0.893541710150977,0.013450567035414,0.000815765671746,329.025508049838,7.17216916780355,697.121418826739,2418663.63072149,75773.0876648565
"105","ECO51","HUC4_12","WI","ws9465",19,0.368421052631579,0,0,0,0.210526315789474,0,0.947368421052632,0,1,0,0.105263157894737,0.0526315789473684,0.157894736842105,0,0,0,1,405129585.8,0.17362888320182,0.60729011160873,0.079128012369375,0.119184083315561,228.483806054255,7.64066901408451,737.345070422535,2413687.52043597,614246.485013624
"106","ECO51","HUC4_12","WI","ws9497",12,0.5,0,0,0,0,0,0.333333333333333,0.25,0.583333333333333,0,0.166666666666667,0.166666666666667,0.0833333333333333,0.5,0,0.333333333333333,2,421086596.5,0.048566494398064,0.359870392456089,0.359863980473375,0.188356266858171,292.608823341913,7.44752136752137,790.682051282051,2405830.69630873,548582.768456376
"107","ECO51","HUC4_42","MN","ws9611",11,0.727272727272727,0.181818181818182,0.0909090909090909,0,0.818181818181818,0.0909090909090909,0.909090909090909,0.272727272727273,0.727272727272727,0.545454545454545,0.181818181818182,0.0909090909090909,0.636363636363636,0,0,0,3,218570384.9,0.052578482722272,0.799016701255065,0.074027407187799,0.016548901406595,301.106712729225,7.55868852459016,779.980327868852,2396473.88429752,222415.537190083
"108","ECO52","HUC4_42","WI","ws9638",11,0,0,0,0,0.0909090909090909,0,0.272727272727273,0,0.363636363636364,0,0.0909090909090909,0.0909090909090909,0.181818181818182,0.545454545454545,0,0.0909090909090909,1,989147684.9,0.045553763103326,0.529251091621605,0.363251817701239,0.036365853148119,302.416266898772,7.60962643678161,811.794540229885,2403036.14625653,360703.337202554
"109","ECO51","HUC4_41","MN","ws9779",10,0.1,0,0,0,0.2,0,0.7,0.1,0.8,0.7,0,0,0,0,0,0,3,560503791.8,0.07536505550899,0.740128969687627,0.097278020238221,0.010913931359609,302.24111031258,7.48456712672522,767.331242158093,2399404.26966292,194675.730337079
"110","ECO46","HUC4_41","MN","ws9998",30,0.7,0,0.166666666666667,0,0.533333333333333,0,0.7,0.4,0.833333333333333,0.7,0.1,0.0666666666666667,0.233333333333333,0,0,0,3,960165883.1,0.040294286643589,0.836344531710614,0.007676798353285,0.001049818578227,450.974108895626,6.91012564671101,629.793052475979,2391245.60846561,-14786.7724867725
